EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;;
42,3611;0,844444444;0,002777778;0,1;8;40;;;;;;;;
42,9167;0,855555556;0,002777778;0,1;6;50;;;;;;;;
43,3333;0,863888889;0,002777778;0,1;10;30;;;;;;;;
44,5833;0,888888889;0,002777778;0,1;6;60;;;;;;;;
45,2778;0,905555556;0;0,1;8;50;;;;;;;;
45,6944;0,913888889;0;0,1;12;30;;;;;;;;
46,5278;0,930555556;0;0,1;10;40;;;;;;;;
47,0833;0,941666667;0;0,1;8;60;;;;;;;;
47,5;0,95;0;0,1;12;40;;;;;;;;
48,0556;0,961111111;0;0,1;10;50;;;;;;;;
48,1944;0,963888889;0;0,1;12;50;;;;;;;;
48,3333;0,966666667;0;0,1;10;60;;;;;;;;
48,75;0,975;0;0,1;12;60;;;;;;;;
Matches;total;129600;;;;;;;;;;;
3083;;;;;;;;;;;;;
