EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;;
21,5278;0,138888889;0,291666667;0,3;12;20;;;;;;;;
28,1944;0,138888889;0,425;0,4;4;60;;;;;;;;
27,5;0,144444444;0,405555556;0,6;10;60;;;;;;;;
25;0,158333333;0,341666667;0,5;12;40;;;;;;;;
24,4444;0,161111111;0,327777778;0,3;6;30;;;;;;;;
27,3611;0,166666667;0,380555556;0,3;4;40;;;;;;;;
23,1944;0,172222222;0,291666667;0,2;6;20;;;;;;;;
22,7778;0,188888889;0,266666667;0,4;12;30;;;;;;;;
27,2222;0,188888889;0,355555556;0,1;6;10;;;;;;;;
26,8056;0,191666667;0,344444444;0,6;12;60;;;;;;;;
25,8333;0,202777778;0,313888889;0,5;8;60;;;;;;;;
25,4167;0,219444444;0,288888889;0,5;10;50;;;;;;;;
24,8611;0,222222222;0,275;0,4;8;40;;;;;;;;
26,1111;0,230555556;0,291666667;0,4;6;50;;;;;;;;
27,6389;0,261111111;0,291666667;0,1;8;10;;;;;;;;
26,8056;0,286111111;0,25;0,2;4;30;;;;;;;;
26,25;0,294444444;0,230555556;0,5;12;50;;;;;;;;
25,6944;0,297222222;0,216666667;0,2;8;20;;;;;;;;
25,9722;0,3;0,219444444;0,3;8;30;;;;;;;;
28,4722;0,3;0,269444444;0,3;4;50;;;;;;;;
27,0833;0,325;0,216666667;0,5;10;60;;;;;;;;
28,1944;0,344444444;0,219444444;0,4;10;40;;;;;;;;
28,75;0,344444444;0,230555556;0,1;10;10;;;;;;;;
29,5833;0,369444444;0,222222222;0,4;6;60;;;;;;;;
29,0278;0,375;0,205555556;0,3;6;40;;;;;;;;
29,0278;0,383333333;0,197222222;0,4;8;50;;;;;;;;
27,6389;0,416666667;0,136111111;0,3;10;30;;;;;;;;
30,5556;0,422222222;0,188888889;0,1;12;10;;;;;;;;
28,8889;0,425;0,152777778;0,2;10;20;;;;;;;;
29,8611;0,425;0,172222222;0,5;12;60;;;;;;;;
32,3611;0,45;0,197222222;0,3;4;60;;;;;;;;
30,4167;0,455555556;0,152777778;0,4;12;40;;;;;;;;
32,5;0,522222222;0,127777778;0,1;4;20;;;;;;;;
32,0833;0,530555556;0,111111111;0,2;12;20;;;;;;;;
32,5;0,533333333;0,116666667;0,4;10;50;;;;;;;;
31,6667;0,536111111;0,097222222;0,2;6;30;;;;;;;;
33,0556;0,536111111;0,125;0,4;8;60;;;;;;;;
32,3611;0,538888889;0,108333333;0,3;8;40;;;;;;;;
31,9444;0,541666667;0,097222222;0,3;12;30;;;;;;;;
32,3611;0,547222222;0,1;0,3;6;50;;;;;;;;
34,8611;0,561111111;0,136111111;0,2;4;40;;;;;;;;
35,5556;0,627777778;0,083333333;0,4;12;50;;;;;;;;
35,5556;0,655555556;0,055555556;0,2;8;30;;;;;;;;
35,8333;0,661111111;0,055555556;0,3;6;60;;;;;;;;
36,5278;0,661111111;0,069444444;0,4;10;60;;;;;;;;
36,1111;0,669444444;0,052777778;0,3;10;40;;;;;;;;
36,6667;0,669444444;0,063888889;0,1;6;20;;;;;;;;
37,2222;0,683333333;0,061111111;0,2;4;50;;;;;;;;
36,6667;0,686111111;0,047222222;0,3;8;50;;;;;;;;
37,7778;0,713888889;0,041666667;0,4;12;60;;;;;;;;
38,4722;0,730555556;0,038888889;0,2;6;40;;;;;;;;
38,3333;0,736111111;0,030555556;0,3;12;40;;;;;;;;
39,3056;0,75;0,036111111;0,2;10;30;;;;;;;;
40,5556;0,769444444;0,041666667;0,2;4;60;;;;;;;;
39,8611;0,777777778;0,019444444;0,3;10;50;;;;;;;;
40,5556;0,788888889;0,022222222;0,3;8;60;;;;;;;;
41,3889;0,788888889;0,038888889;0,1;8;20;;;;;;;;
42,3611;0,802777778;0,044444444;0,1;4;30;;;;;;;;
41,6667;0,808333333;0,025;0,2;12;30;;;;;;;;
42,3611;0,838888889;0,008333333;0,3;12;50;;;;;;;;
43,0556;0,847222222;0,013888889;0,2;8;40;;;;;;;;
44,0278;0,85;0,030555556;0,1;10;20;;;;;;;;
43,3333;0,855555556;0,011111111;0,2;6;50;;;;;;;;
43,4722;0,863888889;0,005555556;0,3;10;60;;;;;;;;
45,9722;0,897222222;0,022222222;0,1;12;20;;;;;;;;
45,1389;0,9;0,002777778;0,3;12;60;;;;;;;;
45,9722;0,913888889;0,005555556;0,2;10;40;;;;;;;;
46,25;0,913888889;0,011111111;0,2;6;60;;;;;;;;
46,5278;0,916666667;0,013888889;0,1;4;40;;;;;;;;
47,2222;0,919444444;0,025;0,1;6;30;;;;;;;;
47,2222;0,938888889;0,005555556;0,2;8;50;;;;;;;;
47,2222;0,941666667;0,002777778;0,2;12;40;;;;;;;;
48,3333;0,966666667;0;0,2;10;50;;;;;;;;
48,75;0,966666667;0,008333333;0,1;8;30;;;;;;;;
48,4722;0,969444444;0;0,1;4;50;;;;;;;;
48,6111;0,972222222;0;0,2;12;50;;;;;;;;
48,6111;0,972222222;0;0,2;8;60;;;;;;;;
48,75;0,972222222;0,002777778;0,1;6;40;;;;;;;;
48,8889;0,972222222;0,005555556;0,1;10;30;;;;;;;;
49,0278;0,977777778;0,002777778;0,1;12;30;;;;;;;;
49,0278;0,980555556;0;0,2;10;60;;;;;;;;
49,1667;0,980555556;0,002777778;0,1;8;40;;;;;;;;
49,1667;0,980555556;0,002777778;0,1;10;40;;;;;;;;
49,1667;0,983333333;0;0,1;4;60;;;;;;;;
49,3056;0,986111111;0;0,2;12;60;;;;;;;;
49,4444;0,988888889;0;0,1;6;50;;;;;;;;
49,5833;0,988888889;0,002777778;0,1;12;40;;;;;;;;
49,5833;0,991666667;0;0,1;8;50;;;;;;;;
49,5833;0,991666667;0;0,1;10;50;;;;;;;;
49,5833;0,991666667;0;0,1;12;50;;;;;;;;
49,5833;0,991666667;0;0,1;6;60;;;;;;;;
49,5833;0,991666667;0;0,1;8;60;;;;;;;;
49,5833;0,991666667;0;0,1;10;60;;;;;;;;
49,5833;0,991666667;0;0,1;12;60;;;;;;;;
Matches;total;129600;;;;;;;;;;;
717;;;;;;;;;;;;;
