EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR;;;;;;;;
22,5;0;0,45;0,004;8;10;10;;;;;;;;
23,3333;0;0,466666667;0,008;8;30;4;;EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR
23,3333;0;0,466666667;0,008;8;30;6;;22,5;0;0,45;0,004;8;10;10
23,3333;0;0,466666667;0,008;8;40;4;;;;;;;;
23,3333;0;0,466666667;0,008;8;40;6;;;;;;;;
23,3333;0;0,466666667;0,008;8;50;4;;Matches;total;345600;;;;
23,3333;0;0,466666667;0,008;8;50;6;;2312;;;;;;
23,3333;0;0,466666667;0,008;8;60;4;;;;;;;;
23,3333;0;0,466666667;0,008;8;60;6;;;;;;;;
23,4722;0;0,469444444;0,008;8;30;8;;0,006689815;;;;;;
23,4722;0;0,469444444;0,008;8;30;10;;;;;;;;
23,4722;0;0,469444444;0,008;8;40;8;;;;;;;;
23,4722;0;0,469444444;0,008;8;40;10;;;;;;;;
23,4722;0;0,469444444;0,008;8;50;8;;;;;;;;
23,4722;0;0,469444444;0,008;8;50;10;;;;;;;;
23,4722;0;0,469444444;0,008;8;60;8;;;;;;;;
23,4722;0;0,469444444;0,008;8;60;10;;;;;;;;
24,0278;0;0,480555556;0,008;8;20;4;;;;;;;;
24,0278;0;0,480555556;0,008;8;20;6;;;;;;;;
24,1667;0;0,483333333;0,008;8;20;8;;;;;;;;
24,1667;0;0,483333333;0,008;8;20;10;;;;;;;;
24,4444;0;0,488888889;0,004;6;40;8;;;;;;;;
24,4444;0;0,488888889;0,004;6;50;8;;;;;;;;
24,4444;0;0,488888889;0,004;6;60;8;;;;;;;;
24,5833;0;0,491666667;0,004;6;40;10;;;;;;;;
24,5833;0;0,491666667;0,004;6;50;10;;;;;;;;
24,5833;0;0,491666667;0,004;6;60;10;;;;;;;;
24,7222;0;0,494444444;0,004;6;30;8;;;;;;;;
24,8611;0;0,497222222;0,004;6;30;10;;;;;;;;
25,1389;0;0,502777778;0,004;6;20;8;;;;;;;;
25,2778;0;0,505555556;0,004;6;20;10;;;;;;;;
26,9444;0;0,538888889;0,012;8;30;2;;;;;;;;
26,9444;0;0,538888889;0,012;8;30;4;;;;;;;;
26,9444;0;0,538888889;0,012;8;30;6;;;;;;;;
26,9444;0;0,538888889;0,012;8;40;2;;;;;;;;
26,9444;0;0,538888889;0,012;8;40;4;;;;;;;;
26,9444;0;0,538888889;0,012;8;40;6;;;;;;;;
26,9444;0;0,538888889;0,012;8;50;2;;;;;;;;
26,9444;0;0,538888889;0,012;8;50;4;;;;;;;;
26,9444;0;0,538888889;0,012;8;50;6;;;;;;;;
26,9444;0;0,538888889;0,012;8;60;2;;;;;;;;
26,9444;0;0,538888889;0,012;8;60;4;;;;;;;;
26,9444;0;0,538888889;0,012;8;60;6;;;;;;;;
27,0833;0;0,541666667;0,012;8;30;8;;;;;;;;
27,0833;0;0,541666667;0,012;8;30;10;;;;;;;;
27,0833;0;0,541666667;0,012;8;40;8;;;;;;;;
27,0833;0;0,541666667;0,012;8;40;10;;;;;;;;
