EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR;;;;;;;;
20,4167;0;0,408333333;0,01;8;40;4;;;;;;;;
20,4167;0;0,408333333;0,01;8;50;4;;EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR
20,4167;0;0,408333333;0,01;8;60;4;;20,4167;0;0,408333333;0,01;8;40;4
20,6944;0;0,413888889;0,01;8;30;4;;;;;;;;
20,8333;0;0,416666667;0,01;10;10;4;;;;;;;;
21,25;0;0,425;0,01;10;10;6;;Matches;total;432000;;;;
21,25;0;0,425;0,01;8;20;4;;2614;;;;;;
21,3889;0;0,427777778;0,015;10;30;4;;;;;;;;
21,3889;0;0,427777778;0,015;10;40;4;;0,006050926;;;;;;
21,3889;0;0,427777778;0,015;10;50;4;;;;;;;;
21,3889;0;0,427777778;0,015;10;60;4;;;;;;;;
21,5278;0;0,430555556;0,01;8;40;6;;;;;;;;
21,5278;0;0,430555556;0,01;8;50;6;;;;;;;;
21,5278;0;0,430555556;0,01;8;60;6;;;;;;;;
21,6667;0;0,433333333;0,01;8;30;6;;;;;;;;
21,9444;0;0,438888889;0,01;8;20;6;;;;;;;;
21,9444;0;0,438888889;0,015;10;20;4;;;;;;;;
22,0833;0;0,441666667;0,01;10;10;8;;;;;;;;
22,0833;0;0,441666667;0,015;10;30;6;;;;;;;;
22,0833;0;0,441666667;0,015;10;40;6;;;;;;;;
22,0833;0;0,441666667;0,015;10;50;6;;;;;;;;
22,0833;0;0,441666667;0,015;10;60;6;;;;;;;;
22,5;0;0,45;0,01;8;40;8;;;;;;;;
22,5;0;0,45;0,01;8;50;8;;;;;;;;
22,5;0;0,45;0,01;8;60;8;;;;;;;;
22,5;0;0,45;0,015;10;20;6;;;;;;;;
22,6389;0;0,452777778;0,01;8;30;8;;;;;;;;
22,7778;0;0,455555556;0,01;8;10;4;;;;;;;;
22,9167;0;0,458333333;0,01;8;20;8;;;;;;;;
22,9167;0;0,458333333;0,015;10;30;8;;;;;;;;
22,9167;0;0,458333333;0,015;10;40;8;;;;;;;;
22,9167;0;0,458333333;0,015;10;50;8;;;;;;;;
22,9167;0;0,458333333;0,015;10;60;8;;;;;;;;
23,1944;0;0,463888889;0,01;8;10;6;;;;;;;;
23,1944;0;0,463888889;0,01;10;10;10;;;;;;;;
23,3333;0;0,466666667;0,015;10;20;8;;;;;;;;
23,6111;0;0,472222222;0,01;8;40;10;;;;;;;;
23,6111;0;0,472222222;0,01;8;50;10;;;;;;;;
23,6111;0;0,472222222;0,01;8;60;10;;;;;;;;
23,75;0;0,475;0,01;8;30;10;;;;;;;;
24,0278;0;0,480555556;0,01;8;10;8;;;;;;;;
24,0278;0;0,480555556;0,01;8;20;10;;;;;;;;
24,0278;0;0,480555556;0,01;6;40;4;;;;;;;;
24,0278;0;0,480555556;0,01;6;50;4;;;;;;;;
24,0278;0;0,480555556;0,01;6;60;4;;;;;;;;
24,1667;0;0,483333333;0,01;6;30;4;;;;;;;;
24,1667;0;0,483333333;0,015;10;30;10;;;;;;;;
24,1667;0;0,483333333;0,015;10;40;10;;;;;;;;
24,1667;0;0,483333333;0,015;10;50;10;;;;;;;;
24,1667;0;0,483333333;0,015;10;60;10;;;;;;;;
24,3056;0;0,486111111;0,01;6;20;4;;;;;;;;
24,5833;0;0,491666667;0,015;10;20;10;;;;;;;;
24,8611;0;0,497222222;0,01;6;20;6;;;;;;;;
24,8611;0;0,497222222;0,01;6;30;6;;;;;;;;
24,8611;0;0,497222222;0,01;6;40;6;;;;;;;;
24,8611;0;0,497222222;0,01;6;50;6;;;;;;;;
24,8611;0;0,497222222;0,01;6;60;6;;;;;;;;
24,8611;0;0,497222222;0,015;10;10;4;;;;;;;;
25;0;0,5;0,015;8;30;4;;;;;;;;
25;0;0,5;0,015;8;40;4;;;;;;;;
25,1389;0;0,502777778;0,01;8;10;10;;;;;;;;
25,1389;0;0,502777778;0,015;8;50;4;;;;;;;;
25,1389;0;0,502777778;0,015;8;60;4;;;;;;;;
25,2778;0;0,505555556;0,015;10;10;6;;;;;;;;
25,5556;0;0,511111111;0,015;8;20;4;;;;;;;;
25,5556;0;0,511111111;0,015;8;30;6;;;;;;;;
25,5556;0;0,511111111;0,015;8;40;6;;;;;;;;
25,5556;0;0,511111111;0,02;10;40;4;;;;;;;;
25,5556;0;0,511111111;0,02;10;50;4;;;;;;;;
25,5556;0;0,511111111;0,02;10;60;4;;;;;;;;
25,6944;0;0,513888889;0,005;4;60;4;;;;;;;;
25,6944;0;0,513888889;0,015;8;50;6;;;;;;;;
25,6944;0;0,513888889;0,015;8;60;6;;;;;;;;
25,8333;0;0,516666667;0,005;4;20;4;;;;;;;;
25,8333;0;0,516666667;0,005;4;30;4;;;;;;;;
25,8333;0;0,516666667;0,005;4;40;4;;;;;;;;
25,8333;0;0,516666667;0,005;4;50;4;;;;;;;;
25,8333;0;0,516666667;0,015;10;10;8;;;;;;;;
25,8333;0;0,516666667;0,02;10;30;4;;;;;;;;
26,1111;0;0,522222222;0,01;6;20;8;;;;;;;;
26,1111;0;0,522222222;0,01;6;30;8;;;;;;;;
26,1111;0;0,522222222;0,01;6;40;8;;;;;;;;
26,1111;0;0,522222222;0,01;6;50;8;;;;;;;;
26,1111;0;0,522222222;0,01;6;60;8;;;;;;;;
26,1111;0;0,522222222;0,015;8;20;6;;;;;;;;
26,1111;0;0,522222222;0,02;10;40;6;;;;;;;;
26,1111;0;0,522222222;0,02;10;50;6;;;;;;;;
26,1111;0;0,522222222;0,02;10;60;6;;;;;;;;
26,25;0;0,525;0,015;8;30;8;;;;;;;;
26,25;0;0,525;0,015;8;40;8;;;;;;;;
26,25;0;0,525;0,02;10;20;4;;;;;;;;
26,3889;0;0,527777778;0,005;4;60;6;;;;;;;;
26,3889;0;0,527777778;0,015;8;50;8;;;;;;;;
26,3889;0;0,527777778;0,015;8;60;8;;;;;;;;
26,3889;0;0,527777778;0,02;10;30;6;;;;;;;;
26,5278;0;0,530555556;0,005;4;20;6;;;;;;;;
26,5278;0;0,530555556;0,005;4;30;6;;;;;;;;
26,5278;0;0,530555556;0,005;4;40;6;;;;;;;;
26,5278;0;0,530555556;0,005;4;50;6;;;;;;;;
26,6667;0;0,533333333;0,01;6;10;4;;;;;;;;
26,6667;0;0,533333333;0,02;10;40;8;;;;;;;;
26,6667;0;0,533333333;0,02;10;50;8;;;;;;;;
26,6667;0;0,533333333;0,02;10;60;8;;;;;;;;
26,8056;0;0,536111111;0,015;10;10;10;;;;;;;;
26,8056;0;0,536111111;0,015;8;20;8;;;;;;;;
26,8056;0;0,536111111;0,02;10;20;6;;;;;;;;
26,8056;0;0,536111111;0,02;10;30;8;;;;;;;;
26,9444;0;0,538888889;0,01;6;10;6;;;;;;;;
26,9444;0;0,538888889;0,01;6;20;10;;;;;;;;
26,9444;0;0,538888889;0,01;6;30;10;;;;;;;;
26,9444;0;0,538888889;0,01;6;40;10;;;;;;;;
26,9444;0;0,538888889;0,01;6;50;10;;;;;;;;
26,9444;0;0,538888889;0,01;6;60;10;;;;;;;;
27,2222;0;0,544444444;0,015;8;30;10;;;;;;;;
27,2222;0;0,544444444;0,015;8;40;10;;;;;;;;
27,2222;0;0,544444444;0,02;10;20;8;;;;;;;;
27,3611;0;0,547222222;0,005;4;10;4;;;;;;;;
27,3611;0;0,547222222;0,015;8;50;10;;;;;;;;
27,3611;0;0,547222222;0,015;8;60;10;;;;;;;;
27,6389;0;0,552777778;0,005;4;10;6;;;;;;;;
27,6389;0;0,552777778;0,005;4;60;8;;;;;;;;
27,7778;0;0,555555556;0,005;4;20;8;;;;;;;;
27,7778;0;0,555555556;0,005;4;30;8;;;;;;;;
27,7778;0;0,555555556;0,005;4;40;8;;;;;;;;
27,7778;0;0,555555556;0,005;4;50;8;;;;;;;;
27,7778;0;0,555555556;0,015;8;10;4;;;;;;;;
27,7778;0;0,555555556;0,015;8;20;10;;;;;;;;
27,7778;0;0,555555556;0,02;10;40;10;;;;;;;;
27,7778;0;0,555555556;0,02;10;50;10;;;;;;;;
27,7778;0;0,555555556;0,02;10;60;10;;;;;;;;
27,9167;0;0,558333333;0,02;10;30;10;;;;;;;;
28,0556;0;0,561111111;0,01;6;10;8;;;;;;;;
28,1944;0;0,563888889;0,015;8;10;6;;;;;;;;
28,1944;0;0,563888889;0,02;10;10;4;;;;;;;;
28,3333;0;0,566666667;0,02;10;20;10;;;;;;;;
28,3333;0;0,566666667;0,025;10;40;4;;;;;;;;
28,3333;0;0,566666667;0,025;10;50;4;;;;;;;;
28,3333;0;0,566666667;0,025;10;60;4;;;;;;;;
28,4722;0;0,569444444;0,005;4;60;10;;;;;;;;
28,6111;0;0,572222222;0,005;4;20;10;;;;;;;;
28,6111;0;0,572222222;0,005;4;30;10;;;;;;;;
28,6111;0;0,572222222;0,005;4;40;10;;;;;;;;
28,6111;0;0,572222222;0,005;4;50;10;;;;;;;;
28,6111;0;0,572222222;0,01;6;10;10;;;;;;;;
28,6111;0;0,572222222;0,015;8;10;8;;;;;;;;
28,6111;0;0,572222222;0,02;10;10;6;;;;;;;;
28,6111;0;0,572222222;0,02;8;30;4;;;;;;;;
28,6111;0;0,572222222;0,02;8;40;4;;;;;;;;
28,6111;0;0,572222222;0,02;8;50;4;;;;;;;;
28,6111;0;0,572222222;0,02;8;60;4;;;;;;;;
28,6111;0;0,572222222;0,025;10;30;4;;;;;;;;
28,6111;0;0,572222222;0,025;10;40;6;;;;;;;;
28,6111;0;0,572222222;0,025;10;50;6;;;;;;;;
28,6111;0;0,572222222;0,025;10;60;6;;;;;;;;
28,75;0;0,575;0,005;4;10;8;;;;;;;;
28,8889;0;0,577777778;0,02;8;20;4;;;;;;;;
28,8889;0;0,577777778;0,025;10;30;6;;;;;;;;
29,0278;0;0,580555556;0,02;10;10;8;;;;;;;;
29,1667;0;0,583333333;0,02;8;30;6;;;;;;;;
29,1667;0;0,583333333;0,02;8;40;6;;;;;;;;
29,1667;0;0,583333333;0,02;8;50;6;;;;;;;;
29,1667;0;0,583333333;0,02;8;60;6;;;;;;;;
29,1667;0;0,583333333;0,025;10;20;4;;;;;;;;
29,1667;0;0,583333333;0,025;10;40;8;;;;;;;;
29,1667;0;0,583333333;0,025;10;50;8;;;;;;;;
29,1667;0;0,583333333;0,025;10;60;8;;;;;;;;
29,3056;0;0,586111111;0,025;10;30;8;;;;;;;;
29,4444;0;0,588888889;0,005;4;10;10;;;;;;;;
29,4444;0;0,588888889;0,015;8;10;10;;;;;;;;
29,4444;0;0,588888889;0,02;8;20;6;;;;;;;;
29,4444;0;0,588888889;0,025;10;20;6;;;;;;;;
29,5833;0;0,591666667;0,02;8;30;8;;;;;;;;
29,5833;0;0,591666667;0,02;8;40;8;;;;;;;;
29,5833;0;0,591666667;0,02;8;50;8;;;;;;;;
29,5833;0;0,591666667;0,02;8;60;8;;;;;;;;
29,7222;0;0,594444444;0,015;6;20;4;;;;;;;;
29,7222;0;0,594444444;0,015;6;30;4;;;;;;;;
29,7222;0;0,594444444;0,015;6;40;4;;;;;;;;
29,7222;0;0,594444444;0,015;6;50;4;;;;;;;;
29,7222;0;0,594444444;0,015;6;60;4;;;;;;;;
29,8611;0;0,597222222;0,02;10;10;10;;;;;;;;
29,8611;0;0,597222222;0,02;8;20;8;;;;;;;;
29,8611;0;0,597222222;0,025;10;20;8;;;;;;;;
30;0;0,6;0,025;10;40;10;;;;;;;;
30;0;0,6;0,025;10;50;10;;;;;;;;
30;0;0,6;0,025;10;60;10;;;;;;;;
30,1389;0;0,602777778;0,015;6;20;6;;;;;;;;
30,1389;0;0,602777778;0,015;6;30;6;;;;;;;;
30,1389;0;0,602777778;0,015;6;40;6;;;;;;;;
30,1389;0;0,602777778;0,015;6;50;6;;;;;;;;
30,1389;0;0,602777778;0,015;6;60;6;;;;;;;;
30,1389;0;0,602777778;0,02;8;10;4;;;;;;;;
30,1389;0;0,602777778;0,025;10;30;10;;;;;;;;
30,5556;0;0,611111111;0,02;8;10;6;;;;;;;;
30,5556;0;0,611111111;0,02;8;30;10;;;;;;;;
30,5556;0;0,611111111;0,02;8;40;10;;;;;;;;
30,5556;0;0,611111111;0,02;8;50;10;;;;;;;;
30,5556;0;0,611111111;0,02;8;60;10;;;;;;;;
30,6944;0;0,613888889;0,025;10;20;10;;;;;;;;
30,8333;0;0,616666667;0,015;6;10;4;;;;;;;;
30,8333;0;0,616666667;0,02;8;10;8;;;;;;;;
