EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR;;;;;;;;
21,6667;0;0,433333333;0,012;10;60;4;;;;;;;;
21,8056;0;0,436111111;0,012;10;40;4;;;;;;;;
21,8056;0;0,436111111;0,012;10;50;4;;EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR
22,0833;0;0,441666667;0,012;10;30;4;;21,6667;0;0,433333333;0,012;10;60;4
22,3611;0;0,447222222;0,012;10;60;6;;;;;;;;
22,5;0;0,45;0,012;10;40;6;;;;;;;;
22,5;0;0,45;0,012;10;50;6;;;;;;;;
22,6389;0;0,452777778;0,012;10;20;4;;Matches;total;345600;;;;
22,7778;0;0,455555556;0,012;10;30;6;;1751;;;;;;
23,1944;0;0,463888889;0,012;10;20;6;;;;;;;;
23,3333;0;0,466666667;0,008;8;30;6;;0,005066551;;;;;;
23,3333;0;0,466666667;0,008;8;40;6;;;;;;;;
23,4722;0;0,469444444;0,012;10;40;8;;;;;;;;
23,4722;0;0,469444444;0,012;10;50;8;;;;;;;;
23,4722;0;0,469444444;0,012;10;60;8;;;;;;;;
23,75;0;0,475;0,012;10;30;8;;;;;;;;
23,8889;0;0,477777778;0,008;8;20;6;;;;;;;;
24,0278;0;0,480555556;0,016;10;30;4;;;;;;;;
24,0278;0;0,480555556;0,016;10;40;4;;;;;;;;
24,0278;0;0,480555556;0,016;10;50;4;;;;;;;;
24,0278;0;0,480555556;0,016;10;60;4;;;;;;;;
24,1667;0;0,483333333;0,012;10;20;8;;;;;;;;
24,3056;0;0,486111111;0,012;8;60;4;;;;;;;;
24,4444;0;0,488888889;0,012;8;40;4;;;;;;;;
24,4444;0;0,488888889;0,012;10;40;10;;;;;;;;
24,4444;0;0,488888889;0,012;8;50;4;;;;;;;;
24,4444;0;0,488888889;0,012;10;50;10;;;;;;;;
24,4444;0;0,488888889;0,012;10;60;10;;;;;;;;
24,4444;0;0,488888889;0,016;10;20;4;;;;;;;;
24,4444;0;0,488888889;0,016;10;30;6;;;;;;;;
24,4444;0;0,488888889;0,016;10;40;6;;;;;;;;
24,4444;0;0,488888889;0,016;10;50;6;;;;;;;;
24,4444;0;0,488888889;0,016;10;60;6;;;;;;;;
24,5833;0;0,491666667;0,008;8;30;8;;;;;;;;
24,5833;0;0,491666667;0,008;8;40;8;;;;;;;;
24,7222;0;0,494444444;0,012;8;30;4;;;;;;;;
24,7222;0;0,494444444;0,012;10;30;10;;;;;;;;
24,8611;0;0,497222222;0,016;10;20;6;;;;;;;;
25;0;0,5;0,012;8;60;6;;;;;;;;
25,1389;0;0,502777778;0,008;8;20;8;;;;;;;;
25,1389;0;0,502777778;0,012;10;20;10;;;;;;;;
25,1389;0;0,502777778;0,012;8;40;6;;;;;;;;
25,1389;0;0,502777778;0,012;8;50;6;;;;;;;;
25,2778;0;0,505555556;0,016;10;30;8;;;;;;;;
25,2778;0;0,505555556;0,016;10;40;8;;;;;;;;
25,2778;0;0,505555556;0,016;10;50;8;;;;;;;;
25,2778;0;0,505555556;0,016;10;60;8;;;;;;;;
25,4167;0;0,508333333;0,008;8;30;10;;;;;;;;
25,4167;0;0,508333333;0,008;8;40;10;;;;;;;;
25,4167;0;0,508333333;0,012;8;30;6;;;;;;;;
25,6944;0;0,513888889;0,016;10;20;8;;;;;;;;
25,9722;0;0,519444444;0,008;8;10;4;;;;;;;;
25,9722;0;0,519444444;0,008;8;20;10;;;;;;;;
25,9722;0;0,519444444;0,012;8;20;4;;;;;;;;
26,1111;0;0,522222222;0,012;8;40;8;;;;;;;;
26,1111;0;0,522222222;0,012;8;50;8;;;;;;;;
26,1111;0;0,522222222;0,012;8;60;8;;;;;;;;
26,1111;0;0,522222222;0,016;10;30;10;;;;;;;;
26,1111;0;0,522222222;0,016;10;40;10;;;;;;;;
26,1111;0;0,522222222;0,016;10;50;10;;;;;;;;
