EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;
35,5556;0;0,711111111;0,4;6;10;;;;;;;
35,5556;0;0,711111111;0,6;12;20;;;;;;;
35,6944;0;0,713888889;0,6;8;30;;;;;;;
35,6944;0;0,713888889;0,6;8;40;;;;;;;
35,8333;0;0,716666667;0,5;4;60;;;;;;;
35,9722;0;0,719444444;0,5;4;50;;;;;;;
35,9722;0;0,719444444;0,6;10;20;;;;;;;
35,9722;0;0,719444444;0,6;6;50;;;;;;;
35,9722;0;0,719444444;0,6;6;60;;;;;;;
36,25;0;0,725;0,5;4;40;;;;;;;
36,3889;0;0,727777778;0,5;4;30;;;;;;;
36,3889;0;0,727777778;0,6;6;40;;;;;;;
36,5278;0;0,730555556;0,6;8;20;;;;;;;
36,6667;0;0,733333333;0,4;4;10;;;;;;;
36,9444;0;0,738888889;0,5;4;20;;;;;;;
36,9444;0;0,738888889;0,6;6;30;;;;;;;
37,2222;0;0,744444444;0,5;12;10;;;;;;;
37,3611;0;0,747222222;0,5;10;10;;;;;;;
37,3611;0;0,747222222;0,6;6;20;;;;;;;
37,5;0;0,75;0,5;8;10;;;;;;;
37,5;0;0,75;0,6;4;40;;;;;;;
37,5;0;0,75;0,6;4;50;;;;;;;
37,5;0;0,75;0,6;4;60;;;;;;;
37,6389;0;0,752777778;0,6;4;30;;;;;;;
37,9167;0;0,758333333;0,5;6;10;;;;;;;
38,1944;0;0,763888889;0,6;4;20;;;;;;;
38,3333;0;0,766666667;0,6;12;10;;;;;;;
38,4722;0;0,769444444;0,5;4;10;;;;;;;
38,6111;0;0,772222222;0,6;8;10;;;;;;;
38,6111;0;0,772222222;0,6;10;10;;;;;;;
38,75;0;0,775;0,6;6;10;;;;;;;
38,8889;0;0,777777778;0,6;4;10;;;;;;;
27,2222;0,002777778;0,541666667;0,3;6;20;;;;;;;
28,6111;0,002777778;0,569444444;0,4;8;30;;;;;;;
28,75;0,002777778;0,572222222;0,4;10;20;;;;;;;
28,8889;0,002777778;0,575;0,3;4;30;;;;;;;
29,4444;0,002777778;0,586111111;0,3;12;10;;;;;;;
29,8611;0,002777778;0,594444444;0,4;6;30;;;;;;;
33,0556;0,002777778;0,658333333;0,6;12;50;;;;;;;
33,8889;0,002777778;0,675;0,6;10;60;;;;;;;
28,4722;0,005555556;0,563888889;0,4;12;20;;;;;;;
29,0278;0,005555556;0,575;0,2;4;10;;;;;;;
30,9722;0,005555556;0,613888889;0,5;10;40;;;;;;;
34,0278;0,005555556;0,675;0,6;10;50;;;;;;;
27,3611;0,008333333;0,538888889;0,2;6;10;;;;;;;
29,5833;0,008333333;0,583333333;0,5;12;50;;;;;;;
30,6944;0,008333333;0,605555556;0,5;12;40;;;;;;;
33,0556;0,008333333;0,652777778;0,6;12;60;;;;;;;
25,8333;0,011111111;0,505555556;0,2;8;10;;;;;;;
28,6111;0,011111111;0,561111111;0,4;8;40;;;;;;;
26,5278;0,013888889;0,516666667;0,3;8;20;;;;;;;
30,4167;0,013888889;0,594444444;0,5;10;50;;;;;;;
30,5556;0,013888889;0,597222222;0,4;6;40;;;;;;;
29,7222;0,016666667;0,577777778;0,4;6;50;;;;;;;
30,2778;0,016666667;0,588888889;0,5;10;60;;;;;;;
28,1944;0,019444444;0,544444444;0,4;10;30;;;;;;;
28,4722;0,022222222;0,547222222;0,4;8;50;;;;;;;
29,7222;0,022222222;0,572222222;0,4;6;60;;;;;;;
26,25;0,025;0,5;0,2;10;10;;;;;;;
29,1667;0,025;0,558333333;0,3;4;40;;;;;;;
26,1111;0,027777778;0,494444444;0,3;10;20;;;;;;;
26,6667;0,027777778;0,505555556;0,2;4;20;;;;;;;
30,4167;0,027777778;0,580555556;0,5;12;60;;;;;;;
27,9167;0,030555556;0,527777778;0,3;6;30;;;;;;;
28,4722;0,030555556;0,538888889;0,4;12;30;;;;;;;
25,9722;0,036111111;0,483333333;0,2;12;10;;;;;;;
28,0556;0,038888889;0,522222222;0,4;10;40;;;;;;;
29,7222;0,038888889;0,555555556;0,3;4;50;;;;;;;
28,75;0,041666667;0,533333333;0,4;8;60;;;;;;;
26,1111;0,047222222;0,475;0,3;12;20;;;;;;;
30;0,052777778;0,547222222;0,3;4;60;;;;;;;
28,6111;0,055555556;0,516666667;0,4;12;40;;;;;;;
26,9444;0,063888889;0,475;0,3;8;30;;;;;;;
25,4167;0,069444444;0,438888889;0,2;6;20;;;;;;;
29,0278;0,077777778;0,502777778;0,4;10;50;;;;;;;
29,1667;0,077777778;0,505555556;0,3;6;40;;;;;;;
27,5;0,086111111;0,463888889;0,2;4;30;;;;;;;
29,1667;0,094444444;0,488888889;0,3;6;50;;;;;;;
29,5833;0,102777778;0,488888889;0,4;12;50;;;;;;;
29,3056;0,105555556;0,480555556;0,4;10;60;;;;;;;
29,1667;0,122222222;0,461111111;0,3;10;30;;;;;;;
30,1389;0,125;0,477777778;0,3;6;60;;;;;;;
26,6667;0,130555556;0,402777778;0,2;8;20;;;;;;;
29,0278;0,133333333;0,447222222;0,2;4;40;;;;;;;
30,2778;0,133333333;0,472222222;0,4;12;60;;;;;;;
28,8889;0,141666667;0,436111111;0,1;4;10;;;;;;;
30,1389;0,141666667;0,461111111;0,3;8;40;;;;;;;
28,4722;0,147222222;0,422222222;0,3;12;30;;;;;;;
30;0,161111111;0,438888889;0,3;8;50;;;;;;;
28,8889;0,175;0,402777778;0,2;6;30;;;;;;;
30,2778;0,177777778;0,427777778;0,2;4;50;;;;;;;
30,4167;0,183333333;0,425;0,3;10;40;;;;;;;
28,75;0,197222222;0,377777778;0,2;10;20;;;;;;;
31,6667;0,197222222;0,436111111;0,3;8;60;;;;;;;
31,1111;0,208333333;0,413888889;0,2;4;60;;;;;;;
29,7222;0,213888889;0,380555556;0,1;6;10;;;;;;;
30,8333;0,216666667;0,4;0,3;12;40;;;;;;;
29,0278;0,227777778;0,352777778;0,2;12;20;;;;;;;
31,6667;0,236111111;0,397222222;0,3;10;50;;;;;;;
31,6667;0,261111111;0,372222222;0,3;10;60;;;;;;;
31,25;0,266666667;0,358333333;0,2;8;30;;;;;;;
31,6667;0,269444444;0,363888889;0,2;6;40;;;;;;;
32,2222;0,272222222;0,372222222;0,3;12;50;;;;;;;
31,3889;0,286111111;0,341666667;0,1;8;10;;;;;;;
32,7778;0,311111111;0,344444444;0,2;6;50;;;;;;;
32,3611;0,325;0,322222222;0,2;10;30;;;;;;;
32,0833;0,327777778;0,313888889;0,1;10;10;;;;;;;
33,75;0,333333333;0,341666667;0,3;12;60;;;;;;;
31,5278;0,347222222;0,283333333;0,1;12;10;;;;;;;
33,4722;0,366666667;0,302777778;0,2;6;60;;;;;;;
35,1389;0,375;0,327777778;0,2;8;40;;;;;;;
33,3333;0,386111111;0,280555556;0,2;12;30;;;;;;;
34,8611;0,394444444;0,302777778;0,1;4;20;;;;;;;
34,5833;0,4;0,291666667;0,2;8;50;;;;;;;
35,9722;0,430555556;0,288888889;0,2;10;40;;;;;;;
36,1111;0,455555556;0,266666667;0,2;8;60;;;;;;;
36,8056;0,480555556;0,255555556;0,2;10;50;;;;;;;
37,2222;0,483333333;0,261111111;0,1;6;20;;;;;;;
37,3611;0,497222222;0,25;0,2;12;40;;;;;;;
37,3611;0,511111111;0,236111111;0,1;4;30;;;;;;;
38,1944;0,544444444;0,219444444;0,2;10;60;;;;;;;
39,3056;0,563888889;0,222222222;0,2;12;50;;;;;;;
40,4167;0,586111111;0,222222222;0,1;8;20;;;;;;;
40;0,608333333;0,191666667;0,2;12;60;;;;;;;
40,6944;0,625;0,188888889;0,1;4;40;;;;;;;
40,2778;0,630555556;0,175;0,1;10;20;;;;;;;
41,9444;0,644444444;0,194444444;0,1;6;30;;;;;;;
40,5556;0,658333333;0,152777778;0,1;12;20;;;;;;;
41,9444;0,677777778;0,161111111;0,1;4;50;;;;;;;
42,2222;0,694444444;0,15;0,1;8;30;;;;;;;
42,5;0,711111111;0,138888889;0,1;4;60;;;;;;;
43,3333;0,75;0,116666667;0,1;10;30;;;;;;;
45,8333;0,766666667;0,15;0,1;6;40;;;;;;;
45,8333;0,794444444;0,122222222;0,1;6;50;;;;;;;
45,9722;0,797222222;0,122222222;0,1;8;40;;;;;;;
45,4167;0,802777778;0,105555556;0,1;12;30;;;;;;;
46,1111;0,833333333;0,088888889;0,1;10;40;;;;;;;
46,8056;0,836111111;0,1;0,1;6;60;;;;;;;
46,9444;0,855555556;0,083333333;0,1;8;50;;;;;;;
47,7778;0,880555556;0,075;0,1;8;60;;;;;;;
48,1944;0,883333333;0,080555556;0,1;12;40;;;;;;;
48,0556;0,888888889;0,072222222;0,1;10;50;;;;;;;
48,75;0,913888889;0,061111111;0,1;12;50;;;;;;;
48,8889;0,919444444;0,058333333;0,1;10;60;;;;;;;
49,8611;0,941666667;0,055555556;0,1;12;60;;;;;;;
Matches;total;129600;;;;;;;;;;
1578;;;;;;;;;;;;
