EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;
29,5833;0;0,591666667;0,3;10;10;;;;;;;
29,7222;0;0,594444444;0,3;4;20;;;;;;;
29,8611;0;0,597222222;0,4;8;20;;EER;FMR;FNMR;THR;GDTHR;GAngTHR
30,2778;0;0,605555556;0,3;8;10;;29,5833;0;0,591666667;0,3;10;10
30,8333;0;0,616666667;0,5;12;30;;;;;;;
30,9722;0;0,619444444;0,3;6;10;;Matches;total;129600;;;
31,25;0;0,625;0,5;8;60;;1578;;;;;
31,5278;0;0,630555556;0,5;8;50;;;;;;;
31,6667;0;0,633333333;0,4;6;20;;;0,012175926;;;;
31,8056;0;0,636111111;0,4;4;60;;;;;;;
31,8056;0;0,636111111;0,5;10;30;;;;;;;
31,8056;0;0,636111111;0,5;8;40;;;;;;;
32,2222;0;0,644444444;0,4;4;50;;;;;;;
32,5;0;0,65;0,5;8;30;;;;;;;
32,6389;0;0,652777778;0,4;4;40;;;;;;;
32,6389;0;0,652777778;0,5;6;60;;;;;;;
32,9167;0;0,658333333;0,5;12;20;;;;;;;
32,9167;0;0,658333333;0,5;6;50;;;;;;;
33,0556;0;0,661111111;0,3;4;10;;;;;;;
33,1944;0;0,663888889;0,5;10;20;;;;;;;
33,3333;0;0,666666667;0,4;4;30;;;;;;;
33,3333;0;0,666666667;0,5;6;40;;;;;;;
33,4722;0;0,669444444;0,5;8;20;;;;;;;
33,4722;0;0,669444444;0,6;12;40;;;;;;;
33,75;0;0,675;0,4;4;20;;;;;;;
34,0278;0;0,680555556;0,4;12;10;;;;;;;
34,1667;0;0,683333333;0,4;10;10;;;;;;;
34,3056;0;0,686111111;0,5;6;30;;;;;;;
34,3056;0;0,686111111;0,6;10;40;;;;;;;
34,4444;0;0,688888889;0,6;12;30;;;;;;;
35;0;0,7;0,4;8;10;;;;;;;
35;0;0,7;0,6;8;60;;;;;;;
35,1389;0;0,702777778;0,6;10;30;;;;;;;
35,2778;0;0,705555556;0,6;8;50;;;;;;;
35,4167;0;0,708333333;0,5;6;20;;;;;;;
