EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;;;
27,0833;0,438888889;0,102777778;10;6;40;;;;;;;;;
27,6389;0,438888889;0,113888889;10;4;50;;;;;;;;;
27,0833;0,447222222;0,094444444;10;10;30;;;;;;;;;
27,6389;0,463888889;0,088888889;20;8;60;;;;;;;;;
31,9444;0,538888889;0,1;10;4;60;;;;;;;;;
31,9444;0,558333333;0,080555556;10;8;40;;;;;;;;;
31,9444;0,563888889;0,075;20;10;60;;;;;;;;;
33,6111;0,591666667;0,080555556;10;6;50;;;;;;;;;
34,8611;0,625;0,072222222;10;10;40;;;;;;;;;
37,5;0,686111111;0,063888889;10;8;50;;;;;;;;;
38,6111;0,716666667;0,055555556;10;6;60;;;;;;;;;
40,5556;0,758333333;0,052777778;10;10;50;;;;;;;;;
42,2222;0,797222222;0,047222222;10;8;60;;;;;;;;;
43,8889;0,844444444;0,033333333;10;10;60;;;;;;;;;
20,5556;0,0055B2:B88B2:N8455556;0,405555556;10;4;10;;;;;;;;;
Matches;total;103680;;;;;;;;;;;;
