EER;FMR;FNMR;THR;GDTHR;GAngTHR;LDTHR;beta;alfa;;;;;;;;;;;
33,8889;0;0,677777778;30;10;10;0,2;60;8;;;;;;;;;;;
34,0278;0;0,680555556;20;4;10;0,4;30;16;;;;;;;;;;;
34,3056;0;0,686111111;30;10;10;0,2;30;8;;;;;;;;;;;
34,7222;0;0,694444444;20;4;40;0,4;60;8;;;;;;;;;;;
34,8611;0;0,697222222;20;4;10;0,4;60;12;;;;;;;;;;;
35;0;0,7;20;4;10;0,2;30;16;;;;;;;;;;;
35;0;0,7;20;4;10;0,2;60;16;;;;;;;;;;;
35,1389;0;0,702777778;20;4;10;0,4;30;12;;;;;;;;;;;
35,1389;0;0,702777778;20;4;40;0,4;30;8;;;;;;;;;;;
35,4167;0;0,708333333;20;4;10;0,2;30;12;;;;;;;;;;;
35,4167;0;0,708333333;20;4;10;0,2;60;12;;;;;;;;;;;
35,6944;0;0,713888889;20;4;10;0,4;60;8;;;;;;;;;;;
35,8333;0;0,716666667;20;4;40;0,2;60;8;;;;;;;;;;;
35,9722;0;0,719444444;20;4;40;0,2;30;8;;;;;;;;;;;
36,1111;0;0,722222222;20;4;10;0,4;30;8;;;;;;;;;;;
36,25;0;0,725;30;4;40;0,4;30;16;;;;;;;;;;;
36,25;0;0,725;30;4;40;0,4;60;16;;;;;;;;;;;
36,3889;0;0,727777778;20;4;10;0,2;60;8;;;;;;;;;;;
36,5278;0;0,730555556;20;4;10;0,2;30;8;;;;;;;;;;;
36,5278;0;0,730555556;30;4;40;0,2;30;16;;;;;;;;;;;
36,5278;0;0,730555556;30;4;40;0,2;60;16;;;;;;;;;;;
36,9444;0;0,738888889;30;4;40;0,4;60;12;;;;;;;;;;;
37,0833;0;0,741666667;30;4;40;0,4;30;12;;;;;;;;;;;
37,2222;0;0,744444444;30;4;40;0,2;30;12;;;;;;;;;;;
37,2222;0;0,744444444;30;4;40;0,2;60;12;;;;;;;;;;;
37,6389;0;0,752777778;30;4;40;0,4;30;8;;;;;;;;;;;
37,6389;0;0,752777778;30;4;40;0,4;60;8;;;;;;;;;;;
37,7778;0;0,755555556;30;4;10;0,2;30;16;;;;;;;;;;;
37,7778;0;0,755555556;30;4;10;0,2;60;16;;;;;;;;;;;
37,7778;0;0,755555556;30;4;10;0,4;30;16;;;;;;;;;;;
37,7778;0;0,755555556;30;4;10;0,4;60;16;;;;;;;;;;;
37,7778;0;0,755555556;30;4;40;0,2;30;8;;;;;;;;;;;
37,7778;0;0,755555556;30;4;40;0,2;60;8;;;;;;;;;;;
38,0556;0;0,761111111;30;4;10;0,2;30;12;;;;;;;;;;;
38,0556;0;0,761111111;30;4;10;0,2;60;12;;;;;;;;;;;
38,0556;0;0,761111111;30;4;10;0,4;30;12;;;;;;;;;;;
38,0556;0;0,761111111;30;4;10;0,4;60;12;;;;;;;;;;;
38,3333;0;0,766666667;30;4;10;0,4;60;8;;;;;;;;;;;
38,4722;0;0,769444444;30;4;10;0,2;30;8;;;;;;;;;;;
38,4722;0;0,769444444;30;4;10;0,2;60;8;;;;;;;;;;;
38,4722;0;0,769444444;30;4;10;0,4;30;8;;;;;;;;;;;
21,8056;0,002777778;0,433333333;30;10;40;0,4;30;16;;;;;;;;;;;
24,1667;0,002777778;0,480555556;30;10;40;0,4;30;12;;;;;;;;;;;
25,4167;0,002777778;0,505555556;20;10;10;0,4;60;8;;;;;;;;;;;
27,6389;0,002777778;0,55;10;4;10;0,4;60;12;;;;;;;;;;;
28,0556;0,002777778;0,558333333;10;4;10;0,4;30;12;;;;;;;;;;;
28,0556;0,002777778;0,558333333;30;10;40;0,4;30;8;;;;;;;;;;;
29,3056;0,002777778;0,583333333;10;4;10;0,2;60;12;;;;;;;;;;;
29,4444;0,002777778;0,586111111;10;4;10;0,2;30;12;;;;;;;;;;;
29,7222;0,002777778;0,591666667;30;10;40;0,2;60;8;;;;;;;;;;;
20,4167;0,005555556;0,402777778;30;10;40;0,4;60;16;;;;;;;;;;;
20,5556;0,005555556;0,405555556;20;10;10;0,4;60;16;;;;;;;;;;;
22,2222;0,005555556;0,438888889;20;10;10;0,4;60;12;;;;;;;;;;;
22,7778;0,005555556;0,45;30;10;40;0,4;60;12;;;;;;;;;;;
25,4167;0,005555556;0,502777778;20;10;40;0,2;30;8;;;;;;;;;;;
25,9722;0,005555556;0,513888889;10;4;10;0,4;60;16;;;;;;;;;;;
26,5278;0,005555556;0,525;10;4;10;0,4;30;16;;;;;;;;;;;
26,6667;0,005555556;0,527777778;30;10;40;0,4;60;8;;;;;;;;;;;
27,6389;0,005555556;0,547222222;10;4;10;0,2;60;16;;;;;;;;;;;
27,7778;0,005555556;0,55;10;4;10;0,2;30;16;;;;;;;;;;;
30;0,005555556;0,594444444;10;4;40;0,2;60;8;;;;;;;;;;;
30,5556;0,005555556;0,605555556;10;4;40;0,2;30;8;;;;;;;;;;;
20,2778;0,011111111;0,394444444;20;10;40;0,2;30;12;;;;;;;;;;;
27,2222;0,011111111;0,533333333;10;4;40;0,2;60;12;;;;;;;;;;;
27,5;0,011111111;0,538888889;10;4;40;0,2;30;12;;;;;;;;;;;
27,6389;0,013888889;0,538888889;10;4;40;0,4;60;8;;;;;;;;;;;
28,75;0,013888889;0,561111111;10;4;40;0,4;30;8;;;;;;;;;;;
17,5;0,016666667;0,333333333;20;10;40;0,2;30;16;;;;;;;;;;;
24,7222;0,019444444;0,475;10;4;40;0,4;60;12;;;;;;;;;;;
25,1389;0,019444444;0,483333333;10;4;40;0,4;30;12;;;;;;;;;;;
26,25;0,019444444;0,505555556;10;4;40;0,2;30;16;;;;;;;;;;;
23,6111;0,022222222;0,45;20;10;40;0,2;60;8;;;;;;;;;;;
26,1111;0,022222222;0,5;10;4;40;0,2;60;16;;;;;;;;;;;
18,4722;0,033333333;0,336111111;20;10;40;0,2;60;12;;;;;;;;;;;
20,5556;0,036111111;0,375;20;10;40;0,4;30;8;;;;;;;;;;;
24,3056;0,038888889;0,447222222;10;4;40;0,4;30;16;;;;;;;;;;;
23,6111;0,041666667;0,430555556;10;4;40;0,4;60;16;;;;;;;;;;;
16,1111;0,047222222;0,275;20;10;40;0,2;60;16;;;;;;;;;;;
27,3611;0,052777778;0,494444444;10;10;10;0,2;30;8;;;;;;;;;;;
16,25;0,061111111;0,263888889;20;10;40;0,4;30;12;;;;;;;;;;;
18,0556;0,066666667;0,294444444;20;10;40;0,4;60;8;;;;;;;;;;;
15,1389;0,083333333;0,219444444;20;10;40;0,4;30;16;;;;;;;;;;;
25,8333;0,083333333;0,433333333;10;10;10;0,2;60;8;;;;;;;;;;;
23,75;0,088888889;0,386111111;10;10;10;0,2;30;12;;;;;;;;;;;
22,5;0,108333333;0,341666667;10;10;10;0,2;30;16;;;;;;;;;;;
16,1111;0,122222222;0,2;20;10;40;0,4;60;12;;;;;;;;;;;
22,6389;0,141666667;0,311111111;10;10;10;0,2;60;12;;;;;;;;;;;
16,1111;0,158333333;0,163888889;20;10;40;0,4;60;16;;;;;;;;;;;
25,1389;0,166666667;0,336111111;10;10;10;0,4;30;8;;;;;;;;;;;
22,0833;0,177777778;0,263888889;10;10;10;0,2;60;16;;;;;;;;;;;
28,1944;0,213888889;0,35;10;10;40;0,2;30;8;;;;;;;;;;;
25,5556;0,255555556;0,255555556;10;10;10;0,4;60;8;;;;;;;;;;;
25,2778;0,269444444;0,236111111;10;10;10;0,4;30;12;;;;;;;;;;;
25,9722;0,327777778;0,191666667;10;10;10;0,4;30;16;;;;;;;;;;;
30,6944;0,352777778;0,261111111;10;10;40;0,2;60;8;;;;;;;;;;;
29,5833;0,363888889;0,227777778;10;10;40;0,2;30;12;;;;;;;;;;;
26,6667;0,377777778;0,155555556;10;10;10;0,4;60;12;;;;;;;;;;;
27,2222;0,419444444;0,125;10;10;10;0,4;60;16;;;;;;;;;;;
31,3889;0,466666667;0,161111111;10;10;40;0,2;30;16;;;;;;;;;;;
33,8889;0,505555556;0,172222222;10;10;40;0,4;30;8;;;;;;;;;;;
33,75;0,55;0,125;10;10;40;0,2;60;12;;;;;;;;;;;
37,0833;0,661111111;0,080555556;10;10;40;0,4;30;12;;;;;;;;;;;
37,2222;0,666666667;0,077777778;10;10;40;0,2;60;16;;;;;;;;;;;
37,3611;0,672222222;0,075;10;10;40;0,4;60;8;;;;;;;;;;;
40,1389;0,761111111;0,041666667;10;10;40;0,4;30;16;;;;;;;;;;;
42,0833;0,816666667;0,025;10;10;40;0,4;60;12;;;;;;;;;;;
44,7222;0,886111111;0,008333333;10;10;40;0,4;60;16;;;;;;;;;;;
Matches;total;103680;;;;;;;;;;;;;;;;;
8370;;;;;;;;;;;;;;;;;;;
