EER;FMR;FNMR;THR;GDTHR;GAngTHR;LDTHR;beta;alfa;;;;;;;;;;;
21,1111;0;0,422222222;20;10;10;0,4;30;16;;;;;;;;;;;
22,9167;0;0,458333333;20;10;10;0,4;30;12;;;;;;;;;;;
23,75;0;0,475;20;10;10;0,2;60;16;;;EER;FMR;FNMR;THR;GDTHR;GAngTHR;LDTHR;beta;alfa
23,8889;0;0,477777778;30;10;40;0,2;60;16;;FMR = 0;21,1111;0;0,422222222;20;10;10;0,4;30;16
24,5833;0;0,491666667;20;10;10;0,2;30;16;;FMR > 0;21,8056;0,002777778;0,433333333;30;10;40;0,4;30;16
25,2778;0;0,505555556;30;10;40;0,2;30;16;;;;;;;;;;;
25,6944;0;0,513888889;20;10;10;0,2;60;12;;Matches;total;103680;;;;;;;
26,3889;0;0,527777778;30;10;40;0,2;60;12;;8370;;;;;;;;;
26,6667;0;0,533333333;20;10;10;0,2;30;12;;;;;;;;;;;
26,6667;0;0,533333333;20;10;10;0,4;30;8;;average match;0,080729167;;;;;;;;
27,6389;0;0,552777778;30;10;40;0,2;30;12;;;;;;;;;;;
28,75;0;0,575;20;10;10;0,2;60;8;;;;;;;;;;;
29,5833;0;0,591666667;10;4;10;0,4;60;8;;;;;;;;;;;
29,5833;0;0,591666667;20;10;10;0,2;30;8;;;;;;;;;;;
29,7222;0;0,594444444;30;10;10;0,4;60;16;;;;;;;;;;;
30;0;0,6;30;10;10;0,4;30;16;;;;;;;;;;;
30,4167;0;0,608333333;30;10;10;0,4;30;12;;;;;;;;;;;
30,4167;0;0,608333333;30;10;10;0,4;60;12;;;;;;;;;;;
30,4167;0;0,608333333;30;10;40;0,2;30;8;;;;;;;;;;;
30,5556;0;0,611111111;10;4;10;0,4;30;8;;;;;;;;;;;
30,6944;0;0,613888889;30;10;10;0,2;60;16;;;;;;;;;;;
31,1111;0;0,622222222;30;10;10;0,2;30;16;;;;;;;;;;;
31,3889;0;0,627777778;10;4;10;0,2;60;8;;;;;;;;;;;
31,6667;0;0,633333333;20;4;40;0,4;60;16;;;;;;;;;;;
31,8056;0;0,636111111;10;4;10;0,2;30;8;;;;;;;;;;;
31,8056;0;0,636111111;30;10;10;0,2;60;12;;;;;;;;;;;
32,0833;0;0,641666667;20;4;40;0,4;30;16;;;;;;;;;;;
32,0833;0;0,641666667;30;10;10;0,2;30;12;;;;;;;;;;;
32,5;0;0,65;20;4;40;0,2;60;16;;;;;;;;;;;
32,5;0;0,65;30;10;10;0,4;60;8;;;;;;;;;;;
32,6389;0;0,652777778;20;4;40;0,2;30;16;;;;;;;;;;;
32,9167;0;0,658333333;30;10;10;0,4;30;8;;;;;;;;;;;
33,0556;0;0,661111111;20;4;40;0,4;60;12;;;;;;;;;;;
33,4722;0;0,669444444;20;4;40;0,4;30;12;;;;;;;;;;;
33,75;0;0,675;20;4;10;0,4;60;16;;;;;;;;;;;
33,8889;0;0,677777778;20;4;40;0,2;30;12;;;;;;;;;;;
33,8889;0;0,677777778;20;4;40;0,2;60;12;;;;;;;;;;;
