EER;FMR;FNMR;THR;GDTHR;GAngTHR;LDTHR;LAngTHR;MtiaCount;;;;;;;;;;;;
35,1389;0;0,702777778;0,02;8;10;8;50;12;;;;;;;;;;;;
35,1389;0;0,702777778;0,02;4;30;4;50;8;;;;;;;;;;;;
35,1389;0;0,702777778;0,03;4;10;8;50;8;;;;;;;;;;;;
35,1389;0;0,702777778;0,03;4;10;12;50;8;;;;;;;;;;;;
35,1389;0;0,702777778;0,03;8;10;4;10;4;;;;;;;;;;;;
35,1389;0;0,702777778;0,03;8;10;8;50;12;;;;;;;;;;;;
35,1389;0;0,702777778;0,03;12;10;4;10;4;;;;;;;;;;;;
35,1389;0;0,702777778;0,03;4;30;4;50;8;;;;;;;;;;;;
35,1389;0;0,702777778;0,03;4;30;8;10;4;;;;;;;;;;;;
35,1389;0;0,702777778;0,03;8;30;4;10;4;;;;;;;;;;;;
35,1389;0;0,702777778;0,03;12;30;4;10;4;;;;;;;;;;;;
35,1389;0;0,702777778;0,03;4;50;8;10;4;;;;;;;;;;;;
35,1389;0;0,702777778;0,03;8;50;4;10;4;;;;;;;;;;;;
35,1389;0;0,702777778;0,03;12;50;4;10;4;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;10;8;50;8;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;8;10;8;50;12;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;30;4;50;8;;;;;;;;;;;;
35,2778;0;0,705555556;0,02;8;10;12;30;12;;;;;;;;;;;;
35,2778;0;0,705555556;0,02;4;30;4;10;4;;;;;;;;;;;;
35,2778;0;0,705555556;0,02;4;50;4;10;4;;;;;;;;;;;;
35,2778;0;0,705555556;0,03;4;10;8;10;4;;;;;;;;;;;;
35,2778;0;0,705555556;0,03;8;10;12;30;12;;;;;;;;;;;;
35,2778;0;0,705555556;0,04;4;10;12;50;8;;;;;;;;;;;;
35,2778;0;0,705555556;0,04;8;10;12;30;12;;;;;;;;;;;;
35,4167;0;0,708333333;0,02;4;10;4;10;4;;;;;;;;;;;;
35,4167;0;0,708333333;0,02;4;10;8;30;8;;;;;;;;;;;;
35,4167;0;0,708333333;0,02;4;10;12;30;8;;;;;;;;;;;;
35,4167;0;0,708333333;0,02;8;10;8;30;12;;;;;;;;;;;;
35,4167;0;0,708333333;0,02;4;30;4;30;8;;;;;;;;;;;;
35,4167;0;0,708333333;0,02;4;50;4;30;8;;;;;;;;;;;;
35,4167;0;0,708333333;0,03;4;10;8;30;8;;;;;;;;;;;;
35,4167;0;0,708333333;0,03;4;10;12;30;8;;;;;;;;;;;;
35,4167;0;0,708333333;0,03;8;10;8;30;12;;;;;;;;;;;;
35,4167;0;0,708333333;0,03;4;30;4;30;8;;;;;;;;;;;;
35,4167;0;0,708333333;0,03;4;50;4;30;8;;;;;;;;;;;;
35,4167;0;0,708333333;0,04;4;10;8;30;8;;;;;;;;;;;;
35,4167;0;0,708333333;0,04;8;10;8;30;12;;;;;;;;;;;;
35,4167;0;0,708333333;0,04;4;30;4;30;8;;;;;;;;;;;;
35,4167;0;0,708333333;0,04;4;30;12;10;4;;;;;;;;;;;;
35,4167;0;0,708333333;0,04;4;50;4;30;8;;;;;;;;;;;;
35,4167;0;0,708333333;0,04;4;50;12;10;4;;;;;;;;;;;;
35,5556;0;0,711111111;0,04;4;10;12;30;8;;;;;;;;;;;;
35,5556;0;0,711111111;0,04;8;10;4;10;4;;;;;;;;;;;;
35,5556;0;0,711111111;0,04;12;10;4;10;4;;;;;;;;;;;;
35,5556;0;0,711111111;0,04;8;30;4;10;4;;;;;;;;;;;;
35,5556;0;0,711111111;0,04;12;30;4;10;4;;;;;;;;;;;;
35,5556;0;0,711111111;0,04;8;50;4;10;4;;;;;;;;;;;;
35,5556;0;0,711111111;0,04;12;50;4;10;4;;;;;;;;;;;;
35,6944;0;0,713888889;0,04;4;10;12;10;4;;;;;;;;;;;;
35,6944;0;0,713888889;0,04;4;30;8;10;4;;;;;;;;;;;;
35,6944;0;0,713888889;0,04;4;50;8;10;4;;;;;;;;;;;;
35,9722;0;0,719444444;0,04;4;10;8;10;4;;;;;;;;;;;;
36,1111;0;0,722222222;0,03;4;10;4;10;4;;;;;;;;;;;;
36,1111;0;0,722222222;0,03;4;30;4;10;4;;;;;;;;;;;;
36,1111;0;0,722222222;0,03;4;50;4;10;4;;;;;;;;;;;;
36,5278;0;0,730555556;0,02;4;10;4;30;8;;;;;;;;;;;;
36,5278;0;0,730555556;0,02;4;10;4;50;8;;;;;;;;;;;;
36,5278;0;0,730555556;0,02;12;10;4;30;12;;;;;;;;;;;;
36,5278;0;0,730555556;0,02;12;10;4;50;12;;;;;;;;;;;;
36,5278;0;0,730555556;0,03;4;10;4;30;8;;;;;;;;;;;;
36,5278;0;0,730555556;0,03;4;10;4;50;8;;;;;;;;;;;;
36,5278;0;0,730555556;0,03;12;10;4;30;12;;;;;;;;;;;;
36,5278;0;0,730555556;0,03;12;10;4;50;12;;;;;;;;;;;;
36,5278;0;0,730555556;0,04;4;10;4;10;4;;;;;;;;;;;;
36,5278;0;0,730555556;0,04;4;10;4;30;8;;;;;;;;;;;;
36,5278;0;0,730555556;0,04;4;10;4;50;8;;;;;;;;;;;;
36,5278;0;0,730555556;0,04;12;10;4;30;12;;;;;;;;;;;;
36,5278;0;0,730555556;0,04;12;10;4;50;12;;;;;;;;;;;;
36,5278;0;0,730555556;0,04;4;30;4;10;4;;;;;;;;;;;;
36,5278;0;0,730555556;0,04;4;50;4;10;4;;;;;;;;;;;;
36,8056;0;0,736111111;0,02;8;10;4;30;12;;;;;;;;;;;;
36,8056;0;0,736111111;0,02;8;10;4;50;12;;;;;;;;;;;;
36,8056;0;0,736111111;0,02;12;10;12;10;8;;;;;;;;;;;;
36,8056;0;0,736111111;0,02;12;30;12;10;8;;;;;;;;;;;;
36,8056;0;0,736111111;0,02;12;50;12;10;8;;;;;;;;;;;;
36,8056;0;0,736111111;0,03;8;10;4;30;12;;;;;;;;;;;;
36,8056;0;0,736111111;0,03;8;10;4;50;12;;;;;;;;;;;;
36,8056;0;0,736111111;0,03;12;10;12;10;8;;;;;;;;;;;;
36,8056;0;0,736111111;0,03;12;30;12;10;8;;;;;;;;;;;;
36,8056;0;0,736111111;0,03;12;50;12;10;8;;;;;;;;;;;;
36,8056;0;0,736111111;0,04;8;10;4;30;12;;;;;;;;;;;;
36,8056;0;0,736111111;0,04;8;10;4;50;12;;;;;;;;;;;;
36,8056;0;0,736111111;0,04;12;10;12;10;8;;;;;;;;;;;;
36,8056;0;0,736111111;0,04;12;30;12;10;8;;;;;;;;;;;;
36,8056;0;0,736111111;0,04;12;50;12;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,02;8;10;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,02;8;10;12;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,02;12;10;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,02;8;30;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,02;8;30;12;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,02;12;30;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,02;8;50;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,02;8;50;12;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,02;12;50;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,03;8;10;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,03;8;10;12;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,03;12;10;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,03;8;30;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,03;8;30;12;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,03;12;30;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,03;8;50;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,03;8;50;12;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,03;12;50;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,04;8;10;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,04;8;10;12;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,04;12;10;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,04;8;30;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,04;8;30;12;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,04;12;30;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,04;8;50;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,04;8;50;12;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,04;12;50;8;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,02;8;10;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,02;12;10;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,02;4;30;8;30;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,02;4;30;8;50;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,02;4;30;12;30;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,02;4;30;12;50;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,02;8;30;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,02;12;30;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,02;4;50;8;30;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,02;4;50;8;50;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,02;4;50;12;30;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,02;4;50;12;50;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,02;8;50;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,02;12;50;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,03;8;10;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,03;12;10;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,03;4;30;8;30;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,03;4;30;8;50;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,03;4;30;12;30;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,03;4;30;12;50;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,03;8;30;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,03;12;30;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,03;4;50;8;30;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,03;4;50;8;50;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,03;4;50;12;30;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,03;4;50;12;50;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,03;8;50;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,03;12;50;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,04;8;10;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,04;12;10;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,04;4;30;8;30;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,04;4;30;8;50;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,04;4;30;12;30;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,04;4;30;12;50;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,04;8;30;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,04;12;30;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,04;4;50;8;30;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,04;4;50;8;50;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,04;4;50;12;30;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,04;4;50;12;50;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,04;8;50;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,04;12;50;4;10;8;;;;;;;;;;;;
38,0556;0;0,761111111;0,02;4;10;12;10;8;;;;;;;;;;;;
38,0556;0;0,761111111;0,02;4;30;4;30;12;;;;;;;;;;;;
38,0556;0;0,761111111;0,02;4;30;4;50;12;;;;;;;;;;;;
38,0556;0;0,761111111;0,02;4;30;12;10;8;;;;;;;;;;;;
38,0556;0;0,761111111;0,02;4;50;4;30;12;;;;;;;;;;;;
38,0556;0;0,761111111;0,02;4;50;4;50;12;;;;;;;;;;;;
38,0556;0;0,761111111;0,02;4;50;12;10;8;;;;;;;;;;;;
38,0556;0;0,761111111;0,03;4;10;12;10;8;;;;;;;;;;;;
38,0556;0;0,761111111;0,03;4;30;4;30;12;;;;;;;;;;;;
38,0556;0;0,761111111;0,03;4;30;4;50;12;;;;;;;;;;;;
38,0556;0;0,761111111;0,03;4;30;12;10;8;;;;;;;;;;;;
38,0556;0;0,761111111;0,03;4;50;4;30;12;;;;;;;;;;;;
38,0556;0;0,761111111;0,03;4;50;4;50;12;;;;;;;;;;;;
38,0556;0;0,761111111;0,03;4;50;12;10;8;;;;;;;;;;;;
38,0556;0;0,761111111;0,04;4;10;12;10;8;;;;;;;;;;;;
38,0556;0;0,761111111;0,04;4;30;4;30;12;;;;;;;;;;;;
38,0556;0;0,761111111;0,04;4;30;4;50;12;;;;;;;;;;;;
38,0556;0;0,761111111;0,04;4;30;12;10;8;;;;;;;;;;;;
38,0556;0;0,761111111;0,04;4;50;4;30;12;;;;;;;;;;;;
38,0556;0;0,761111111;0,04;4;50;4;50;12;;;;;;;;;;;;
38,0556;0;0,761111111;0,04;4;50;12;10;8;;;;;;;;;;;;
38,1944;0;0,763888889;0,02;4;10;8;10;8;;;;;;;;;;;;
38,1944;0;0,763888889;0,02;4;30;8;10;8;;;;;;;;;;;;
38,1944;0;0,763888889;0,02;4;50;8;10;8;;;;;;;;;;;;
38,1944;0;0,763888889;0,03;4;10;8;10;8;;;;;;;;;;;;
38,1944;0;0,763888889;0,03;4;30;8;10;8;;;;;;;;;;;;
38,1944;0;0,763888889;0,03;4;50;8;10;8;;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;10;8;10;8;;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;30;8;10;8;;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;50;8;10;8;;;;;;;;;;;;
38,3333;0;0,766666667;0,02;4;30;4;10;8;;;;;;;;;;;;
38,3333;0;0,766666667;0,02;4;50;4;10;8;;;;;;;;;;;;
38,3333;0;0,766666667;0,03;4;30;4;10;8;;;;;;;;;;;;
38,3333;0;0,766666667;0,03;4;50;4;10;8;;;;;;;;;;;;
38,3333;0;0,766666667;0,04;4;30;4;10;8;;;;;;;;;;;;
38,3333;0;0,766666667;0,04;4;50;4;10;8;;;;;;;;;;;;
38,4722;0;0,769444444;0,02;4;10;4;10;8;;;;;;;;;;;;
38,4722;0;0,769444444;0,03;4;10;4;10;8;;;;;;;;;;;;
38,4722;0;0,769444444;0,04;4;10;4;10;8;;;;;;;;;;;;
38,6111;0;0,772222222;0,02;4;10;4;30;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,02;4;10;4;50;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,02;4;10;8;30;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,02;4;10;8;50;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,02;4;10;12;30;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,02;4;10;12;50;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,02;12;30;12;10;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,02;12;50;12;10;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,03;4;10;4;30;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,03;4;10;4;50;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,03;4;10;8;30;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,03;4;10;8;50;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,03;4;10;12;30;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,03;4;10;12;50;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,03;12;30;12;10;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,03;12;50;12;10;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,04;4;10;4;30;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,04;4;10;4;50;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,04;4;10;8;30;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,04;4;10;8;50;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,04;4;10;12;30;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,04;4;10;12;50;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,04;12;30;12;10;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,04;12;50;12;10;12;;;;;;;;;;;;
38,75;0;0,775;0,02;8;30;8;10;12;;;;;;;;;;;;
38,75;0;0,775;0,02;8;30;12;10;12;;;;;;;;;;;;
38,75;0;0,775;0,02;12;30;8;10;12;;;;;;;;;;;;
38,75;0;0,775;0,02;8;50;8;10;12;;;;;;;;;;;;
38,75;0;0,775;0,02;8;50;12;10;12;;;;;;;;;;;;
38,75;0;0,775;0,02;12;50;8;10;12;;;;;;;;;;;;
38,75;0;0,775;0,03;8;30;8;10;12;;;;;;;;;;;;
38,75;0;0,775;0,03;8;30;12;10;12;;;;;;;;;;;;
38,75;0;0,775;0,03;12;30;8;10;12;;;;;;;;;;;;
38,75;0;0,775;0,03;8;50;8;10;12;;;;;;;;;;;;
38,75;0;0,775;0,03;8;50;12;10;12;;;;;;;;;;;;
38,75;0;0,775;0,03;12;50;8;10;12;;;;;;;;;;;;
38,75;0;0,775;0,04;8;30;8;10;12;;;;;;;;;;;;
38,75;0;0,775;0,04;8;30;12;10;12;;;;;;;;;;;;
38,75;0;0,775;0,04;12;30;8;10;12;;;;;;;;;;;;
38,75;0;0,775;0,04;8;50;8;10;12;;;;;;;;;;;;
38,75;0;0,775;0,04;8;50;12;10;12;;;;;;;;;;;;
38,75;0;0,775;0,04;12;50;8;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;4;10;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;4;10;8;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;4;10;12;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;8;10;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;8;10;8;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;8;10;12;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;12;10;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;12;10;8;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;12;10;12;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;4;30;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;4;30;8;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;4;30;12;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;8;30;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;12;30;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;4;50;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;4;50;8;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;4;50;12;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;8;50;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,02;12;50;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;4;10;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;4;10;8;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;4;10;12;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;8;10;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;8;10;8;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;8;10;12;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;12;10;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;12;10;8;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;12;10;12;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;4;30;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;4;30;8;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;4;30;12;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;8;30;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;12;30;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;4;50;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;4;50;8;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;4;50;12;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;8;50;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,03;12;50;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;4;10;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;4;10;8;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;4;10;12;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;8;10;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;8;10;8;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;8;10;12;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;12;10;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;12;10;8;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;12;10;12;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;4;30;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;4;30;8;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;4;30;12;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;8;30;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;12;30;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;4;50;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;4;50;8;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;4;50;12;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;8;50;4;10;12;;;;;;;;;;;;
38,8889;0;0,777777778;0,04;12;50;4;10;12;;;;;;;;;;;;
16,25;0,002777778;0,322222222;0,03;8;30;12;30;4;;;;;;;;;;;;
17,0833;0,002777778;0,338888889;0,04;12;10;12;50;4;;;;;;;;;;;;
17,2222;0,002777778;0,341666667;0,03;12;10;12;30;4;;;;;;;;;;;;
17,5;0,002777778;0,347222222;0,04;12;30;8;30;4;;;;;;;;;;;;
17,6389;0,002777778;0,35;0,04;8;50;8;50;4;;;;;;;;;;;;
17,6389;0,002777778;0,35;0,04;12;50;8;30;4;;;;;;;;;;;;
17,7778;0,002777778;0,352777778;0,03;8;30;8;30;4;;;;;;;;;;;;
17,7778;0,002777778;0,352777778;0,04;8;30;8;50;4;;;;;;;;;;;;
17,9167;0,002777778;0,355555556;0,03;12;10;8;50;4;;;;;;;;;;;;
19,0278;0,002777778;0,377777778;0,02;12;50;12;30;8;;;;;;;;;;;;
19,1667;0,002777778;0,380555556;0,02;12;30;12;30;8;;;;;;;;;;;;
20;0,002777778;0,397222222;0,03;12;10;8;30;4;;;;;;;;;;;;
20;0,002777778;0,397222222;0,03;12;30;12;30;8;;;;;;;;;;;;
20;0,002777778;0,397222222;0,03;12;50;12;30;8;;;;;;;;;;;;
20,4167;0,002777778;0,405555556;0,04;12;30;12;30;8;;;;;;;;;;;;
20,4167;0,002777778;0,405555556;0,04;12;50;12;30;8;;;;;;;;;;;;
20,8333;0,002777778;0,413888889;0,02;12;50;8;50;8;;;;;;;;;;;;
21,1111;0,002777778;0,419444444;0,03;12;50;8;50;8;;;;;;;;;;;;
21,25;0,002777778;0,422222222;0,02;12;30;8;50;8;;;;;;;;;;;;
21,25;0,002777778;0,422222222;0,04;12;50;8;50;8;;;;;;;;;;;;
21,5278;0,002777778;0,427777778;0,03;12;30;8;50;8;;;;;;;;;;;;
21,8056;0,002777778;0,433333333;0,04;12;30;8;50;8;;;;;;;;;;;;
21,9444;0,002777778;0,436111111;0,02;8;50;4;50;4;;;;;;;;;;;;
21,9444;0,002777778;0,436111111;0,03;12;30;4;50;4;;;;;;;;;;;;
21,9444;0,002777778;0,436111111;0,03;12;50;4;50;4;;;;;;;;;;;;
22,2222;0,002777778;0,441666667;0,02;8;30;4;50;4;;;;;;;;;;;;
22,6389;0,002777778;0,45;0,02;12;50;8;30;8;;;;;;;;;;;;
22,7778;0,002777778;0,452777778;0,02;12;30;8;30;8;;;;;;;;;;;;
22,9167;0,002777778;0,455555556;0,03;12;30;8;30;8;;;;;;;;;;;;
22,9167;0,002777778;0,455555556;0,03;12;50;8;30;8;;;;;;;;;;;;
23,0556;0,002777778;0,458333333;0,04;12;30;8;30;8;;;;;;;;;;;;
23,0556;0,002777778;0,458333333;0,04;12;50;8;30;8;;;;;;;;;;;;
23,1944;0,002777778;0,461111111;0,04;12;50;4;50;4;;;;;;;;;;;;
23,3333;0,002777778;0,463888889;0,04;12;30;4;50;4;;;;;;;;;;;;
14,8611;0,005555556;0,291666667;0,04;12;30;12;30;4;;;;;;;;;;;;
15;0,005555556;0,294444444;0,04;12;50;12;30;4;;;;;;;;;;;;
16,1111;0,005555556;0,316666667;0,04;8;50;12;50;4;;;;;;;;;;;;
16,3889;0,005555556;0,322222222;0,03;12;10;12;50;4;;;;;;;;;;;;
16,3889;0,005555556;0,322222222;0,03;8;50;12;30;4;;;;;;;;;;;;
16,3889;0,005555556;0,322222222;0,04;8;30;12;50;4;;;;;;;;;;;;
16,5278;0,005555556;0,325;0,03;12;30;8;30;4;;;;;;;;;;;;
17,9167;0,005555556;0,352777778;0,03;8;50;8;30;4;;;;;;;;;;;;
19,0278;0,005555556;0,375;0,02;12;10;8;30;4;;;;;;;;;;;;
19,1667;0,005555556;0,377777778;0,03;12;30;12;50;8;;;;;;;;;;;;
19,5833;0,005555556;0,386111111;0,04;12;30;12;50;8;;;;;;;;;;;;
20,9722;0,005555556;0,413888889;0,02;12;30;4;50;4;;;;;;;;;;;;
16,25;0,008333333;0,316666667;0,02;12;10;12;30;4;;;;;;;;;;;;
16,9444;0,008333333;0,330555556;0,03;8;30;8;50;4;;;;;;;;;;;;
18,75;0,008333333;0,366666667;0,02;12;30;12;50;8;;;;;;;;;;;;
18,8889;0,008333333;0,369444444;0,04;12;50;12;50;8;;;;;;;;;;;;
13,3333;0,011111111;0,255555556;0,03;12;30;12;30;4;;;;;;;;;;;;
14,8611;0,011111111;0,286111111;0,02;8;30;12;30;4;;;;;;;;;;;;
15,6944;0,011111111;0,302777778;0,03;8;30;12;50;4;;;;;;;;;;;;
16,8056;0,011111111;0,325;0,03;8;50;8;50;4;;;;;;;;;;;;
16,9444;0,011111111;0,327777778;0,02;8;30;8;30;4;;;;;;;;;;;;
18,75;0,011111111;0,363888889;0,03;12;50;12;50;8;;;;;;;;;;;;
14,7222;0,013888889;0,280555556;0,02;8;50;12;30;4;;;;;;;;;;;;
15,4167;0,013888889;0,294444444;0,03;8;50;12;50;4;;;;;;;;;;;;
16,9444;0,013888889;0,325;0,02;8;50;8;30;4;;;;;;;;;;;;
17,0833;0,013888889;0,327777778;0,02;12;10;8;50;4;;;;;;;;;;;;
17,0833;0,013888889;0,327777778;0,03;12;50;8;30;4;;;;;;;;;;;;
