EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;;;;
37,6389;0;0,752777778;30;8;10;;;;;;;;;;
37,6389;0;0,752777778;30;10;10;;;;;;;;;;
37,6389;0;0,752777778;40;10;20;;;;;;;;;;
37,7778;0;0,755555556;30;6;10;;;;;;;;;;
37,7778;0;0,755555556;40;8;30;;;;;;;;;;
37,7778;0;0,755555556;40;6;60;;;;;;;;;;
37,7778;0;0,755555556;50;10;60;;;;;;;;;;
37,9167;0;0,758333333;30;4;10;;;;;;;;;;
37,9167;0;0,758333333;40;6;50;;;;;;;;;;
37,9167;0;0,758333333;50;10;40;;;;;;;;;;
37,9167;0;0,758333333;50;10;50;;;;;;;;;;
38,0556;0;0,761111111;40;10;10;;;;;;;;;;
38,0556;0;0,761111111;40;6;20;;;;;;;;;;
38,0556;0;0,761111111;40;8;20;;;;;;;;;;
38,0556;0;0,761111111;40;4;30;;;;;;;;;;
38,0556;0;0,761111111;40;6;30;;;;;;;;;;
38,0556;0;0,761111111;40;4;40;;;;;;;;;;
38,0556;0;0,761111111;40;6;40;;;;;;;;;;
38,0556;0;0,761111111;40;4;50;;;;;;;;;;
38,0556;0;0,761111111;40;4;60;;;;;;;;;;
38,1944;0;0,763888889;40;6;10;;;;;;;;;;
38,1944;0;0,763888889;40;8;10;;;;;;;;;;
38,1944;0;0,763888889;40;4;20;;;;;;;;;;
38,1944;0;0,763888889;50;10;30;;;;;;;;;;
38,1944;0;0,763888889;50;6;50;;;;;;;;;;
38,1944;0;0,763888889;50;8;50;;;;;;;;;;
38,1944;0;0,763888889;50;6;60;;;;;;;;;;
38,1944;0;0,763888889;50;8;60;;;;;;;;;;
38,3333;0;0,766666667;50;6;30;;;;;;;;;;
38,3333;0;0,766666667;50;8;30;;;;;;;;;;
38,3333;0;0,766666667;50;6;40;;;;;;;;;;
38,3333;0;0,766666667;50;8;40;;;;;;;;;;
38,4722;0;0,769444444;50;6;20;;;;;;;;;;
38,4722;0;0,769444444;50;8;20;;;;;;;;;;
38,4722;0;0,769444444;50;10;20;;;;;;;;;;
38,4722;0;0,769444444;60;10;20;;;;;;;;;;
38,4722;0;0,769444444;60;10;30;;;;;;;;;;
38,4722;0;0,769444444;60;8;40;;;;;;;;;;
38,4722;0;0,769444444;60;10;40;;;;;;;;;;
38,4722;0;0,769444444;60;8;50;;;;;;;;;;
38,4722;0;0,769444444;60;10;50;;;;;;;;;;
38,4722;0;0,769444444;60;8;60;;;;;;;;;;
38,4722;0;0,769444444;60;10;60;;;;;;;;;;
38,6111;0;0,772222222;40;4;10;;;;;;;;;;
38,6111;0;0,772222222;50;8;10;;;;;;;;;;
38,6111;0;0,772222222;50;10;10;;;;;;;;;;
38,6111;0;0,772222222;50;4;30;;;;;;;;;;
38,6111;0;0,772222222;50;4;40;;;;;;;;;;
38,6111;0;0,772222222;50;4;50;;;;;;;;;;
38,6111;0;0,772222222;50;4;60;;;;;;;;;;
38,6111;0;0,772222222;60;8;20;;;;;;;;;;
38,6111;0;0,772222222;60;6;30;;;;;;;;;;
38,6111;0;0,772222222;60;8;30;;;;;;;;;;
38,6111;0;0,772222222;60;6;40;;;;;;;;;;
38,6111;0;0,772222222;60;6;50;;;;;;;;;;
38,6111;0;0,772222222;60;6;60;;;;;;;;;;
38,75;0;0,775;50;6;10;;;;;;;;;;
38,75;0;0,775;50;4;20;;;;;;;;;;
38,75;0;0,775;60;10;10;;;;;;;;;;
38,8889;0;0,777777778;50;4;10;;;;;;;;;;
38,8889;0;0,777777778;60;4;10;;;;;;;;;;
38,8889;0;0,777777778;60;6;10;;;;;;;;;;
38,8889;0;0,777777778;60;8;10;;;;;;;;;;
38,8889;0;0,777777778;60;4;20;;;;;;;;;;
38,8889;0;0,777777778;60;6;20;;;;;;;;;;
38,8889;0;0,777777778;60;4;30;;;;;;;;;;
38,8889;0;0,777777778;60;4;40;;;;;;;;;;
38,8889;0;0,777777778;60;4;50;;;;;;;;;;
38,8889;0;0,777777778;60;4;60;;;;;;;;;;
25,9722;0,002777778;0,516666667;20;10;30;;;;;;;;;;
28,0556;0,002777778;0,558333333;20;6;40;;;;;;;;;;
30,8333;0,002777778;0,613888889;20;4;60;;;;;;;;;;
31,1111;0,002777778;0,619444444;20;4;50;;;;;;;;;;
31,6667;0,002777778;0,630555556;20;4;40;;;;;;;;;;
24,3056;0,005555556;0,480555556;10;8;10;;;;;;;;;;
24,8611;0,005555556;0,491666667;20;10;40;;;;;;;;;;
25,9722;0,005555556;0,513888889;20;8;40;;;;;;;;;;
20,9722;0,008333333;0,411111111;10;4;20;;;;;;;;;;
23,75;0,008333333;0,466666667;10;10;10;;;;;;;;;;
25,1389;0,008333333;0,494444444;20;8;50;;;;;;;;;;
27,7778;0,008333333;0,547222222;20;6;50;;;;;;;;;;
24,0278;0,011111111;0,469444444;20;10;50;;;;;;;;;;
27,6389;0,011111111;0,541666667;20;6;60;;;;;;;;;;
24,8611;0,013888889;0,483333333;20;8;60;;;;;;;;;;
19,0278;0,019444444;0,361111111;10;6;20;;;;;;;;;;
23,6111;0,019444444;0,452777778;20;10;60;;;;;;;;;;
18,0556;0,025;0,336111111;10;4;30;;;;;;;;;;
17,7778;0,044444444;0,311111111;10;8;20;;;;;;;;;;
18,3333;0,05;0,316666667;10;4;40;;;;;;;;;;
16,6667;0,066666667;0,266666667;10;6;30;;;;;;;;;;
18,1944;0,083333333;0,280555556;10;10;20;;;;;;;;;;
19,7222;0,097222222;0,297222222;10;4;50;;;;;;;;;;
17,2222;0,122222222;0,222222222;10;6;40;;;;;;;;;;
17,5;0,130555556;0,219444444;10;8;30;;;;;;;;;;
21,25;0,158333333;0,266666667;10;4;60;;;;;;;;;;
18,75;0,180555556;0,194444444;10;10;30;;;;;;;;;;
20,1389;0,208333333;0,194444444;10;6;50;;;;;;;;;;
20,5556;0,233333333;0,177777778;10;8;40;;;;;;;;;;
24,4444;0,325;0,163888889;10;6;60;;;;;;;;;;
24,1667;0,352777778;0,130555556;10;10;40;;;;;;;;;;
25,9722;0,380555556;0,138888889;10;8;50;;;;;;;;;;
30,5556;0,505555556;0,105555556;10;8;60;;;;;;;;;;
30,9722;0,513888889;0,105555556;10;10;50;;;;;;;;;;
35,2778;0,636111111;0,069444444;10;10;60;;;;;;;;;;
Matches;total;103680;;;;;;;;;;;;;
679;;;;;;;;;;;;;;;
