EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;;;;
25,1389;0;0,502777778;10;6;10;;;;;;;;;;
26,25;0;0,525;10;4;10;;;;;;;;;;
26,9444;0;0,538888889;20;8;30;;;;;EER;FMR;FNMR;THR;GDTHR;GAngTHR
28,6111;0;0,572222222;20;10;20;;;;Maþiausias EER (FMR = 0);25,1389;0;0,502777778;10;6;10
28,8889;0;0,577777778;20;6;30;;;;Maþiausias EER (FMR - bet koks);25,9722;0,002777778;0,516666667;20;10;30
29,1667;0;0,583333333;20;8;20;;;;;;;;;;
30,4167;0;0,608333333;20;6;20;;;;Matches;total;103680;;;;
32,6389;0;0,652777778;30;10;60;;;;;;679;;;;
32,9167;0;0,658333333;20;4;30;;;;;;;;;;
33,0556;0;0,661111111;30;10;50;;;;avg time =;0,006548997;;;;;
33,6111;0;0,672222222;30;10;40;;;;;;;;;;
33,75;0;0,675;20;4;20;;;;;;;;;;
34,0278;0;0,680555556;30;8;60;;;;;;;;;;
34,3056;0;0,686111111;20;10;10;;;;;;;;;;
34,4444;0;0,688888889;30;8;40;;;;;;;;;;
34,4444;0;0,688888889;30;8;50;;;;;;;;;;
34,7222;0;0,694444444;20;8;10;;;;;;;;;;
34,8611;0;0,697222222;30;10;30;;;;;;;;;;
35,5556;0;0,711111111;30;8;30;;;;;;;;;;
35,5556;0;0,711111111;30;6;60;;;;;;;;;;
35,6944;0;0,713888889;20;6;10;;;;;;;;;;
35,8333;0;0,716666667;30;10;20;;;;;;;;;;
35,8333;0;0,716666667;30;6;40;;;;;;;;;;
35,8333;0;0,716666667;30;6;50;;;;;;;;;;
36,1111;0;0,722222222;20;4;10;;;;;;;;;;
36,1111;0;0,722222222;30;6;30;;;;;;;;;;
36,5278;0;0,730555556;30;8;20;;;;;;;;;;
36,6667;0;0,733333333;30;6;20;;;;;;;;;;
36,8056;0;0,736111111;30;4;60;;;;;;;;;;
36,8056;0;0,736111111;40;10;60;;;;;;;;;;
37,0833;0;0,741666667;40;10;50;;;;;;;;;;
37,0833;0;0,741666667;40;8;60;;;;;;;;;;
37,2222;0;0,744444444;30;4;30;;;;;;;;;;
37,2222;0;0,744444444;30;4;40;;;;;;;;;;
37,2222;0;0,744444444;30;4;50;;;;;;;;;;
37,3611;0;0,747222222;30;4;20;;;;;;;;;;
37,3611;0;0,747222222;40;10;30;;;;;;;;;;
37,3611;0;0,747222222;40;8;40;;;;;;;;;;
37,3611;0;0,747222222;40;10;40;;;;;;;;;;
37,3611;0;0,747222222;40;8;50;;;;;;;;;;
