EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR;;;;;;;;
10,1389;0;0,202777778;0,004;8;20;6;;;;;;;;
10,1389;0;0,202777778;0,004;8;20;8;;EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR
10,1389;0;0,202777778;0,008;10;40;2;;10,1389;0;0,202777778;0,004;8;20;6
10,1389;0;0,202777778;0,008;10;40;4;;;;;;;;
10,1389;0;0,202777778;0,008;10;40;6;;;;;;;;
10,1389;0;0,202777778;0,008;10;40;8;;Matches;total;345600;;;;
10,1389;0;0,202777778;0,008;10;50;2;;2403;;;;;;
10,1389;0;0,202777778;0,008;10;50;4;;;;;;;;
10,1389;0;0,202777778;0,008;10;50;6;;0,006953125;;;;;;
10,1389;0;0,202777778;0,008;10;50;8;;;;;;;;
10,1389;0;0,202777778;0,008;10;60;2;;;;;;;;
10,1389;0;0,202777778;0,008;10;60;4;;;;;;;;
10,1389;0;0,202777778;0,008;10;60;6;;;;;;;;
10,1389;0;0,202777778;0,008;10;60;8;;;;;;;;
10,2778;0;0,205555556;0,004;8;20;10;;;;;;;;
10,2778;0;0,205555556;0,008;10;30;2;;;;;;;;
10,2778;0;0,205555556;0,008;10;30;4;;;;;;;;
10,2778;0;0,205555556;0,008;10;30;6;;;;;;;;
10,2778;0;0,205555556;0,008;10;30;8;;;;;;;;
10,2778;0;0,205555556;0,008;10;40;10;;;;;;;;
10,2778;0;0,205555556;0,008;10;50;10;;;;;;;;
10,2778;0;0,205555556;0,008;10;60;10;;;;;;;;
10,4167;0;0,208333333;0,008;10;30;10;;;;;;;;
10,5556;0;0,211111111;0,008;10;20;2;;;;;;;;
10,5556;0;0,211111111;0,008;10;20;4;;;;;;;;
10,5556;0;0,211111111;0,008;10;20;6;;;;;;;;
10,5556;0;0,211111111;0,008;10;20;8;;;;;;;;
10,6944;0;0,213888889;0,008;10;20;10;;;;;;;;
12,7778;0;0,255555556;0,004;8;10;6;;;;;;;;
12,7778;0;0,255555556;0,004;8;10;8;;;;;;;;
12,7778;0;0,255555556;0,012;10;40;2;;;;;;;;
12,7778;0;0,255555556;0,012;10;40;4;;;;;;;;
12,7778;0;0,255555556;0,012;10;40;6;;;;;;;;
12,7778;0;0,255555556;0,012;10;40;8;;;;;;;;
12,7778;0;0,255555556;0,012;10;50;2;;;;;;;;
12,7778;0;0,255555556;0,012;10;50;4;;;;;;;;
12,7778;0;0,255555556;0,012;10;50;6;;;;;;;;
12,7778;0;0,255555556;0,012;10;50;8;;;;;;;;
12,7778;0;0,255555556;0,012;10;60;2;;;;;;;;
12,7778;0;0,255555556;0,012;10;60;4;;;;;;;;
12,7778;0;0,255555556;0,012;10;60;6;;;;;;;;
12,7778;0;0,255555556;0,012;10;60;8;;;;;;;;
12,9167;0;0,258333333;0,004;8;10;10;;;;;;;;
12,9167;0;0,258333333;0,012;10;30;2;;;;;;;;
12,9167;0;0,258333333;0,012;10;30;4;;;;;;;;
12,9167;0;0,258333333;0,012;10;30;6;;;;;;;;
12,9167;0;0,258333333;0,012;10;30;8;;;;;;;;
12,9167;0;0,258333333;0,012;10;40;10;;;;;;;;
12,9167;0;0,258333333;0,012;10;50;10;;;;;;;;
12,9167;0;0,258333333;0,012;10;60;10;;;;;;;;
13,0556;0;0,261111111;0,012;10;30;10;;;;;;;;
13,75;0;0,275;0,008;10;10;2;;;;;;;;
13,75;0;0,275;0,008;10;10;4;;;;;;;;
13,75;0;0,275;0,008;10;10;6;;;;;;;;
13,75;0;0,275;0,008;10;10;8;;;;;;;;
13,8889;0;0,277777778;0,008;10;10;10;;;;;;;;
13,8889;0;0,277777778;0,012;10;20;2;;;;;;;;
13,8889;0;0,277777778;0,012;10;20;4;;;;;;;;
13,8889;0;0,277777778;0,012;10;20;6;;;;;;;;
13,8889;0;0,277777778;0,012;10;20;8;;;;;;;;
14,0278;0;0,280555556;0,012;10;20;10;;;;;;;;
15;0;0,3;0,008;8;40;2;;;;;;;;
15;0;0,3;0,008;8;40;4;;;;;;;;
15;0;0,3;0,008;8;40;6;;;;;;;;
15;0;0,3;0,008;8;40;8;;;;;;;;
15;0;0,3;0,008;8;50;2;;;;;;;;
15;0;0,3;0,008;8;50;4;;;;;;;;
15;0;0,3;0,008;8;50;6;;;;;;;;
15;0;0,3;0,008;8;50;8;;;;;;;;
15;0;0,3;0,008;8;60;2;;;;;;;;
15;0;0,3;0,008;8;60;4;;;;;;;;
15;0;0,3;0,008;8;60;6;;;;;;;;
15;0;0,3;0,008;8;60;8;;;;;;;;
15,1389;0;0,302777778;0,008;8;30;2;;;;;;;;
15,1389;0;0,302777778;0,008;8;30;4;;;;;;;;
15,1389;0;0,302777778;0,008;8;30;6;;;;;;;;
15,1389;0;0,302777778;0,008;8;30;8;;;;;;;;
15,1389;0;0,302777778;0,008;8;40;10;;;;;;;;
15,1389;0;0,302777778;0,008;8;50;10;;;;;;;;
15,1389;0;0,302777778;0,008;8;60;10;;;;;;;;
15,2778;0;0,305555556;0,008;8;20;2;;;;;;;;
15,2778;0;0,305555556;0,008;8;20;4;;;;;;;;
15,2778;0;0,305555556;0,008;8;20;6;;;;;;;;
15,2778;0;0,305555556;0,008;8;20;8;;;;;;;;
15,2778;0;0,305555556;0,008;8;30;10;;;;;;;;
