EER;FMR;FNMR;THR;GDTHR;GAngTHR;LDTHR;beta;alfa;;;;;;;;;;;
20;0;0,4;20;10;40;0,2;30;16;;;;;;;;;;;
22,9167;0;0,458333333;20;10;40;0,2;60;12;;;EER;FMR;FNMR;THR;GDTHR;GAngTHR;LDTHR;beta;alfa
22,9167;0;0,458333333;30;10;40;0,4;60;16;;FMR = 0;20;0;0,4;20;10;40;0,2;30;16
23,4722;0;0,469444444;20;10;40;0,2;30;12;;FMR > 0;27,2222;0,002777778;0,541666667;10;4;10;0,4;60;16
23,75;0;0,475;20;10;10;0,4;60;16;;;;;;;;;;;
23,8889;0;0,477777778;30;10;40;0,4;30;16;;Matches;total;103680;;;;;;;
24,3056;0;0,486111111;20;10;10;0,4;30;16;;2291;;;;;;;;;
24,5833;0;0,491666667;30;10;40;0,4;60;12;;;;;;;;;;;
25,2778;0;0,505555556;20;10;10;0,4;60;12;;average match;0,022096836;;;;;;;;
25,2778;0;0,505555556;30;10;40;0,4;30;12;;;;;;;;;;;
25,4167;0;0,508333333;30;10;40;0,2;60;16;;;;;;;;;;;
25,6944;0;0,513888889;20;10;10;0,4;30;12;;;;;;;;;;;
25,6944;0;0,513888889;30;10;40;0,2;30;16;;;;;;;;;;;
25,8333;0;0,516666667;20;10;10;0,2;60;16;;;;;;;;;;;
26,1111;0;0,522222222;20;10;10;0,2;30;16;;;;;;;;;;;
27,3611;0;0,547222222;20;10;40;0,2;60;8;;;;;;;;;;;
27,7778;0;0,555555556;30;10;40;0,2;30;12;;;;;;;;;;;
27,7778;0;0,555555556;30;10;40;0,2;60;12;;;;;;;;;;;
27,9167;0;0,558333333;20;10;10;0,2;30;12;;;;;;;;;;;
27,9167;0;0,558333333;20;10;10;0,2;60;12;;;;;;;;;;;
27,9167;0;0,558333333;20;10;40;0,2;30;8;;;;;;;;;;;
28,0556;0;0,561111111;30;10;40;0,4;60;8;;;;;;;;;;;
28,3333;0;0,566666667;10;4;40;0,4;60;8;;;;;;;;;;;
28,3333;0;0,566666667;20;10;10;0,4;60;8;;;;;;;;;;;
28,8889;0;0,577777778;30;10;40;0,4;30;8;;;;;;;;;;;
29,1667;0;0,583333333;20;10;10;0,4;30;8;;;;;;;;;;;
30,4167;0;0,608333333;10;4;40;0,2;60;8;;;;;;;;;;;
30,5556;0;0,611111111;10;4;40;0,2;30;8;;;;;;;;;;;
30,5556;0;0,611111111;30;10;10;0,4;30;16;;;;;;;;;;;
30,6944;0;0,613888889;30;10;10;0,4;60;16;;;;;;;;;;;
30,6944;0;0,613888889;30;10;40;0,2;60;8;;;;;;;;;;;
30,9722;0;0,619444444;30;10;40;0,2;30;8;;;;;;;;;;;
31,1111;0;0,622222222;20;10;10;0,2;60;8;;;;;;;;;;;
31,25;0;0,625;10;4;10;0,4;60;8;;;;;;;;;;;
31,3889;0;0,627777778;20;10;10;0,2;30;8;;;;;;;;;;;
31,3889;0;0,627777778;30;10;10;0,2;30;16;;;;;;;;;;;
31,3889;0;0,627777778;30;10;10;0,2;60;16;;;;;;;;;;;
31,3889;0;0,627777778;30;10;10;0,4;30;12;;;;;;;;;;;
31,3889;0;0,627777778;30;10;10;0,4;60;12;;;;;;;;;;;
31,5278;0;0,630555556;10;4;10;0,4;30;8;;;;;;;;;;;
32,5;0;0,65;20;4;40;0,4;60;16;;;;;;;;;;;
32,6389;0;0,652777778;10;4;10;0,2;60;8;;;;;;;;;;;
32,6389;0;0,652777778;20;4;40;0,4;30;16;;;;;;;;;;;
32,7778;0;0,655555556;10;4;10;0,2;30;8;;;;;;;;;;;
32,7778;0;0,655555556;30;10;10;0,2;30;12;;;;;;;;;;;
32,7778;0;0,655555556;30;10;10;0,2;60;12;;;;;;;;;;;
33,0556;0;0,661111111;20;4;40;0,4;30;12;;;;;;;;;;;
33,0556;0;0,661111111;20;4;40;0,4;60;12;;;;;;;;;;;
33,1944;0;0,663888889;20;4;40;0,2;60;16;;;;;;;;;;;
33,3333;0;0,666666667;20;4;40;0,2;30;16;;;;;;;;;;;
33,4722;0;0,669444444;30;10;10;0,4;60;8;;;;;;;;;;;
33,75;0;0,675;30;10;10;0,4;30;8;;;;;;;;;;;
34,0278;0;0,680555556;20;4;40;0,2;30;12;;;;;;;;;;;
34,0278;0;0,680555556;20;4;40;0,2;60;12;;;;;;;;;;;
34,5833;0;0,691666667;20;4;10;0,4;60;16;;;;;;;;;;;
34,5833;0;0,691666667;20;4;40;0,4;30;8;;;;;;;;;;;
34,5833;0;0,691666667;20;4;40;0,4;60;8;;;;;;;;;;;
34,7222;0;0,694444444;20;4;10;0,4;30;16;;;;;;;;;;;
34,8611;0;0,697222222;30;10;10;0,2;30;8;;;;;;;;;;;
34,8611;0;0,697222222;30;10;10;0,2;60;8;;;;;;;;;;;
35,1389;0;0,702777778;20;4;10;0,2;60;16;;;;;;;;;;;
35,2778;0;0,705555556;20;4;10;0,2;30;16;;;;;;;;;;;
35,2778;0;0,705555556;20;4;10;0,4;30;12;;;;;;;;;;;
35,2778;0;0,705555556;20;4;10;0,4;60;12;;;;;;;;;;;
35,5556;0;0,711111111;20;4;40;0,2;30;8;;;;;;;;;;;
35,5556;0;0,711111111;20;4;40;0,2;60;8;;;;;;;;;;;
35,6944;0;0,713888889;20;4;10;0,2;30;12;;;;;;;;;;;
35,6944;0;0,713888889;20;4;10;0,2;60;12;;;;;;;;;;;
36,1111;0;0,722222222;20;4;10;0,4;30;8;;;;;;;;;;;
36,1111;0;0,722222222;20;4;10;0,4;60;8;;;;;;;;;;;
36,5278;0;0,730555556;20;4;10;0,2;30;8;;;;;;;;;;;
36,5278;0;0,730555556;20;4;10;0,2;60;8;;;;;;;;;;;
36,6667;0;0,733333333;30;4;40;0,2;30;16;;;;;;;;;;;
36,6667;0;0,733333333;30;4;40;0,2;60;16;;;;;;;;;;;
36,6667;0;0,733333333;30;4;40;0,4;30;16;;;;;;;;;;;
36,6667;0;0,733333333;30;4;40;0,4;60;16;;;;;;;;;;;
36,8056;0;0,736111111;30;4;40;0,2;30;12;;;;;;;;;;;
36,8056;0;0,736111111;30;4;40;0,2;60;12;;;;;;;;;;;
36,8056;0;0,736111111;30;4;40;0,4;30;12;;;;;;;;;;;
36,8056;0;0,736111111;30;4;40;0,4;60;12;;;;;;;;;;;
