EER;FMR;FNMR;THR;GDTHR;GAngTHR;LDTHR;beta;alfa;;;;;;;;;;;
21,25;0,091666667;0,333333333;10;10;10;0,4;30;12;;;;;;;;;;;
20,1389;0,119444444;0,283333333;10;10;10;0,4;30;16;;;;;;;;;;;
26,5278;0,122222222;0,408333333;10;10;40;0,2;60;8;;;;;;;;;;;
22,0833;0,133333333;0,308333333;10;10;10;0,4;60;12;;;;;;;;;;;
23,4722;0,161111111;0,308333333;10;10;40;0,2;30;12;;;;;;;;;;;
20,9722;0,166666667;0,252777778;10;10;10;0,4;60;16;;;;;;;;;;;
22,9167;0,202777778;0,255555556;10;10;40;0,2;30;16;;;;;;;;;;;
27,3611;0,216666667;0,330555556;10;10;40;0,4;30;8;;;;;;;;;;;
25,2778;0,25;0,255555556;10;10;40;0,2;60;12;;;;;;;;;;;
26,3889;0,313888889;0,213888889;10;10;40;0,2;60;16;;;;;;;;;;;
29,8611;0,341666667;0,255555556;10;10;40;0,4;60;8;;;;;;;;;;;
28,3333;0,361111111;0,205555556;10;10;40;0,4;30;12;;;;;;;;;;;
30,4167;0,463888889;0,144444444;10;10;40;0,4;30;16;;;;;;;;;;;
33,3333;0,508333333;0,158333333;10;10;40;0,4;60;12;;;;;;;;;;;
35,8333;0,619444444;0,097222222;10;10;40;0,4;60;16;;;;;;;;;;;
Matches;total;103680;;;;;;;;;;;;;;;;;
5809;;;;;;;;;;;;;;;;;;;
