EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR;;;;;;;;
14,4444;0;0,288888889;0,02;10;30;6;;;;;;;;
14,4444;0;0,288888889;0,02;10;40;6;;EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR
14,8611;0;0,297222222;0,02;10;30;8;;14,4444;0;0,288888889;0,02;10;30;6
14,8611;0;0,297222222;0,02;10;40;8;;;;;;;;
15,1389;0;0,302777778;0,01;6;20;6;;;;;;;;
15,1389;0;0,302777778;0,01;6;30;6;;Matches;total;432000;;;;
15,1389;0;0,302777778;0,01;6;40;6;;1946;;;;;;
15,1389;0;0,302777778;0,01;6;50;6;;;;;;;;
15,1389;0;0,302777778;0,01;6;60;6;;;0,00450463;;;;;
15,4167;0;0,308333333;0,015;10;10;10;;;;;;;;
15,6944;0;0,313888889;0,01;6;20;8;;;;;;;;
15,6944;0;0,313888889;0,01;6;30;8;;;;;;;;
15,6944;0;0,313888889;0,01;6;40;8;;;;;;;;
15,6944;0;0,313888889;0,01;6;50;8;;;;;;;;
15,6944;0;0,313888889;0,01;6;60;8;;;;;;;;
16,25;0;0,325;0,015;8;40;10;;;;;;;;
16,25;0;0,325;0,015;8;50;10;;;;;;;;
16,25;0;0,325;0,015;8;60;10;;;;;;;;
16,25;0;0,325;0,02;10;30;10;;;;;;;;
16,25;0;0,325;0,02;10;40;10;;;;;;;;
16,25;0;0,325;0,02;10;50;10;;;;;;;;
16,25;0;0,325;0,02;10;60;10;;;;;;;;
16,3889;0;0,327777778;0,015;8;30;10;;;;;;;;
16,5278;0;0,330555556;0,015;8;20;10;;;;;;;;
16,6667;0;0,333333333;0,01;6;20;10;;;;;;;;
16,6667;0;0,333333333;0,01;6;30;10;;;;;;;;
16,6667;0;0,333333333;0,01;6;40;10;;;;;;;;
16,6667;0;0,333333333;0,01;6;50;10;;;;;;;;
16,6667;0;0,333333333;0,01;6;60;10;;;;;;;;
16,8056;0;0,336111111;0,02;10;20;10;;;;;;;;
17,9167;0;0,358333333;0,025;10;50;2;;;;;;;;
17,9167;0;0,358333333;0,025;10;50;4;;;;;;;;
17,9167;0;0,358333333;0,025;10;60;2;;;;;;;;
17,9167;0;0,358333333;0,025;10;60;4;;;;;;;;
18,1944;0;0,363888889;0,025;10;40;2;;;;;;;;
18,1944;0;0,363888889;0,025;10;40;4;;;;;;;;
18,1944;0;0,363888889;0,025;10;50;6;;;;;;;;
18,1944;0;0,363888889;0,025;10;60;6;;;;;;;;
18,3333;0;0,366666667;0,025;10;30;2;;;;;;;;
18,3333;0;0,366666667;0,025;10;30;4;;;;;;;;
18,4722;0;0,369444444;0,01;6;10;10;;;;;;;;
18,4722;0;0,369444444;0,025;10;40;6;;;;;;;;
18,6111;0;0,372222222;0,025;10;20;4;;;;;;;;
18,6111;0;0,372222222;0,025;10;30;6;;;;;;;;
18,6111;0;0,372222222;0,025;10;50;8;;;;;;;;
18,6111;0;0,372222222;0,025;10;60;8;;;;;;;;
18,8889;0;0,377777778;0,025;10;20;6;;;;;;;;
18,8889;0;0,377777778;0,025;10;40;8;;;;;;;;
19,0278;0;0,380555556;0,025;10;30;8;;;;;;;;
19,1667;0;0,383333333;0,015;8;10;10;;;;;;;;
19,3056;0;0,386111111;0,025;10;20;8;;;;;;;;
19,8611;0;0,397222222;0,025;10;50;10;;;;;;;;
19,8611;0;0,397222222;0,025;10;60;10;;;;;;;;
20,1389;0;0,402777778;0,025;10;40;10;;;;;;;;
20,2778;0;0,405555556;0,02;10;10;10;;;;;;;;
20,2778;0;0,405555556;0,025;10;30;10;;;;;;;;
20,5556;0;0,411111111;0,025;10;20;10;;;;;;;;
20,8333;0;0,416666667;0,015;6;20;6;;;;;;;;
20,8333;0;0,416666667;0,015;6;30;6;;;;;;;;
20,8333;0;0,416666667;0,015;6;40;6;;;;;;;;
