EER;FMR;FNMR;THR;GDTHR;GAngTHR;LDTHR;LAngTHR;MtiaCount;;;;;;;;;;;;
31,6667;0;0,633333333;0,02;4;30;8;10;4;;;;;;;;;;;;
31,6667;0;0,633333333;0,02;4;50;8;10;4;;;;;;;;;;;;
31,6667;0;0,633333333;0,02;12;10;4;50;12;;;;;;;;;;;;
31,6667;0;0,633333333;0,03;4;10;12;50;8;;;;;;;;;;;;
31,6667;0;0,633333333;0,03;12;10;4;50;12;;;;;;;;;;;;
31,6667;0;0,633333333;0,04;12;10;4;50;12;;;;;;;;;;;;
31,8056;0;0,636111111;0,02;4;10;8;10;4;;;;;;;;;;;;
31,8056;0;0,636111111;0,04;8;10;8;10;4;;;;;;;;;;;;
31,8056;0;0,636111111;0,04;8;30;4;30;12;;;;;;;;;;;;
31,8056;0;0,636111111;0,04;8;30;8;10;4;;;;;;;;;;;;
31,8056;0;0,636111111;0,04;8;50;4;30;12;;;;;;;;;;;;
31,8056;0;0,636111111;0,04;8;50;8;10;4;;;;;;;;;;;;
31,9444;0;0,638888889;0,02;12;10;4;10;4;;;;;;;;;;;;
31,9444;0;0,638888889;0,02;12;30;4;10;4;;;;;;;;;;;;
31,9444;0;0,638888889;0,02;12;50;4;10;4;;;;;;;;;;;;
31,9444;0;0,638888889;0,03;4;10;8;50;8;;;;;;;;;;;;
31,9444;0;0,638888889;0,03;4;10;12;30;8;;;;;;;;;;;;
32,0833;0;0,641666667;0,02;8;30;4;10;4;;;;;;;;;;;;
32,0833;0;0,641666667;0,02;8;50;4;10;4;;;;;;;;;;;;
32,0833;0;0,641666667;0,02;12;10;4;30;12;;;;;;;;;;;;
32,0833;0;0,641666667;0,02;12;30;12;10;8;;;;;;;;;;;;
32,0833;0;0,641666667;0,02;12;50;12;10;8;;;;;;;;;;;;
32,0833;0;0,641666667;0,03;4;30;4;30;8;;;;;;;;;;;;
32,0833;0;0,641666667;0,03;4;50;4;30;8;;;;;;;;;;;;
32,0833;0;0,641666667;0,03;12;10;4;30;12;;;;;;;;;;;;
32,2222;0;0,644444444;0,02;8;10;4;10;4;;;;;;;;;;;;
32,2222;0;0,644444444;0,02;12;10;12;10;8;;;;;;;;;;;;
32,2222;0;0,644444444;0,04;12;10;4;30;12;;;;;;;;;;;;
32,3611;0;0,647222222;0,02;8;30;12;10;8;;;;;;;;;;;;
32,3611;0;0,647222222;0,02;8;50;12;10;8;;;;;;;;;;;;
32,3611;0;0,647222222;0,03;4;10;8;30;8;;;;;;;;;;;;
32,3611;0;0,647222222;0,04;4;30;4;50;8;;;;;;;;;;;;
32,3611;0;0,647222222;0,04;4;50;4;50;8;;;;;;;;;;;;
32,6389;0;0,652777778;0,02;12;30;8;10;8;;;;;;;;;;;;
32,6389;0;0,652777778;0,02;12;50;8;10;8;;;;;;;;;;;;
32,7778;0;0,655555556;0,03;12;30;12;10;8;;;;;;;;;;;;
32,7778;0;0,655555556;0,03;12;50;12;10;8;;;;;;;;;;;;
32,9167;0;0,658333333;0,02;8;10;12;10;8;;;;;;;;;;;;
32,9167;0;0,658333333;0,02;8;30;8;10;8;;;;;;;;;;;;
32,9167;0;0,658333333;0,02;8;50;8;10;8;;;;;;;;;;;;
32,9167;0;0,658333333;0,02;12;10;8;10;8;;;;;;;;;;;;
32,9167;0;0,658333333;0,03;12;30;4;10;4;;;;;;;;;;;;
32,9167;0;0,658333333;0,03;12;50;4;10;4;;;;;;;;;;;;
32,9167;0;0,658333333;0,04;4;10;12;50;8;;;;;;;;;;;;
33,0556;0;0,661111111;0,03;12;10;4;10;4;;;;;;;;;;;;
33,0556;0;0,661111111;0,03;12;10;12;10;8;;;;;;;;;;;;
33,1944;0;0,663888889;0,03;4;10;12;10;4;;;;;;;;;;;;
33,1944;0;0,663888889;0,03;4;30;12;10;4;;;;;;;;;;;;
33,1944;0;0,663888889;0,03;4;50;12;10;4;;;;;;;;;;;;
33,1944;0;0,663888889;0,04;4;10;8;50;8;;;;;;;;;;;;
33,1944;0;0,663888889;0,04;4;10;12;30;8;;;;;;;;;;;;
33,1944;0;0,663888889;0,04;4;30;4;30;8;;;;;;;;;;;;
33,1944;0;0,663888889;0,04;4;50;4;30;8;;;;;;;;;;;;
33,3333;0;0,666666667;0,02;8;10;4;50;12;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;4;10;8;10;4;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;4;30;8;10;4;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;4;50;8;10;4;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;8;10;4;10;4;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;8;10;4;50;12;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;8;30;4;10;4;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;8;30;12;10;8;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;8;50;4;10;4;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;8;50;12;10;8;;;;;;;;;;;;
33,4722;0;0,669444444;0,02;4;10;4;50;8;;;;;;;;;;;;
33,4722;0;0,669444444;0,04;8;10;4;50;12;;;;;;;;;;;;
33,4722;0;0,669444444;0,04;12;30;12;10;8;;;;;;;;;;;;
33,4722;0;0,669444444;0,04;12;50;12;10;8;;;;;;;;;;;;
33,6111;0;0,672222222;0,02;4;10;4;10;4;;;;;;;;;;;;
33,6111;0;0,672222222;0,02;4;30;4;10;4;;;;;;;;;;;;
33,6111;0;0,672222222;0,02;4;50;4;10;4;;;;;;;;;;;;
33,6111;0;0,672222222;0,02;8;10;8;10;8;;;;;;;;;;;;
33,6111;0;0,672222222;0,03;12;30;8;10;8;;;;;;;;;;;;
33,6111;0;0,672222222;0,03;12;50;8;10;8;;;;;;;;;;;;
33,75;0;0,675;0,02;4;10;4;30;8;;;;;;;;;;;;
33,75;0;0,675;0,02;8;10;4;30;12;;;;;;;;;;;;
33,75;0;0,675;0,03;8;10;4;30;12;;;;;;;;;;;;
33,75;0;0,675;0,03;12;10;8;10;8;;;;;;;;;;;;
33,75;0;0,675;0,04;4;10;8;30;8;;;;;;;;;;;;
33,75;0;0,675;0,04;8;10;4;30;12;;;;;;;;;;;;
33,8889;0;0,677777778;0,03;8;10;12;10;8;;;;;;;;;;;;
33,8889;0;0,677777778;0,03;8;30;8;10;8;;;;;;;;;;;;
33,8889;0;0,677777778;0,03;8;50;8;10;8;;;;;;;;;;;;
34,0278;0;0,680555556;0,03;4;10;4;50;8;;;;;;;;;;;;
34,0278;0;0,680555556;0,04;12;10;12;10;8;;;;;;;;;;;;
34,0278;0;0,680555556;0,04;12;30;8;10;8;;;;;;;;;;;;
34,0278;0;0,680555556;0,04;12;50;8;10;8;;;;;;;;;;;;
34,3056;0;0,686111111;0,03;8;10;8;10;8;;;;;;;;;;;;
34,4444;0;0,688888889;0,02;4;30;12;30;12;;;;;;;;;;;;
34,4444;0;0,688888889;0,02;4;50;12;30;12;;;;;;;;;;;;
34,4444;0;0,688888889;0,03;4;10;4;30;8;;;;;;;;;;;;
34,4444;0;0,688888889;0,03;4;30;12;30;12;;;;;;;;;;;;
34,4444;0;0,688888889;0,03;4;50;12;30;12;;;;;;;;;;;;
34,4444;0;0,688888889;0,04;8;30;12;10;8;;;;;;;;;;;;
34,4444;0;0,688888889;0,04;8;50;12;10;8;;;;;;;;;;;;
34,4444;0;0,688888889;0,04;12;10;4;10;4;;;;;;;;;;;;
34,4444;0;0,688888889;0,04;12;30;4;10;4;;;;;;;;;;;;
34,4444;0;0,688888889;0,04;12;50;4;10;4;;;;;;;;;;;;
34,5833;0;0,691666667;0,04;4;30;12;30;12;;;;;;;;;;;;
34,5833;0;0,691666667;0,04;4;50;12;30;12;;;;;;;;;;;;
34,5833;0;0,691666667;0,04;8;10;4;10;4;;;;;;;;;;;;
34,5833;0;0,691666667;0,04;8;30;4;10;4;;;;;;;;;;;;
34,5833;0;0,691666667;0,04;8;50;4;10;4;;;;;;;;;;;;
34,5833;0;0,691666667;0,04;12;10;8;10;8;;;;;;;;;;;;
34,7222;0;0,694444444;0,03;4;10;4;10;4;;;;;;;;;;;;
34,7222;0;0,694444444;0,03;4;30;4;10;4;;;;;;;;;;;;
34,7222;0;0,694444444;0,03;4;50;4;10;4;;;;;;;;;;;;
34,7222;0;0,694444444;0,04;4;10;4;50;8;;;;;;;;;;;;
34,7222;0;0,694444444;0,04;8;10;12;10;8;;;;;;;;;;;;
34,8611;0;0,697222222;0,04;8;30;8;10;8;;;;;;;;;;;;
34,8611;0;0,697222222;0,04;8;50;8;10;8;;;;;;;;;;;;
35;0;0,7;0,02;4;30;8;30;12;;;;;;;;;;;;
35;0;0,7;0,02;4;30;8;50;12;;;;;;;;;;;;
35;0;0,7;0,02;4;30;12;50;12;;;;;;;;;;;;
35;0;0,7;0,02;4;50;8;30;12;;;;;;;;;;;;
35;0;0,7;0,02;4;50;8;50;12;;;;;;;;;;;;
35;0;0,7;0,02;4;50;12;50;12;;;;;;;;;;;;
35;0;0,7;0,03;4;30;8;30;12;;;;;;;;;;;;
35;0;0,7;0,03;4;30;8;50;12;;;;;;;;;;;;
35;0;0,7;0,03;4;30;12;50;12;;;;;;;;;;;;
35;0;0,7;0,03;4;50;8;30;12;;;;;;;;;;;;
35;0;0,7;0,03;4;50;8;50;12;;;;;;;;;;;;
35;0;0,7;0,03;4;50;12;50;12;;;;;;;;;;;;
35;0;0,7;0,04;4;10;4;30;8;;;;;;;;;;;;
35;0;0,7;0,04;4;10;12;10;4;;;;;;;;;;;;
35;0;0,7;0,04;4;30;12;10;4;;;;;;;;;;;;
35;0;0,7;0,04;4;50;12;10;4;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;10;8;10;4;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;30;8;10;4;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;30;8;30;12;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;30;8;50;12;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;30;12;50;12;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;50;8;10;4;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;50;8;30;12;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;50;8;50;12;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;50;12;50;12;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;8;10;8;10;8;;;;;;;;;;;;
35,2778;0;0,705555556;0,02;12;30;4;10;8;;;;;;;;;;;;
35,2778;0;0,705555556;0,02;12;50;4;10;8;;;;;;;;;;;;
35,4167;0;0,708333333;0,02;8;30;4;10;8;;;;;;;;;;;;
35,4167;0;0,708333333;0,02;8;50;4;10;8;;;;;;;;;;;;
35,5556;0;0,711111111;0,02;12;10;4;10;8;;;;;;;;;;;;
35,6944;0;0,713888889;0,02;8;10;4;10;8;;;;;;;;;;;;
35,6944;0;0,713888889;0,03;12;30;4;10;8;;;;;;;;;;;;
35,6944;0;0,713888889;0,03;12;50;4;10;8;;;;;;;;;;;;
35,8333;0;0,716666667;0,02;4;30;4;30;12;;;;;;;;;;;;
35,8333;0;0,716666667;0,02;4;30;4;50;12;;;;;;;;;;;;
35,8333;0;0,716666667;0,02;4;50;4;30;12;;;;;;;;;;;;
35,8333;0;0,716666667;0,02;4;50;4;50;12;;;;;;;;;;;;
35,8333;0;0,716666667;0,03;4;30;4;30;12;;;;;;;;;;;;
35,8333;0;0,716666667;0,03;4;30;4;50;12;;;;;;;;;;;;
35,8333;0;0,716666667;0,03;4;50;4;30;12;;;;;;;;;;;;
35,8333;0;0,716666667;0,03;4;50;4;50;12;;;;;;;;;;;;
35,9722;0;0,719444444;0,03;8;30;4;10;8;;;;;;;;;;;;
35,9722;0;0,719444444;0,03;8;50;4;10;8;;;;;;;;;;;;
35,9722;0;0,719444444;0,04;4;30;4;50;12;;;;;;;;;;;;
35,9722;0;0,719444444;0,04;4;50;4;50;12;;;;;;;;;;;;
36,1111;0;0,722222222;0,03;12;10;4;10;8;;;;;;;;;;;;
36,1111;0;0,722222222;0,04;4;30;4;30;12;;;;;;;;;;;;
36,1111;0;0,722222222;0,04;4;50;4;30;12;;;;;;;;;;;;
36,25;0;0,725;0,02;4;10;12;30;12;;;;;;;;;;;;
36,25;0;0,725;0,02;4;10;12;50;12;;;;;;;;;;;;
36,25;0;0,725;0,03;4;10;12;30;12;;;;;;;;;;;;
36,25;0;0,725;0,03;4;10;12;50;12;;;;;;;;;;;;
36,25;0;0,725;0,03;8;10;4;10;8;;;;;;;;;;;;
36,25;0;0,725;0,04;8;30;4;10;8;;;;;;;;;;;;
36,25;0;0,725;0,04;8;50;4;10;8;;;;;;;;;;;;
36,25;0;0,725;0,04;12;30;4;10;8;;;;;;;;;;;;
36,25;0;0,725;0,04;12;50;4;10;8;;;;;;;;;;;;
36,3889;0;0,727777778;0,02;4;10;8;50;12;;;;;;;;;;;;
36,3889;0;0,727777778;0,02;4;30;12;10;8;;;;;;;;;;;;
36,3889;0;0,727777778;0,02;4;50;12;10;8;;;;;;;;;;;;
36,3889;0;0,727777778;0,02;12;30;12;10;12;;;;;;;;;;;;
36,3889;0;0,727777778;0,02;12;50;12;10;12;;;;;;;;;;;;
36,3889;0;0,727777778;0,03;4;10;8;50;12;;;;;;;;;;;;
36,3889;0;0,727777778;0,03;12;30;12;10;12;;;;;;;;;;;;
36,3889;0;0,727777778;0,03;12;50;12;10;12;;;;;;;;;;;;
36,3889;0;0,727777778;0,04;4;10;12;30;12;;;;;;;;;;;;
36,3889;0;0,727777778;0,04;4;10;12;50;12;;;;;;;;;;;;
36,3889;0;0,727777778;0,04;12;30;12;10;12;;;;;;;;;;;;
36,3889;0;0,727777778;0,04;12;50;12;10;12;;;;;;;;;;;;
36,5278;0;0,730555556;0,02;4;10;8;30;12;;;;;;;;;;;;
36,5278;0;0,730555556;0,02;4;10;12;10;8;;;;;;;;;;;;
36,5278;0;0,730555556;0,02;12;10;12;10;12;;;;;;;;;;;;
36,5278;0;0,730555556;0,02;12;30;8;10;12;;;;;;;;;;;;
36,5278;0;0,730555556;0,02;12;50;8;10;12;;;;;;;;;;;;
36,5278;0;0,730555556;0,03;4;10;8;30;12;;;;;;;;;;;;
36,5278;0;0,730555556;0,03;12;10;12;10;12;;;;;;;;;;;;
36,5278;0;0,730555556;0,03;12;30;8;10;12;;;;;;;;;;;;
36,5278;0;0,730555556;0,03;12;50;8;10;12;;;;;;;;;;;;
36,5278;0;0,730555556;0,04;4;10;4;10;4;;;;;;;;;;;;
36,5278;0;0,730555556;0,04;4;30;4;10;4;;;;;;;;;;;;
36,5278;0;0,730555556;0,04;4;50;4;10;4;;;;;;;;;;;;
36,5278;0;0,730555556;0,04;8;10;4;10;8;;;;;;;;;;;;
36,5278;0;0,730555556;0,04;12;10;4;10;8;;;;;;;;;;;;
36,5278;0;0,730555556;0,04;12;10;12;10;12;;;;;;;;;;;;
36,5278;0;0,730555556;0,04;12;30;8;10;12;;;;;;;;;;;;
36,5278;0;0,730555556;0,04;12;50;8;10;12;;;;;;;;;;;;
36,6667;0;0,733333333;0,02;4;30;8;10;8;;;;;;;;;;;;
36,6667;0;0,733333333;0,02;4;50;8;10;8;;;;;;;;;;;;
36,6667;0;0,733333333;0,02;12;10;8;10;12;;;;;;;;;;;;
36,6667;0;0,733333333;0,03;4;10;12;10;8;;;;;;;;;;;;
36,6667;0;0,733333333;0,03;4;30;12;10;8;;;;;;;;;;;;
36,6667;0;0,733333333;0,03;4;50;12;10;8;;;;;;;;;;;;
36,6667;0;0,733333333;0,03;12;10;8;10;12;;;;;;;;;;;;
36,6667;0;0,733333333;0,04;4;10;8;50;12;;;;;;;;;;;;
36,6667;0;0,733333333;0,04;12;10;8;10;12;;;;;;;;;;;;
36,8056;0;0,736111111;0,02;4;10;8;10;8;;;;;;;;;;;;
36,8056;0;0,736111111;0,02;8;30;12;10;12;;;;;;;;;;;;
36,8056;0;0,736111111;0,02;8;50;12;10;12;;;;;;;;;;;;
36,8056;0;0,736111111;0,03;8;30;12;10;12;;;;;;;;;;;;
36,8056;0;0,736111111;0,03;8;50;12;10;12;;;;;;;;;;;;
36,8056;0;0,736111111;0,04;4;10;8;30;12;;;;;;;;;;;;
36,9444;0;0,738888889;0,02;4;10;4;50;12;;;;;;;;;;;;
36,9444;0;0,738888889;0,02;8;10;12;10;12;;;;;;;;;;;;
36,9444;0;0,738888889;0,02;8;30;8;10;12;;;;;;;;;;;;
36,9444;0;0,738888889;0,02;8;50;8;10;12;;;;;;;;;;;;
36,9444;0;0,738888889;0,03;4;10;4;50;12;;;;;;;;;;;;
36,9444;0;0,738888889;0,03;4;10;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,03;4;30;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,03;4;50;8;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,03;8;10;12;10;12;;;;;;;;;;;;
36,9444;0;0,738888889;0,03;8;30;8;10;12;;;;;;;;;;;;
36,9444;0;0,738888889;0,03;8;50;8;10;12;;;;;;;;;;;;
36,9444;0;0,738888889;0,04;4;10;12;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,04;4;30;12;10;8;;;;;;;;;;;;
36,9444;0;0,738888889;0,04;4;50;12;10;8;;;;;;;;;;;;
37,0833;0;0,741666667;0,04;4;10;4;50;12;;;;;;;;;;;;
37,0833;0;0,741666667;0,04;4;10;8;10;8;;;;;;;;;;;;
37,0833;0;0,741666667;0,04;4;30;8;10;8;;;;;;;;;;;;
37,0833;0;0,741666667;0,04;4;50;8;10;8;;;;;;;;;;;;
37,0833;0;0,741666667;0,04;8;10;12;10;12;;;;;;;;;;;;
37,0833;0;0,741666667;0,04;8;30;12;10;12;;;;;;;;;;;;
37,0833;0;0,741666667;0,04;8;50;12;10;12;;;;;;;;;;;;
37,2222;0;0,744444444;0,02;4;10;4;10;8;;;;;;;;;;;;
37,2222;0;0,744444444;0,02;4;30;4;10;8;;;;;;;;;;;;
37,2222;0;0,744444444;0,02;4;50;4;10;8;;;;;;;;;;;;
37,2222;0;0,744444444;0,02;8;10;8;10;12;;;;;;;;;;;;
37,2222;0;0,744444444;0,03;8;10;8;10;12;;;;;;;;;;;;
37,2222;0;0,744444444;0,04;8;30;8;10;12;;;;;;;;;;;;
37,2222;0;0,744444444;0,04;8;50;8;10;12;;;;;;;;;;;;
37,3611;0;0,747222222;0,02;4;10;4;30;12;;;;;;;;;;;;
37,3611;0;0,747222222;0,03;4;10;4;10;8;;;;;;;;;;;;
37,3611;0;0,747222222;0,03;4;10;4;30;12;;;;;;;;;;;;
37,3611;0;0,747222222;0,03;4;30;4;10;8;;;;;;;;;;;;
37,3611;0;0,747222222;0,03;4;50;4;10;8;;;;;;;;;;;;
37,3611;0;0,747222222;0,04;4;10;4;30;12;;;;;;;;;;;;
37,3611;0;0,747222222;0,04;8;10;8;10;12;;;;;;;;;;;;
37,7778;0;0,755555556;0,04;4;10;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,04;4;30;4;10;8;;;;;;;;;;;;
37,7778;0;0,755555556;0,04;4;50;4;10;8;;;;;;;;;;;;
38,1944;0;0,763888889;0,02;4;10;8;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,02;4;10;12;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,02;4;30;8;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,02;4;30;12;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,02;4;50;8;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,02;4;50;12;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,02;12;10;4;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,02;12;30;4;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,02;12;50;4;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,03;4;10;8;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,03;4;10;12;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,03;4;30;8;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,03;4;30;12;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,03;4;50;8;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,03;4;50;12;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,03;12;10;4;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,03;12;30;4;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,03;12;50;4;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;10;8;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;10;12;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;30;8;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;30;12;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;50;8;10;12;;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;50;12;10;12;;;;;;;;;;;;
38,3333;0;0,766666667;0,02;8;10;4;10;12;;;;;;;;;;;;
38,3333;0;0,766666667;0,02;8;30;4;10;12;;;;;;;;;;;;
38,3333;0;0,766666667;0,02;8;50;4;10;12;;;;;;;;;;;;
38,3333;0;0,766666667;0,03;8;10;4;10;12;;;;;;;;;;;;
38,3333;0;0,766666667;0,03;8;30;4;10;12;;;;;;;;;;;;
38,3333;0;0,766666667;0,03;8;50;4;10;12;;;;;;;;;;;;
38,3333;0;0,766666667;0,04;8;10;4;10;12;;;;;;;;;;;;
38,3333;0;0,766666667;0,04;8;30;4;10;12;;;;;;;;;;;;
38,3333;0;0,766666667;0,04;8;50;4;10;12;;;;;;;;;;;;
38,3333;0;0,766666667;0,04;12;10;4;10;12;;;;;;;;;;;;
38,3333;0;0,766666667;0,04;12;30;4;10;12;;;;;;;;;;;;
38,3333;0;0,766666667;0,04;12;50;4;10;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,02;4;10;4;10;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,02;4;30;4;10;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,02;4;50;4;10;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,03;4;10;4;10;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,03;4;30;4;10;12;;;;;;;;;;;;
38,6111;0;0,772222222;0,03;4;50;4;10;12;;;;;;;;;;;;
38,75;0;0,775;0,04;4;10;4;10;12;;;;;;;;;;;;
38,75;0;0,775;0,04;4;30;4;10;12;;;;;;;;;;;;
38,75;0;0,775;0,04;4;50;4;10;12;;;;;;;;;;;;
7,7778;0,002777778;0,152777778;0,02;8;30;8;30;4;;;;;;;;;;;;
7,9167;0,002777778;0,155555556;0,02;12;10;12;30;4;;;;;;;;;;;;
8,1944;0,002777778;0,161111111;0,03;8;30;12;30;4;;;;;;;;;;;;
8,1944;0,002777778;0,161111111;0,03;8;50;12;30;4;;;;;;;;;;;;
8,1944;0,002777778;0,161111111;0,04;8;30;12;50;4;;;;;;;;;;;;
8,1944;0,002777778;0,161111111;0,04;8;50;12;50;4;;;;;;;;;;;;
8,75;0,002777778;0,172222222;0,02;12;10;8;50;4;;;;;;;;;;;;
9,1667;0,002777778;0,180555556;0,03;8;30;8;30;4;;;;;;;;;;;;
9,1667;0,002777778;0,180555556;0,03;8;50;8;30;4;;;;;;;;;;;;
9,1667;0,002777778;0,180555556;0,03;12;50;12;50;8;;;;;;;;;;;;
9,3056;0,002777778;0,183333333;0,03;12;30;12;50;8;;;;;;;;;;;;
9,3056;0,002777778;0,183333333;0,04;8;30;8;50;4;;;;;;;;;;;;
9,3056;0,002777778;0,183333333;0,04;8;50;8;50;4;;;;;;;;;;;;
9,4444;0,002777778;0,186111111;0,02;8;10;12;50;4;;;;;;;;;;;;
9,4444;0,002777778;0,186111111;0,04;12;10;12;50;4;;;;;;;;;;;;
9,5833;0,002777778;0,188888889;0,04;12;50;12;50;8;;;;;;;;;;;;
9,7222;0,002777778;0,191666667;0,04;12;30;12;50;8;;;;;;;;;;;;
10,6944;0,002777778;0,211111111;0,02;12;50;8;50;8;;;;;;;;;;;;
10,6944;0,002777778;0,211111111;0,03;12;50;8;50;8;;;;;;;;;;;;
10,8333;0,002777778;0,213888889;0,02;12;30;8;50;8;;;;;;;;;;;;
10,8333;0,002777778;0,213888889;0,03;12;30;12;30;8;;;;;;;;;;;;
10,8333;0,002777778;0,213888889;0,03;12;50;12;30;8;;;;;;;;;;;;
10,9722;0,002777778;0,216666667;0,03;12;30;8;50;8;;;;;;;;;;;;
11,1111;0,002777778;0,219444444;0,04;12;50;8;50;8;;;;;;;;;;;;
11,25;0,002777778;0,222222222;0,04;12;30;8;50;8;;;;;;;;;;;;
12,2222;0,002777778;0,241666667;0,02;12;50;8;30;8;;;;;;;;;;;;
12,3611;0,002777778;0,244444444;0,02;12;30;8;30;8;;;;;;;;;;;;
12,5;0,002777778;0,247222222;0,03;12;30;8;30;8;;;;;;;;;;;;
12,5;0,002777778;0,247222222;0,03;12;50;8;30;8;;;;;;;;;;;;
12,9167;0,002777778;0,255555556;0,02;8;50;12;50;8;;;;;;;;;;;;
13,0556;0,002777778;0,258333333;0,02;8;30;12;50;8;;;;;;;;;;;;
14,0278;0,002777778;0,277777778;0,03;12;50;4;50;4;;;;;;;;;;;;
14,1667;0,002777778;0,280555556;0,03;12;30;4;50;4;;;;;;;;;;;;
15;0,002777778;0,297222222;0,02;8;30;12;30;8;;;;;;;;;;;;
15;0,002777778;0,297222222;0,02;8;50;12;30;8;;;;;;;;;;;;
15,5556;0,002777778;0,308333333;0,02;12;10;12;50;8;;;;;;;;;;;;
15,9722;0,002777778;0,316666667;0,03;12;10;12;50;8;;;;;;;;;;;;
16,1111;0,002777778;0,319444444;0,03;8;30;4;50;4;;;;;;;;;;;;
16,1111;0,002777778;0,319444444;0,03;8;50;4;50;4;;;;;;;;;;;;
17,9167;0,002777778;0,355555556;0,02;12;10;8;50;8;;;;;;;;;;;;
17,9167;0,002777778;0,355555556;0,03;12;10;8;50;8;;;;;;;;;;;;
5,6944;0,005555556;0,108333333;0,02;12;30;8;30;4;;;;;;;;;;;;
5,9722;0,005555556;0,113888889;0,03;8;50;12;50;4;;;;;;;;;;;;
6,1111;0,005555556;0,116666667;0,03;8;30;12;50;4;;;;;;;;;;;;
6,9444;0,005555556;0,133333333;0,02;8;30;12;30;4;;;;;;;;;;;;
7,0833;0,005555556;0,136111111;0,03;12;50;8;30;4;;;;;;;;;;;;
7,2222;0,005555556;0,138888889;0,03;12;30;8;30;4;;;;;;;;;;;;
7,3611;0,005555556;0,141666667;0,04;12;30;12;30;4;;;;;;;;;;;;
7,3611;0,005555556;0,141666667;0,04;12;50;12;30;4;;;;;;;;;;;;
7,6389;0,005555556;0,147222222;0,03;12;10;12;50;4;;;;;;;;;;;;
7,7778;0,005555556;0,15;0,03;8;50;8;50;4;;;;;;;;;;;;
7,9167;0,005555556;0,152777778;0,02;8;50;8;30;4;;;;;;;;;;;;
7,9167;0,005555556;0,152777778;0,03;8;30;8;50;4;;;;;;;;;;;;
9,3056;0,005555556;0,180555556;0,02;12;50;12;50;8;;;;;;;;;;;;
9,4444;0,005555556;0,183333333;0,02;12;30;12;50;8;;;;;;;;;;;;
10,8333;0,005555556;0,211111111;0,02;12;30;12;30;8;;;;;;;;;;;;
10,8333;0,005555556;0,211111111;0,02;12;50;12;30;8;;;;;;;;;;;;
14,8611;0,005555556;0,291666667;0,02;8;30;4;50;4;;;;;;;;;;;;
14,8611;0,005555556;0,291666667;0,02;8;50;4;50;4;;;;;;;;;;;;
5,4167;0,008333333;0,1;0,02;12;50;8;30;4;;;;;;;;;;;;
