EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR;;;;;;;;
20,6944;0;0,413888889;0,012;10;40;2;;;;;;;;
20,6944;0;0,413888889;0,012;10;40;4;;;;;;;;
20,6944;0;0,413888889;0,012;10;40;6;;EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR
20,6944;0;0,413888889;0,012;10;40;8;;20,6944;0;0,413888889;0,012;10;50;6
20,6944;0;0,413888889;0,012;10;50;2;;;;;;;;
20,6944;0;0,413888889;0,012;10;50;4;;;;;;;;
20,6944;0;0,413888889;0,012;10;50;6;;Matches;total;345600;;;;
20,6944;0;0,413888889;0,012;10;50;8;;1907;;;;;;
20,6944;0;0,413888889;0,012;10;60;2;;;;;;;;
20,6944;0;0,413888889;0,012;10;60;4;;0,00551794;;;;;;
20,6944;0;0,413888889;0,012;10;60;6;;;;;;;;
20,6944;0;0,413888889;0,012;10;60;8;;;;;;;;
20,8333;0;0,416666667;0,012;10;40;10;;;;;;;;
20,8333;0;0,416666667;0,012;10;50;10;;;;;;;;
20,8333;0;0,416666667;0,012;10;60;10;;;;;;;;
20,9722;0;0,419444444;0,012;10;30;2;;;;;;;;
20,9722;0;0,419444444;0,012;10;30;4;;;;;;;;
20,9722;0;0,419444444;0,012;10;30;6;;;;;;;;
20,9722;0;0,419444444;0,012;10;30;8;;;;;;;;
21,1111;0;0,422222222;0,012;10;30;10;;;;;;;;
21,3889;0;0,427777778;0,012;10;20;2;;;;;;;;
21,3889;0;0,427777778;0,012;10;20;4;;;;;;;;
21,3889;0;0,427777778;0,012;10;20;6;;;;;;;;
21,3889;0;0,427777778;0,012;10;20;8;;;;;;;;
21,5278;0;0,430555556;0,012;10;20;10;;;;;;;;
24,0278;0;0,480555556;0,016;10;40;2;;;;;;;;
24,0278;0;0,480555556;0,016;10;40;4;;;;;;;;
24,0278;0;0,480555556;0,016;10;40;6;;;;;;;;
24,0278;0;0,480555556;0,016;10;40;8;;;;;;;;
24,0278;0;0,480555556;0,016;10;50;2;;;;;;;;
24,0278;0;0,480555556;0,016;10;50;4;;;;;;;;
24,0278;0;0,480555556;0,016;10;50;6;;;;;;;;
24,0278;0;0,480555556;0,016;10;50;8;;;;;;;;
24,0278;0;0,480555556;0,016;10;60;2;;;;;;;;
24,0278;0;0,480555556;0,016;10;60;4;;;;;;;;
24,0278;0;0,480555556;0,016;10;60;6;;;;;;;;
24,0278;0;0,480555556;0,016;10;60;8;;;;;;;;
24,1667;0;0,483333333;0,016;10;30;2;;;;;;;;
24,1667;0;0,483333333;0,016;10;30;4;;;;;;;;
24,1667;0;0,483333333;0,016;10;30;6;;;;;;;;
24,1667;0;0,483333333;0,016;10;30;8;;;;;;;;
24,1667;0;0,483333333;0,016;10;40;10;;;;;;;;
24,1667;0;0,483333333;0,016;10;50;10;;;;;;;;
24,1667;0;0,483333333;0,016;10;60;10;;;;;;;;
24,3056;0;0,486111111;0,016;10;30;10;;;;;;;;
24,8611;0;0,497222222;0,016;10;20;2;;;;;;;;
24,8611;0;0,497222222;0,016;10;20;4;;;;;;;;
24,8611;0;0,497222222;0,016;10;20;6;;;;;;;;
24,8611;0;0,497222222;0,016;10;20;8;;;;;;;;
