EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;;
22,3611;0,022222222;0,425;0,4;8;50;;;;;;;;
24,7222;0,022222222;0,472222222;0,3;4;40;;;;;;;;
20,9722;0,025;0,394444444;0,4;10;40;;;;;;;;
18,8889;0,030555556;0,347222222;0,2;4;20;;;;;;;;
18,0556;0,033333333;0,327777778;0,2;12;10;;;;;;;;
24,8611;0,036111111;0,461111111;0,3;4;50;;;;;;;;
16,25;0,038888889;0,286111111;0,3;12;20;;;;;;;;
24,7222;0,038888889;0,455555556;0,3;4;60;;;;;;;;
19,1667;0,041666667;0,341666667;0,4;12;40;;;;;;;;
22,9167;0,041666667;0,416666667;0,4;8;60;;;;;;;;
17,9167;0,044444444;0,313888889;0,3;8;30;;;;;;;;
18,8889;0,044444444;0,333333333;0,3;6;40;;;;;;;;
21,1111;0,047222222;0,375;0,4;10;50;;;;;;;;
15,8333;0,052777778;0,263888889;0,2;6;20;;;;;;;;
15,8333;0,061111111;0,255555556;0,3;10;30;;;;;;;;
21,3889;0,061111111;0,366666667;0,4;10;60;;;;;;;;
18,8889;0,066666667;0,311111111;0,3;6;50;;;;;;;;
17,0833;0,072222222;0,269444444;0,2;4;30;;;;;;;;
17,7778;0,077777778;0,277777778;0,3;8;40;;;;;;;;
20,2778;0,083333333;0,322222222;0,4;12;50;;;;;;;;
19,4444;0,091666667;0,297222222;0,3;6;60;;;;;;;;
14,8611;0,094444444;0,202777778;0,2;8;20;;;;;;;;
19,5833;0,094444444;0,297222222;0,4;12;60;;;;;;;;
16,5278;0,108333333;0,222222222;0,3;12;30;;;;;;;;
17,2222;0,122222222;0,222222222;0,3;10;40;;;;;;;;
14,1667;0,125;0,158333333;0,2;10;20;;;;;;;;
17,7778;0,125;0,230555556;0,2;4;40;;;;;;;;
20,1389;0,130555556;0,272222222;0,1;4;10;;;;;;;;
18,75;0,136111111;0,238888889;0,3;8;50;;;;;;;;
16,9444;0,138888889;0,2;0,2;6;30;;;;;;;;
16,6667;0,152777778;0,180555556;0,1;6;10;;;;;;;;
18,1944;0,161111111;0,202777778;0,3;10;50;;;;;;;;
19,5833;0,166666667;0,225;0,3;8;60;;;;;;;;
15,2778;0,172222222;0,133333333;0,2;12;20;;;;;;;;
19,0278;0,172222222;0,208333333;0,2;4;50;;;;;;;;
