EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;
15,1389;0;0,302777778;0,2;6;10;;;;;;;
17,6389;0;0,352777778;0,3;4;40;;EER;FMR;FNMR;THR;GDTHR;GAngTHR
18,0556;0;0,361111111;0,2;4;10;;15,1389;0;0,302777778;0,2;6;10
19,0278;0;0,380555556;0,3;4;30;;;;;;;
19,1667;0;0,383333333;0,3;10;10;;Matches;total;129600;;;
19,3056;0;0,386111111;0,3;12;10;;1968;;;;;
20,1389;0;0,402777778;0,3;8;10;;;;;;;
20,9722;0;0,419444444;0,3;4;20;;;0,015185185;;;;
22,0833;0;0,441666667;0,4;8;20;;;;;;;
23,0556;0;0,461111111;0,5;12;40;;;;;;;
23,1944;0;0,463888889;0,3;6;10;;;;;;;
23,1944;0;0,463888889;0,4;6;30;;;;;;;
24,0278;0;0,480555556;0,4;6;20;;;;;;;
24,5833;0;0,491666667;0,5;12;30;;;;;;;
25;0;0,5;0,5;8;50;;;;;;;
25;0;0,5;0,5;8;60;;;;;;;
25,2778;0;0,505555556;0,5;8;40;;;;;;;
25,5556;0;0,511111111;0,5;10;30;;;;;;;
25,8333;0;0,516666667;0,4;12;10;;;;;;;
26,3889;0;0,527777778;0,4;10;10;;;;;;;
26,3889;0;0,527777778;0,5;12;20;;;;;;;
26,5278;0;0,530555556;0,5;8;30;;;;;;;
26,8056;0;0,536111111;0,3;4;10;;;;;;;
26,8056;0;0,536111111;0,4;4;60;;;;;;;
26,9444;0;0,538888889;0,4;4;40;;;;;;;
26,9444;0;0,538888889;0,4;4;50;;;;;;;
27,0833;0;0,541666667;0,5;10;20;;;;;;;
27,3611;0;0,547222222;0,4;4;30;;;;;;;
27,5;0;0,55;0,4;8;10;;;;;;;
27,6389;0;0,552777778;0,5;8;20;;;;;;;
27,9167;0;0,558333333;0,5;6;60;;;;;;;
28,0556;0;0,561111111;0,4;4;20;;;;;;;
28,0556;0;0,561111111;0,5;6;40;;;;;;;
28,1944;0;0,563888889;0,5;6;50;;;;;;;
28,1944;0;0,563888889;0,6;12;60;;;;;;;
28,3333;0;0,566666667;0,6;12;50;;;;;;;
28,4722;0;0,569444444;0,5;6;30;;;;;;;
28,6111;0;0,572222222;0,6;12;40;;;;;;;
29,1667;0;0,583333333;0,5;6;20;;;;;;;
29,1667;0;0,583333333;0,6;12;30;;;;;;;
29,3056;0;0,586111111;0,6;10;60;;;;;;;
29,4444;0;0,588888889;0,4;6;10;;;;;;;
29,4444;0;0,588888889;0,6;10;40;;;;;;;
29,4444;0;0,588888889;0,6;10;50;;;;;;;
29,7222;0;0,594444444;0,6;10;30;;;;;;;
29,8611;0;0,597222222;0,6;8;60;;;;;;;
30;0;0,6;0,6;8;50;;;;;;;
30,1389;0;0,602777778;0,6;8;40;;;;;;;
30,6944;0;0,613888889;0,5;4;60;;;;;;;
30,6944;0;0,613888889;0,6;12;20;;;;;;;
30,8333;0;0,616666667;0,6;8;30;;;;;;;
30,9722;0;0,619444444;0,5;4;40;;;;;;;
30,9722;0;0,619444444;0,5;4;50;;;;;;;
31,1111;0;0,622222222;0,6;10;20;;;;;;;
31,5278;0;0,630555556;0,5;12;10;;;;;;;
31,5278;0;0,630555556;0,5;4;30;;;;;;;
32,3611;0;0,647222222;0,6;8;20;;;;;;;
32,5;0;0,65;0,5;10;10;;;;;;;
32,5;0;0,65;0,5;4;20;;;;;;;
32,5;0;0,65;0,6;6;40;;;;;;;
32,6389;0;0,652777778;0,5;8;10;;;;;;;
32,7778;0;0,655555556;0,4;4;10;;;;;;;
32,7778;0;0,655555556;0,6;6;30;;;;;;;
32,7778;0;0,655555556;0,6;6;50;;;;;;;
32,7778;0;0,655555556;0,6;6;60;;;;;;;
33,6111;0;0,672222222;0,6;6;20;;;;;;;
34,0278;0;0,680555556;0,5;6;10;;;;;;;
34,3056;0;0,686111111;0,6;4;60;;;;;;;
34,7222;0;0,694444444;0,6;4;50;;;;;;;
35;0;0,7;0,6;4;40;;;;;;;
35,2778;0;0,705555556;0,6;4;30;;;;;;;
35,6944;0;0,713888889;0,5;4;10;;;;;;;
35,6944;0;0,713888889;0,6;12;10;;;;;;;
35,8333;0;0,716666667;0,6;4;20;;;;;;;
36,25;0;0,725;0,6;10;10;;;;;;;
36,3889;0;0,727777778;0,6;8;10;;;;;;;
37,0833;0;0,741666667;0,6;6;10;;;;;;;
37,9167;0;0,758333333;0,6;4;10;;;;;;;
13,3333;0,002777778;0,263888889;0,2;4;20;;;;;;;
13,8889;0,002777778;0,275;0,2;8;10;;;;;;;
16,6667;0,002777778;0,330555556;0,3;6;20;;;;;;;
19,1667;0,002777778;0,380555556;0,4;12;20;;;;;;;
20,2778;0,002777778;0,402777778;0,4;8;30;;;;;;;
20,9722;0,002777778;0,416666667;0,4;10;20;;;;;;;
24,0278;0,002777778;0,477777778;0,5;10;50;;;;;;;
25;0,002777778;0,497222222;0,5;10;40;;;;;;;
13,0556;0,005555556;0,255555556;0,2;10;10;;;;;;;
14,8611;0,005555556;0,291666667;0,3;8;20;;;;;;;
17,9167;0,005555556;0,352777778;0,3;4;50;;;;;;;
18,6111;0,005555556;0,366666667;0,4;10;30;;;;;;;
20,8333;0,005555556;0,411111111;0,4;6;60;;;;;;;
21,6667;0,005555556;0,427777778;0,4;6;50;;;;;;;
22,5;0,005555556;0,444444444;0,4;6;40;;;;;;;
22,7778;0,005555556;0,45;0,5;12;50;;;;;;;
22,9167;0,005555556;0,452777778;0,5;12;60;;;;;;;
23,6111;0,005555556;0,466666667;0,5;10;60;;;;;;;
12,5;0,008333333;0,241666667;0,2;12;10;;;;;;;
15,1389;0,008333333;0,294444444;0,3;6;30;;;;;;;
17,9167;0,008333333;0,35;0,3;4;60;;;;;;;
19,1667;0,008333333;0,375;0,4;8;40;;;;;;;
14,7222;0,011111111;0,283333333;0,3;10;20;;;;;;;
16,3889;0,011111111;0,316666667;0,4;12;30;;;;;;;
18,1944;0,011111111;0,352777778;0,4;8;50;;;;;;;
13,1944;0,016666667;0,247222222;0,3;12;20;;;;;;;
17,6389;0,016666667;0,336111111;0,4;8;60;;;;;;;
14,3056;0,019444444;0,266666667;0,3;8;30;;;;;;;
14,5833;0,019444444;0,272222222;0,3;6;40;;;;;;;
17,3611;0,019444444;0,327777778;0,4;10;40;;;;;;;
14,0278;0,027777778;0,252777778;0,3;6;50;;;;;;;
16,1111;0,030555556;0,291666667;0,4;12;40;;;;;;;
16,6667;0,030555556;0,302777778;0,4;10;50;;;;;;;
11,3889;0,033333333;0,194444444;0,2;6;20;;;;;;;
12,5;0,033333333;0,216666667;0,2;4;30;;;;;;;
16,25;0,033333333;0,291666667;0,4;10;60;;;;;;;
13,75;0,038888889;0,236111111;0,3;6;60;;;;;;;
16,25;0,041666667;0,283333333;0,4;12;50;;;;;;;
16,25;0,044444444;0,280555556;0,4;12;60;;;;;;;
14,0278;0,055555556;0,225;0,3;8;40;;;;;;;
14,4444;0,055555556;0,233333333;0,3;10;30;;;;;;;
12,3611;0,058333333;0,188888889;0,2;4;40;;;;;;;
11,6667;0,063888889;0,169444444;0,1;4;10;;;;;;;
14,3056;0,075;0,211111111;0,3;8;50;;;;;;;
12,6389;0,083333333;0,169444444;0,2;8;20;;;;;;;
13,6111;0,088888889;0,183333333;0,2;4;50;;;;;;;
12,5;0,1;0,15;0,2;6;30;;;;;;;
14,0278;0,105555556;0,175;0,2;4;60;;;;;;;
15,9722;0,105555556;0,213888889;0,3;12;30;;;;;;;
15,2778;0,108333333;0,197222222;0,3;10;40;;;;;;;
15,2778;0,111111111;0,194444444;0,3;8;60;;;;;;;
13,1944;0,116666667;0,147222222;0,1;6;10;;;;;;;
14,0278;0,136111111;0,144444444;0,2;10;20;;;;;;;
16,3889;0,152777778;0,175;0,3;10;50;;;;;;;
16,6667;0,152777778;0,180555556;0,3;12;40;;;;;;;
15,9722;0,172222222;0,147222222;0,3;12;50;;;;;;;
15,4167;0,175;0,133333333;0,2;6;40;;;;;;;
14,5833;0,186111111;0,105555556;0,1;8;10;;;;;;;
15,8333;0,186111111;0,130555556;0,2;12;20;;;;;;;
17,6389;0,186111111;0,166666667;0,3;10;60;;;;;;;
16,6667;0,205555556;0,127777778;0,2;8;30;;;;;;;
17,7778;0,211111111;0,144444444;0,3;12;60;;;;;;;
