EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;
19,3056;0,052777778;0,333333333;0,1;4;10;;;;;;;
18,4722;0,097222222;0,272222222;0,1;6;10;;EER;FMR;FNMR;THR;GDTHR;GAngTHR
18,4722;0,138888889;0,230555556;0,1;8;10;;19,3056;0,052777778;0,333333333;0,1;4;10
17,9167;0,186111111;0,172222222;0,1;10;10;;;;;;;
18,8889;0,238888889;0,138888889;0,1;12;10;;;;;;;
20,2778;0,238888889;0,166666667;0,1;4;20;;Matches;total;129600;;;
21,9444;0,341666667;0,097222222;0,1;6;20;;2053;;;;;
26,3889;0,461111111;0,066666667;0,1;8;20;;;;;;;
29,4444;0,538888889;0,05;0,1;10;20;;;0,015841049;;;;
32,2222;0,608333333;0,036111111;0,1;12;20;;;;;;;
24,8611;0,402777778;0,094444444;0,1;4;30;;;;;;;
31,1111;0,569444444;0,052777778;0,1;6;30;;;;;;;
35,4167;0,672222222;0,036111111;0,1;8;30;;;;;;;
38,4722;0,744444444;0,025;0,1;10;30;;;;;;;
40,4167;0,791666667;0,016666667;0,1;12;30;;;;;;;
29,7222;0,525;0,069444444;0,1;4;40;;;;;;;
35,4167;0,672222222;0,036111111;0,1;6;40;;;;;;;
41,3889;0,805555556;0,022222222;0,1;8;40;;;;;;;
45,5556;0,897222222;0,013888889;0,1;10;40;;;;;;;
46,9444;0,933333333;0,005555556;0,1;12;40;;;;;;;
34,3056;0,633333333;0,052777778;0,1;4;50;;;;;;;
40,8333;0,797222222;0,019444444;0,1;6;50;;;;;;;
46,1111;0,905555556;0,016666667;0,1;8;50;;;;;;;
47,6389;0,947222222;0,005555556;0,1;10;50;;;;;;;
48,4722;0,966666667;0,002777778;0,1;12;50;;;;;;;
38,3333;0,716666667;0,05;0,1;4;60;;;;;;;
43,3333;0,852777778;0,013888889;0,1;6;60;;;;;;;
48,0556;0,952777778;0,008333333;0,1;8;60;;;;;;;
48,4722;0,969444444;0;0,1;10;60;;;;;;;
49,1667;0,983333333;0;0,1;12;60;;;;;;;
28,3333;0;0,566666667;0,2;4;10;;;;;;;
26,1111;0,005555556;0,516666667;0,2;6;10;;;;;;;
25;0,011111111;0,488888889;0,2;8;10;;;;;;;
22,7778;0,019444444;0,436111111;0,2;10;10;;;;;;;
20,8333;0,022222222;0,394444444;0,2;12;10;;;;;;;
22,5;0,011111111;0,438888889;0,2;4;20;;;;;;;
19,7222;0,044444444;0,35;0,2;6;20;;;;;;;
17,3611;0,066666667;0,280555556;0,2;8;20;;;;;;;
16,25;0,1;0,225;0,2;10;20;;;;;;;
16,9444;0,147222222;0,191666667;0,2;12;20;;;;;;;
20,6944;0,047222222;0,366666667;0,2;4;30;;;;;;;
18,6111;0,102777778;0,269444444;0,2;6;30;;;;;;;
16,8056;0,147222222;0,188888889;0,2;8;30;;;;;;;
18,6111;0,208333333;0,163888889;0,2;10;30;;;;;;;
19,4444;0,261111111;0,127777778;0,2;12;30;;;;;;;
20,1389;0,072222222;0,330555556;0,2;4;40;;;;;;;
19,4444;0,172222222;0,216666667;0,2;6;40;;;;;;;
19,7222;0,244444444;0,15;0,2;8;40;;;;;;;
22,0833;0,322222222;0,119444444;0,2;10;40;;;;;;;
24,5833;0,388888889;0,102777778;0,2;12;40;;;;;;;
19,8611;0,088888889;0,308333333;0,2;4;50;;;;;;;
19,8611;0,216666667;0,180555556;0,2;6;50;;;;;;;
23,75;0,344444444;0,130555556;0,2;8;50;;;;;;;
26,6667;0,430555556;0,102777778;0,2;10;50;;;;;;;
28,1944;0,475;0,088888889;0,2;12;50;;;;;;;
20,5556;0,122222222;0,288888889;0,2;4;60;;;;;;;
22,0833;0,277777778;0,163888889;0,2;6;60;;;;;;;
25,2778;0,380555556;0,125;0,2;8;60;;;;;;;
29,3056;0,502777778;0,083333333;0,2;10;60;;;;;;;
30,8333;0,558333333;0,058333333;0,2;12;60;;;;;;;
34,5833;0;0,691666667;0,3;4;10;;;;;;;
31,9444;0;0,638888889;0,3;6;10;;;;;;;
30,4167;0;0,608333333;0,3;8;10;;;;;;;
29,3056;0;0,586111111;0,3;10;10;;;;;;;
28,75;0;0,575;0,3;12;10;;;;;;;
29,5833;0;0,591666667;0,3;4;20;;;;;;;
26,1111;0,002777778;0,519444444;0,3;6;20;;;;;;;
22,6389;0;0,452777778;0,3;8;20;;;;;;;
21,1111;0,016666667;0,405555556;0,3;10;20;;;;;;;
19,4444;0,033333333;0,355555556;0,3;12;20;;;;;;;
27,9167;0;0,558333333;0,3;4;30;;;;;;;
23,6111;0,005555556;0,466666667;0,3;6;30;;;;;;;
20;0,013888889;0,386111111;0,3;8;30;;;;;;;
18,4722;0,030555556;0,338888889;0,3;10;30;;;;;;;
19,7222;0,080555556;0,313888889;0,3;12;30;;;;;;;
27,3611;0,002777778;0,544444444;0,3;4;40;;;;;;;
22,5;0,022222222;0,427777778;0,3;6;40;;;;;;;
18,4722;0,038888889;0,330555556;0,3;8;40;;;;;;;
19,4444;0,1;0,288888889;0,3;10;40;;;;;;;
19,5833;0,147222222;0,244444444;0,3;12;40;;;;;;;
26,9444;0,008333333;0,530555556;0,3;4;50;;;;;;;
22,3611;0,033333333;0,413888889;0,3;6;50;;;;;;;
19,1667;0,072222222;0,311111111;0,3;8;50;;;;;;;
18,6111;0,133333333;0,238888889;0,3;10;50;;;;;;;
18,6111;0,161111111;0,211111111;0,3;12;50;;;;;;;
26,1111;0,005555556;0,516666667;0,3;4;60;;;;;;;
23,1944;0,055555556;0,408333333;0,3;6;60;;;;;;;
18,6111;0,083333333;0,288888889;0,3;8;60;;;;;;;
19,0278;0,152777778;0,227777778;0,3;10;60;;;;;;;
20,2778;0,202777778;0,202777778;0,3;12;60;;;;;;;
37,7778;0;0,755555556;0,4;4;10;;;;;;;
36,3889;0;0,727777778;0,4;6;10;;;;;;;
35,8333;0;0,716666667;0,4;8;10;;;;;;;
35,2778;0;0,705555556;0,4;10;10;;;;;;;
34,8611;0;0,697222222;0,4;12;10;;;;;;;
34,7222;0;0,694444444;0,4;4;20;;;;;;;
32,0833;0;0,641666667;0,4;6;20;;;;;;;
29,7222;0;0,594444444;0,4;8;20;;;;;;;
28,0556;0;0,561111111;0,4;10;20;;;;;;;
26,9444;0,002777778;0,536111111;0,4;12;20;;;;;;;
33,8889;0;0,677777778;0,4;4;30;;;;;;;
30,8333;0;0,616666667;0,4;6;30;;;;;;;
27,7778;0;0,555555556;0,4;8;30;;;;;;;
26,1111;0;0,522222222;0,4;10;30;;;;;;;
23,4722;0;0,469444444;0,4;12;30;;;;;;;
33,6111;0;0,672222222;0,4;4;40;;;;;;;
29,5833;0,005555556;0,586111111;0,4;6;40;;;;;;;
26,8056;0,008333333;0,527777778;0,4;8;40;;;;;;;
26,1111;0,019444444;0,502777778;0,4;10;40;;;;;;;
22,5;0,025;0,425;0,4;12;40;;;;;;;
33,0556;0;0,661111111;0,4;4;50;;;;;;;
29,3056;0,005555556;0,580555556;0,4;6;50;;;;;;;
25,6944;0,013888889;0,5;0,4;8;50;;;;;;;
24,5833;0,022222222;0,469444444;0,4;10;50;;;;;;;
22,2222;0,047222222;0,397222222;0,4;12;50;;;;;;;
32,6389;0;0,652777778;0,4;4;60;;;;;;;
