EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;
29,1667;0,008333333;0,575;0,4;6;60;;;;;;;
25,6944;0,016666667;0,497222222;0,4;8;60;;;;;;;
24,7222;0,038888889;0,455555556;0,4;10;60;;;;;;;
22,5;0,066666667;0,383333333;0,4;12;60;;;;;;;
38,4722;0;0,769444444;0,5;4;10;;;;;;;
38,3333;0;0,766666667;0,5;6;10;;;;;;;
38,0556;0;0,761111111;0,5;8;10;;;;;;;
37,9167;0;0,758333333;0,5;10;10;;;;;;;
37,7778;0;0,755555556;0,5;12;10;;;;;;;
37,5;0;0,75;0,5;4;20;;;;;;;
36,1111;0;0,722222222;0,5;6;20;;;;;;;
35,1389;0;0,702777778;0,5;8;20;;;;;;;
34,4444;0;0,688888889;0,5;10;20;;;;;;;
33,4722;0;0,669444444;0,5;12;20;;;;;;;
37,0833;0;0,741666667;0,5;4;30;;;;;;;
35,1389;0;0,702777778;0,5;6;30;;;;;;;
33,75;0;0,675;0,5;8;30;;;;;;;
32,7778;0;0,655555556;0,5;10;30;;;;;;;
31,25;0;0,625;0,5;12;30;;;;;;;
37,0833;0;0,741666667;0,5;4;40;;;;;;;
34,7222;0;0,694444444;0,5;6;40;;;;;;;
33,3333;0;0,666666667;0,5;8;40;;;;;;;
31,1111;0;0,622222222;0,5;10;40;;;;;;;
29,1667;0;0,583333333;0,5;12;40;;;;;;;
36,6667;0;0,733333333;0,5;4;50;;;;;;;
34,8611;0,002777778;0,694444444;0,5;6;50;;;;;;;
33,0556;0,002777778;0,658333333;0,5;8;50;;;;;;;
30,8333;0,002777778;0,613888889;0,5;10;50;;;;;;;
29,0278;0,005555556;0,575;0,5;12;50;;;;;;;
36,5278;0;0,730555556;0,5;4;60;;;;;;;
34,8611;0,005555556;0,691666667;0,5;6;60;;;;;;;
32,9167;0,002777778;0,655555556;0,5;8;60;;;;;;;
30,1389;0,005555556;0,597222222;0,5;10;60;;;;;;;
29,4444;0,008333333;0,580555556;0,5;12;60;;;;;;;
38,8889;0;0,777777778;0,6;4;10;;;;;;;
38,6111;0;0,772222222;0,6;6;10;;;;;;;
38,4722;0;0,769444444;0,6;8;10;;;;;;;
38,4722;0;0,769444444;0,6;10;10;;;;;;;
38,4722;0;0,769444444;0,6;12;10;;;;;;;
38,3333;0;0,766666667;0,6;4;20;;;;;;;
38,1944;0;0,763888889;0,6;6;20;;;;;;;
37,9167;0;0,758333333;0,6;8;20;;;;;;;
37,3611;0;0,747222222;0,6;10;20;;;;;;;
37,2222;0;0,744444444;0,6;12;20;;;;;;;
38,1944;0;0,763888889;0,6;4;30;;;;;;;
37,9167;0;0,758333333;0,6;6;30;;;;;;;
36,9444;0;0,738888889;0,6;8;30;;;;;;;
36,25;0;0,725;0,6;10;30;;;;;;;
35,9722;0;0,719444444;0,6;12;30;;;;;;;
38,1944;0;0,763888889;0,6;4;40;;;;;;;
37,5;0;0,75;0,6;6;40;;;;;;;
37,0833;0;0,741666667;0,6;8;40;;;;;;;
36,25;0;0,725;0,6;10;40;;;;;;;
35,2778;0;0,705555556;0,6;12;40;;;;;;;
38,1944;0;0,763888889;0,6;4;50;;;;;;;
37,6389;0,002777778;0,75;0,6;6;50;;;;;;;
36,9444;0,002777778;0,736111111;0,6;8;50;;;;;;;
36,25;0,002777778;0,722222222;0,6;10;50;;;;;;;
35,5556;0,002777778;0,708333333;0,6;12;50;;;;;;;
38,1944;0;0,763888889;0,6;4;60;;;;;;;
37,5;0,002777778;0,747222222;0,6;6;60;;;;;;;
36,8056;0,002777778;0,733333333;0,6;8;60;;;;;;;
36,1111;0,002777778;0,719444444;0,6;10;60;;;;;;;
35,6944;0,002777778;0,711111111;0,6;12;60;;;;;;;
Matches;total;129600;;;;;;;;;;
2053;;;;;;;;;;;;
