EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;
46,1111;0,888888889;0,033333333;0,3;10;60;;;;;;;
46,1111;0,894444444;0,027777778;0,1;8;30;;;;;;;
46,6667;0,897222222;0,036111111;0,2;8;50;;;;;;;
46,8056;0,9;0,036111111;0,2;12;40;;;;;;;
47,2222;0,911111111;0,033333333;0,2;6;60;;;;;;;
47,2222;0,922222222;0,022222222;0,1;10;30;;;;;;;
47,9167;0,927777778;0,030555556;0,3;12;60;;;;;;;
48,0556;0,936111111;0,025;0,1;4;50;;;;;;;
48,4722;0,941666667;0,027777778;0,1;6;40;;;;;;;
48,3333;0,944444444;0,022222222;0,1;12;30;;;;;;;
49,0278;0,952777778;0,027777778;0,2;8;60;;;;;;;
49,3056;0,958333333;0,027777778;0,2;10;50;;;;;;;
49,4444;0,966666667;0,022222222;0,1;8;40;;;;;;;
49,4444;0,966666667;0,022222222;0,1;6;50;;;;;;;
49,4444;0,969444444;0,019444444;0,1;4;60;;;;;;;
49,7222;0,972222222;0,022222222;0,2;12;50;;;;;;;
49,8611;0,975;0,022222222;0,1;10;40;;;;;;;
49,8611;0,977777778;0,019444444;0,1;6;60;;;;;;;
50;0,977777778;0,022222222;0,2;12;60;;;;;;;
50,1389;0,977777778;0,025;0,2;10;60;;;;;;;
50;0,980555556;0,019444444;0,1;12;40;;;;;;;
50;0,980555556;0,019444444;0,1;8;50;;;;;;;
50;0,980555556;0,019444444;0,1;10;50;;;;;;;
50,1389;0,983333333;0,019444444;0,1;12;50;;;;;;;
50,1389;0,983333333;0,019444444;0,1;8;60;;;;;;;
50,1389;0,983333333;0,019444444;0,1;10;60;;;;;;;
50,1389;0,983333333;0,019444444;0,1;12;60;;;;;;;
Matches;total;129600;;;;;;;;;;
1071;;;;;;;;;;;;
