EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;
32,2222;0;0,644444444;0,4;6;20;;;;;;;
32,2222;0;0,644444444;0,5;10;20;;EER;FMR;FNMR;THR;GDTHR;GAngTHR
32,5;0;0,65;0,6;10;30;;32,2222;0;0,644444444;0,4;6;20
32,6389;0;0,652777778;0,3;4;20;;;;;;;
33,0556;0;0,661111111;0,5;6;30;;;;;;;
33,6111;0;0,672222222;0,4;4;30;;Matches;total;129600;;;
33,75;0;0,675;0,5;8;20;;1071;;;;;
34,1667;0;0,683333333;0,6;8;30;;;;;;;
35;0;0,7;0,6;10;20;;;0,008263889;;;;
35,2778;0;0,705555556;0,5;6;20;;;;;;;
35,2778;0;0,705555556;0,6;6;40;;;;;;;
35,5556;0;0,711111111;0,4;4;20;;;;;;;
35,6944;0;0,713888889;0,3;6;10;;;;;;;
35,6944;0;0,713888889;0,5;4;40;;;;;;;
35,8333;0;0,716666667;0,4;12;10;;;;;;;
35,8333;0;0,716666667;0,6;6;30;;;;;;;
36,25;0;0,725;0,4;10;10;;;;;;;
36,6667;0;0,733333333;0,6;8;20;;;;;;;
36,8056;0;0,736111111;0,4;8;10;;;;;;;
37,3611;0;0,747222222;0,5;4;30;;;;;;;
37,5;0;0,75;0,3;4;10;;;;;;;
37,6389;0;0,752777778;0,4;6;10;;;;;;;
37,6389;0;0,752777778;0,5;12;10;;;;;;;
37,7778;0;0,755555556;0,5;4;20;;;;;;;
37,9167;0;0,758333333;0,6;6;20;;;;;;;
38,0556;0;0,761111111;0,5;8;10;;;;;;;
38,0556;0;0,761111111;0,5;10;10;;;;;;;
38,1944;0;0,763888889;0,4;4;10;;;;;;;
38,1944;0;0,763888889;0,6;4;50;;;;;;;
38,3333;0;0,766666667;0,6;10;10;;;;;;;
38,3333;0;0,766666667;0,6;12;10;;;;;;;
38,3333;0;0,766666667;0,6;4;30;;;;;;;
38,3333;0;0,766666667;0,6;4;40;;;;;;;
38,6111;0;0,772222222;0,5;6;10;;;;;;;
38,6111;0;0,772222222;0,6;4;20;;;;;;;
38,75;0;0,775;0,5;4;10;;;;;;;
38,75;0;0,775;0,6;6;10;;;;;;;
38,75;0;0,775;0,6;8;10;;;;;;;
38,8889;0;0,777777778;0,6;4;10;;;;;;;
30,1389;0,002777778;0,6;0,4;8;20;;;;;;;
30,5556;0,002777778;0,608333333;0,5;8;30;;;;;;;
30,8333;0,002777778;0,613888889;0,6;12;30;;;;;;;
31,1111;0,002777778;0,619444444;0,5;12;20;;;;;;;
31,8056;0,002777778;0,633333333;0,4;4;40;;;;;;;
32,7778;0,002777778;0,652777778;0,6;8;40;;;;;;;
34,3056;0,002777778;0,683333333;0,6;12;20;;;;;;;
34,5833;0,002777778;0,688888889;0,2;4;10;;;;;;;
34,5833;0,002777778;0,688888889;0,6;6;50;;;;;;;
27,7778;0,005555556;0,55;0,4;10;20;;;;;;;
30,4167;0,005555556;0,602777778;0,6;10;40;;;;;;;
34,8611;0,005555556;0,691666667;0,3;8;10;;;;;;;
35,4167;0,005555556;0,702777778;0,5;4;50;;;;;;;
37,7778;0,005555556;0,75;0,6;4;60;;;;;;;
28,8889;0,008333333;0,569444444;0,3;4;30;;;;;;;
29,0278;0,008333333;0,572222222;0,4;6;30;;;;;;;
32,2222;0,008333333;0,636111111;0,2;6;10;;;;;;;
32,6389;0,008333333;0,644444444;0,3;12;10;;;;;;;
34,0278;0,008333333;0,672222222;0,3;10;10;;;;;;;
25,2778;0,011111111;0,494444444;0,4;12;20;;;;;;;
28,0556;0,011111111;0,55;0,5;10;30;;;;;;;
32,3611;0,011111111;0,636111111;0,5;6;40;;;;;;;
27,6389;0,013888889;0,538888889;0,6;12;40;;;;;;;
33,8889;0,013888889;0,663888889;0,6;6;60;;;;;;;
35;0,013888889;0,686111111;0,5;4;60;;;;;;;
28,0556;0,016666667;0,544444444;0,5;8;40;;;;;;;
28,75;0,016666667;0,558333333;0,2;10;10;;;;;;;
28,75;0,016666667;0,558333333;0,3;6;20;;;;;;;
30,1389;0,016666667;0,586111111;0,2;8;10;;;;;;;
31,6667;0,016666667;0,616666667;0,6;8;50;;;;;;;
26,25;0,022222222;0,502777778;0,5;12;30;;;;;;;
24,7222;0,027777778;0,466666667;0,4;8;30;;;;;;;
27,3611;0,027777778;0,519444444;0,2;12;10;;;;;;;
27,0833;0,030555556;0,511111111;0,2;4;20;;;;;;;
30,8333;0,030555556;0,586111111;0,5;6;50;;;;;;;
25,1389;0,033333333;0,469444444;0,3;8;20;;;;;;;
29,3056;0,033333333;0,552777778;0,6;10;50;;;;;;;
31,5278;0,033333333;0,597222222;0,4;4;50;;;;;;;
30,9722;0,047222222;0,572222222;0,6;8;60;;;;;;;
27,5;0,05;0,5;0,4;6;40;;;;;;;
25,9722;0,058333333;0,461111111;0,5;10;40;;;;;;;
29,5833;0,063888889;0,527777778;0,5;6;60;;;;;;;
25,9722;0,066666667;0,452777778;0,6;12;50;;;;;;;
27,2222;0,066666667;0,477777778;0,3;4;40;;;;;;;
23,3333;0,075;0,391666667;0,3;10;20;;;;;;;
23,6111;0,075;0,397222222;0,4;10;30;;;;;;;
29,5833;0,077777778;0,513888889;0,4;4;60;;;;;;;
27,6389;0,080555556;0,472222222;0,5;8;50;;;;;;;
24,3056;0,091666667;0,394444444;0,3;6;30;;;;;;;
29,7222;0,091666667;0,502777778;0,1;4;10;;;;;;;
23,8889;0,094444444;0,383333333;0,5;12;40;;;;;;;
28,1944;0,094444444;0,469444444;0,6;10;60;;;;;;;
22,5;0,1;0,35;0,3;12;20;;;;;;;
24,1667;0,122222222;0,361111111;0,2;6;20;;;;;;;
23,3333;0,125;0,341666667;0,4;12;30;;;;;;;
25,1389;0,138888889;0,363888889;0,4;8;40;;;;;;;
27,2222;0,138888889;0,405555556;0,1;6;10;;;;;;;
25,5556;0,155555556;0,355555556;0,5;10;50;;;;;;;
27,6389;0,155555556;0,397222222;0,6;12;60;;;;;;;
28,1944;0,158333333;0,405555556;0,4;6;50;;;;;;;
25,2778;0,166666667;0,338888889;0,2;4;30;;;;;;;
27,2222;0,172222222;0,372222222;0,5;8;60;;;;;;;
25,2778;0,180555556;0,325;0,3;4;50;;;;;;;
27,0833;0,180555556;0,361111111;0,1;8;10;;;;;;;
23,6111;0,188888889;0,283333333;0,3;8;30;;;;;;;
24,1667;0,197222222;0,286111111;0,2;8;20;;;;;;;
24,0278;0,216666667;0,263888889;0,4;10;40;;;;;;;
25,6944;0,244444444;0,269444444;0,3;6;40;;;;;;;
26,3889;0,247222222;0,280555556;0,5;12;50;;;;;;;
28,75;0,261111111;0,313888889;0,1;10;10;;;;;;;
25,9722;0,275;0,244444444;0,2;10;20;;;;;;;
25,1389;0,280555556;0,222222222;0,3;10;30;;;;;;;
27,6389;0,286111111;0,266666667;0,5;10;60;;;;;;;
28,6111;0,291666667;0,280555556;0,4;6;60;;;;;;;
26,25;0,294444444;0,230555556;0,4;8;50;;;;;;;
25,1389;0,305555556;0,197222222;0,4;12;40;;;;;;;
29,3056;0,316666667;0,269444444;0,1;12;10;;;;;;;
27,2222;0,344444444;0,2;0,2;12;20;;;;;;;
29,5833;0,344444444;0,247222222;0,3;4;60;;;;;;;
25,8333;0,358333333;0,158333333;0,3;12;30;;;;;;;
27,3611;0,363888889;0,183333333;0,2;6;30;;;;;;;
28,8889;0,386111111;0,191666667;0,2;4;40;;;;;;;
30,2778;0,408333333;0,197222222;0,1;4;20;;;;;;;
27,6389;0,411111111;0,141666667;0,4;10;50;;;;;;;
28,4722;0,419444444;0,15;0,3;8;40;;;;;;;
30,5556;0,427777778;0,183333333;0,5;12;60;;;;;;;
28,3333;0,433333333;0,133333333;0,3;6;50;;;;;;;
30,9722;0,472222222;0,147222222;0,4;8;60;;;;;;;
31,3889;0,505555556;0,122222222;0,2;8;30;;;;;;;
30,9722;0,511111111;0,108333333;0,4;12;50;;;;;;;
32,5;0,538888889;0,111111111;0,1;6;20;;;;;;;
32,5;0,55;0,1;0,3;10;40;;;;;;;
33,6111;0,583333333;0,088888889;0,4;10;60;;;;;;;
34,4444;0,608333333;0,080555556;0,2;10;30;;;;;;;
35,9722;0,611111111;0,108333333;0,2;4;50;;;;;;;
35,9722;0,641666667;0,077777778;0,3;12;40;;;;;;;
36,5278;0,641666667;0,088888889;0,2;6;40;;;;;;;
36,5278;0,644444444;0,086111111;0,3;8;50;;;;;;;
36,1111;0,647222222;0,075;0,1;8;20;;;;;;;
36,9444;0,652777778;0,086111111;0,3;6;60;;;;;;;
38,75;0,697222222;0,077777778;0,1;4;30;;;;;;;
38,1944;0,702777778;0,061111111;0,4;12;60;;;;;;;
38,3333;0,702777778;0,063888889;0,2;12;30;;;;;;;
39,1667;0,727777778;0,055555556;0,1;10;20;;;;;;;
41,1111;0,755555556;0,066666667;0,2;4;60;;;;;;;
40,5556;0,766666667;0,044444444;0,3;10;50;;;;;;;
41,25;0,772222222;0,052777778;0,2;8;40;;;;;;;
40,8333;0,780555556;0,036111111;0,1;12;20;;;;;;;
42,5;0,8;0,05;0,3;8;60;;;;;;;
43,3333;0,819444444;0,047222222;0,2;6;50;;;;;;;
43,3333;0,827777778;0,038888889;0,1;6;30;;;;;;;
43,3333;0,833333333;0,033333333;0,3;12;50;;;;;;;
44,5833;0,852777778;0,038888889;0,2;10;40;;;;;;;
45,2778;0,858333333;0,047222222;0,1;4;40;;;;;;;
