EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;;;
34,7222;0;0,694444444;40;8;20;;;;;;;;;
35,2778;0;0,705555556;40;6;20;;;;;;;;;
35,5556;0;0,711111111;30;4;10;;;;;;;;;
35,9722;0;0,719444444;50;10;40;;;;;;;;;
36,1111;0;0,722222222;50;10;50;;;;;;;;;
36,1111;0;0,722222222;50;10;60;;;;;;;;;
36,25;0;0,725;40;4;50;;;;;;;;;
36,25;0;0,725;40;4;60;;;;;;;;;
36,5278;0;0,730555556;40;4;40;;;;;;;;;
36,5278;0;0,730555556;50;8;60;;;;;;;;;
36,6667;0;0,733333333;50;8;50;;;;;;;;;
36,8056;0;0,736111111;40;4;30;;;;;;;;;
36,8056;0;0,736111111;50;10;30;;;;;;;;;
36,8056;0;0,736111111;50;8;40;;;;;;;;;
37,0833;0;0,741666667;40;4;20;;;;;;;;;
37,0833;0;0,741666667;50;8;30;;;;;;;;;
37,0833;0;0,741666667;50;6;60;;;;;;;;;
37,2222;0;0,744444444;50;6;40;;;;;;;;;
37,2222;0;0,744444444;50;6;50;;;;;;;;;
37,3611;0;0,747222222;40;10;10;;;;;;;;;
37,3611;0;0,747222222;50;10;20;;;;;;;;;
37,3611;0;0,747222222;50;6;30;;;;;;;;;
37,5;0;0,75;40;8;10;;;;;;;;;
37,5;0;0,75;50;8;20;;;;;;;;;
37,7778;0;0,755555556;40;6;10;;;;;;;;;
37,7778;0;0,755555556;50;6;20;;;;;;;;;
37,9167;0;0,758333333;40;4;10;;;;;;;;;
37,9167;0;0,758333333;50;4;50;;;;;;;;;
37,9167;0;0,758333333;50;4;60;;;;;;;;;
38,0556;0;0,761111111;50;4;30;;;;;;;;;
38,0556;0;0,761111111;50;4;40;;;;;;;;;
38,0556;0;0,761111111;60;10;40;;;;;;;;;
38,1944;0;0,763888889;50;10;10;;;;;;;;;
38,1944;0;0,763888889;60;10;30;;;;;;;;;
38,1944;0;0,763888889;60;10;50;;;;;;;;;
38,1944;0;0,763888889;60;6;60;;;;;;;;;
38,1944;0;0,763888889;60;8;60;;;;;;;;;
38,1944;0;0,763888889;60;10;60;;;;;;;;;
38,3333;0;0,766666667;50;8;10;;;;;;;;;
38,3333;0;0,766666667;60;8;30;;;;;;;;;
38,3333;0;0,766666667;60;8;40;;;;;;;;;
38,3333;0;0,766666667;60;6;50;;;;;;;;;
38,3333;0;0,766666667;60;8;50;;;;;;;;;
38,4722;0;0,769444444;50;4;20;;;;;;;;;
38,4722;0;0,769444444;60;8;20;;;;;;;;;
38,4722;0;0,769444444;60;10;20;;;;;;;;;
38,4722;0;0,769444444;60;6;40;;;;;;;;;
38,6111;0;0,772222222;50;6;10;;;;;;;;;
38,6111;0;0,772222222;60;6;30;;;;;;;;;
38,6111;0;0,772222222;60;4;60;;;;;;;;;
38,75;0;0,775;50;4;10;;;;;;;;;
38,75;0;0,775;60;6;10;;;;;;;;;
38,75;0;0,775;60;8;10;;;;;;;;;
38,75;0;0,775;60;10;10;;;;;;;;;
38,75;0;0,775;60;4;20;;;;;;;;;
38,75;0;0,775;60;6;20;;;;;;;;;
38,75;0;0,775;60;4;30;;;;;;;;;
38,75;0;0,775;60;4;40;;;;;;;;;
38,75;0;0,775;60;4;50;;;;;;;;;
38,8889;0;0,777777778;60;4;10;;;;;;;;;
15,9722;0,002777778;0,316666667;20;6;40;;;;;;;;;
16,25;0,002777778;0,322222222;20;10;20;;;;;;;;;
21,1111;0,002777778;0,419444444;30;10;50;;;;;;;;;
15,4167;0,005555556;0,302777778;20;8;30;;;;;;;;;
16,1111;0,005555556;0,316666667;10;4;10;;;;;;;;;
19,1667;0,005555556;0,377777778;20;4;50;;;;;;;;;
20,4167;0,005555556;0,402777778;30;10;60;;;;;;;;;
14,3056;0,008333333;0,277777778;20;10;30;;;;;;;;;
18,75;0,008333333;0,366666667;20;4;60;;;;;;;;;
14,8611;0,011111111;0,286111111;10;6;10;;;;;;;;;
14,8611;0,011111111;0,286111111;20;8;40;;;;;;;;;
15,8333;0,011111111;0,305555556;20;6;50;;;;;;;;;
13,3333;0,016666667;0,25;20;10;40;;;;;;;;;
15,9722;0,019444444;0,3;20;6;60;;;;;;;;;
13,6111;0,022222222;0,25;10;10;10;;;;;;;;;
14,4444;0,022222222;0,266666667;10;8;10;;;;;;;;;
12,6389;0,030555556;0,222222222;10;4;20;;;;;;;;;
14,5833;0,030555556;0,261111111;20;8;50;;;;;;;;;
13,4722;0,047222222;0,222222222;20;10;50;;;;;;;;;
15,2778;0,058333333;0,247222222;20;8;60;;;;;;;;;
12,7778;0,075;0,180555556;10;6;20;;;;;;;;;
14,1667;0,077777778;0,205555556;20;10;60;;;;;;;;;
13,4722;0,088888889;0,180555556;10;4;30;;;;;;;;;
13,4722;0,113888889;0,155555556;10;8;20;;;;;;;;;
13,75;0,144444444;0,130555556;10;10;20;;;;;;;;;
16,5278;0,163888889;0,166666667;10;4;40;;;;;;;;;
16,5278;0,183333333;0,147222222;10;6;30;;;;;;;;;
17,3611;0,205555556;0,141666667;10;4;50;;;;;;;;;
19,5833;0,261111111;0,130555556;10;4;60;;;;;;;;;
19,5833;0,269444444;0,122222222;10;8;30;;;;;;;;;
20,1389;0,280555556;0,122222222;10;6;40;;;;;;;;;
20,6944;0,308333333;0,105555556;10;10;30;;;;;;;;;
22,6389;0,361111111;0,091666667;10;6;50;;;;;;;;;
23,6111;0,386111111;0,086111111;10;8;40;;;;;;;;;
25,5556;0,436111111;0,075;10;6;60;;;;;;;;;
25,6944;0,447222222;0,066666667;10;10;40;;;;;;;;;
28,3333;0,494444444;0,072222222;10;8;50;;;;;;;;;
32,0833;0,591666667;0,05;10;10;50;;;;;;;;;
33,75;0,611111111;0,063888889;10;8;60;;;;;;;;;
37,2222;0,713888889;0,030555556;10;10;60;;;;;;;;;
Matches;total;103680;;;;;;;;;;;;
321;;;;;;;;;;;;;;
