EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;;;
16,5278;0;0,330555556;20;6;30;;;;;;;;;
17,5;0;0,35;20;8;20;;;;EER;FMR;FNMR;THR;GDTHR;GAngTHR
18,8889;0;0,377777778;20;6;20;;;Maþiausias EER (FMR = 0);16,5278;0;0,330555556;20;6;30
19,3056;0;0,386111111;20;4;40;;;Maþiausias EER (FMR - bet koks);15,9722;0,002777778;0,316666667;20;6;40
20,2778;0;0,405555556;20;4;30;;;;;;;;;
21,6667;0;0,433333333;30;8;60;;;Matches;total;103680;;;;
21,9444;0;0,438888889;30;10;40;;;total;time;321;;;;
22,0833;0;0,441666667;20;10;10;;;;;;;;;
22,2222;0;0,444444444;20;4;20;;;avg time =;0,003096065;;;;;
22,6389;0;0,452777778;30;8;50;;;;;;;;;
22,9167;0;0,458333333;20;8;10;;;;;;;;;
23,6111;0;0,472222222;30;10;30;;;;;;;;;
24,7222;0;0,494444444;30;8;40;;;;;;;;;
25;0;0,5;20;6;10;;;;;;;;;
25,2778;0;0,505555556;30;8;30;;;;;;;;;
25,6944;0;0,513888889;30;6;60;;;;;;;;;
25,9722;0;0,519444444;30;6;50;;;;;;;;;
26,25;0;0,525;30;10;20;;;;;;;;;
26,5278;0;0,530555556;30;6;40;;;;;;;;;
27,0833;0;0,541666667;30;8;20;;;;;;;;;
27,9167;0;0,558333333;30;6;30;;;;;;;;;
28,75;0;0,575;30;6;20;;;;;;;;;
28,8889;0;0,577777778;20;4;10;;;;;;;;;
29,4444;0;0,588888889;30;4;60;;;;;;;;;
30;0;0,6;40;10;60;;;;;;;;;
30,4167;0;0,608333333;30;4;50;;;;;;;;;
30,8333;0;0,616666667;30;4;40;;;;;;;;;
31,25;0;0,625;30;4;30;;;;;;;;;
31,25;0;0,625;40;10;50;;;;;;;;;
31,3889;0;0,627777778;40;8;60;;;;;;;;;
31,8056;0;0,636111111;40;10;40;;;;;;;;;
31,8056;0;0,636111111;40;8;50;;;;;;;;;
32,0833;0;0,641666667;30;10;10;;;;;;;;;
32,2222;0;0,644444444;30;4;20;;;;;;;;;
32,2222;0;0,644444444;40;8;40;;;;;;;;;
32,5;0;0,65;40;10;30;;;;;;;;;
32,9167;0;0,658333333;30;8;10;;;;;;;;;
33,1944;0;0,663888889;40;8;30;;;;;;;;;
33,3333;0;0,666666667;40;6;60;;;;;;;;;
33,75;0;0,675;30;6;10;;;;;;;;;
33,8889;0;0,677777778;40;10;20;;;;;;;;;
34,0278;0;0,680555556;40;6;50;;;;;;;;;
34,1667;0;0,683333333;40;6;40;;;;;;;;;
34,5833;0;0,691666667;40;6;30;;;;;;;;;
