EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR;;;;;;;;
17,3611;0;0,347222222;0,01;8;40;6;;;;;;;;
17,3611;0;0,347222222;0,01;8;50;6;;EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR
17,3611;0;0,347222222;0,01;8;60;6;;17,3611;0;0,347222222;0,01;8;40;6
17,5;0;0,35;0,01;8;30;6;;;;;;;;
17,5;0;0,35;0,01;8;30;8;;Matches;total;432000;;;;
17,5;0;0,35;0,01;8;40;8;;1423;;;;;;
17,5;0;0,35;0,01;8;50;8;;;;;;;;
17,5;0;0,35;0,01;8;60;8;;0,003293981;;;;;;
17,7778;0;0,355555556;0,01;8;30;10;;;;;;;;
17,7778;0;0,355555556;0,01;8;40;10;;;;;;;;
17,7778;0;0,355555556;0,01;8;50;10;;;;;;;;
17,7778;0;0,355555556;0,01;8;60;10;;;;;;;;
18,0556;0;0,361111111;0,01;8;20;6;;;;;;;;
18,0556;0;0,361111111;0,01;8;20;8;;;;;;;;
18,3333;0;0,366666667;0,01;8;20;10;;;;;;;;
19,1667;0;0,383333333;0,01;10;10;6;;;;;;;;
19,3056;0;0,386111111;0,015;10;30;6;;;;;;;;
19,3056;0;0,386111111;0,015;10;40;6;;;;;;;;
19,3056;0;0,386111111;0,015;10;50;6;;;;;;;;
19,3056;0;0,386111111;0,015;10;60;6;;;;;;;;
19,4444;0;0,388888889;0,01;10;10;8;;;;;;;;
19,4444;0;0,388888889;0,015;10;20;6;;;;;;;;
19,4444;0;0,388888889;0,015;10;30;8;;;;;;;;
19,4444;0;0,388888889;0,015;10;40;8;;;;;;;;
19,4444;0;0,388888889;0,015;10;50;8;;;;;;;;
19,4444;0;0,388888889;0,015;10;60;8;;;;;;;;
19,5833;0;0,391666667;0,01;10;10;10;;;;;;;;
19,5833;0;0,391666667;0,015;10;20;8;;;;;;;;
19,7222;0;0,394444444;0,015;10;30;10;;;;;;;;
19,7222;0;0,394444444;0,015;10;40;10;;;;;;;;
19,7222;0;0,394444444;0,015;10;50;10;;;;;;;;
19,7222;0;0,394444444;0,015;10;60;10;;;;;;;;
19,8611;0;0,397222222;0,015;10;20;10;;;;;;;;
21,25;0;0,425;0,01;8;10;6;;;;;;;;
21,3889;0;0,427777778;0,01;8;10;8;;;;;;;;
