EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;;;
25;0,019444444;0,480555556;20;10;40;;;;;;;;;
25,1389;0,019444444;0,483333333;10;10;10;;;;;;;;;
25,8333;0,019444444;0,497222222;20;8;50;;;;;;;;;
24,3056;0,027777778;0,458333333;10;4;20;;;;;;;;;
24,3056;0,030555556;0,455555556;20;10;50;;;;;;;;;
25,9722;0,030555556;0,488888889;20;8;60;;;;;;;;;
24,7222;0,05;0,444444444;20;10;60;;;;;;;;;
22,3611;0,052777778;0,394444444;10;6;20;;;;;;;;;
23,0556;0,066666667;0,394444444;10;4;30;;;;;;;;;
22,9167;0,102777778;0,355555556;10;8;20;;;;;;;;;
21,8056;0,116666667;0,319444444;10;10;20;;;;;;;;;
22,2222;0,122222222;0,322222222;10;6;30;;;;;;;;;
23,3333;0,127777778;0,338888889;10;4;40;;;;;;;;;
25,1389;0,180555556;0,322222222;10;4;50;;;;;;;;;
22,6389;0,194444444;0,258333333;10;8;30;;;;;;;;;
24,1667;0,202777778;0,280555556;10;6;40;;;;;;;;;
27,9167;0,244444444;0,313888889;10;4;60;;;;;;;;;
24,0278;0,25;0,230555556;10;10;30;;;;;;;;;
28,4722;0,319444444;0,25;10;6;50;;;;;;;;;
26,9444;0,327777778;0,211111111;10;8;40;;;;;;;;;
29,7222;0,408333333;0,186111111;10;10;40;;;;;;;;;
32,6389;0,430555556;0,222222222;10;6;60;;;;;;;;;
31,6667;0,447222222;0,186111111;10;8;50;;;;;;;;;
34,3056;0,544444444;0,141666667;10;10;50;;;;;;;;;
36,5278;0,580555556;0,15;10;8;60;;;;;;;;;
39,0278;0,688888889;0,091666667;10;10;60;;;;;;;;;
Matches;total;103680;;;;;;;;;;;;
343;;;;;;;;;;;;;;
