EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR;;;;;;;;
21,25;0;0,425;0,016;10;30;4;;;;;;;;
21,25;0;0,425;0,016;10;30;6;;EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR
21,25;0;0,425;0,016;10;40;4;;21,25;0;0,425;0,016;10;50;6
21,25;0;0,425;0,016;10;40;6;;;;;;;;
21,25;0;0,425;0,016;10;50;4;;;;;;;;
21,25;0;0,425;0,016;10;50;6;;;;;;;;
21,25;0;0,425;0,016;10;60;4;;Matches;total;345600;;;;
21,25;0;0,425;0,016;10;60;6;;1098;;;;;;
21,3889;0;0,427777778;0,016;10;30;8;;;;;;;;
21,3889;0;0,427777778;0,016;10;40;8;;;;;;;;
21,3889;0;0,427777778;0,016;10;50;8;;0,003177083;;;;;;
21,3889;0;0,427777778;0,016;10;60;8;;;;;;;;
21,8056;0;0,436111111;0,016;10;30;10;;;;;;;;
21,8056;0;0,436111111;0,016;10;40;10;;;;;;;;
21,8056;0;0,436111111;0,016;10;50;10;;;;;;;;
21,8056;0;0,436111111;0,016;10;60;10;;;;;;;;
22,2222;0;0,444444444;0,016;10;20;4;;;;;;;;
22,2222;0;0,444444444;0,016;10;20;6;;;;;;;;
22,3611;0;0,447222222;0,016;10;20;8;;;;;;;;
22,7778;0;0,455555556;0,016;10;20;10;;;;;;;;
24,1667;0;0,483333333;0,016;8;60;4;;;;;;;;
24,1667;0;0,483333333;0,016;8;60;6;;;;;;;;
24,3056;0;0,486111111;0,016;8;50;4;;;;;;;;
24,3056;0;0,486111111;0,016;8;50;6;;;;;;;;
24,3056;0;0,486111111;0,016;8;60;8;;;;;;;;
24,4444;0;0,488888889;0,016;8;30;4;;;;;;;;
24,4444;0;0,488888889;0,016;8;30;6;;;;;;;;
24,4444;0;0,488888889;0,016;8;40;4;;;;;;;;
24,4444;0;0,488888889;0,016;8;40;6;;;;;;;;
24,4444;0;0,488888889;0,016;8;50;8;;;;;;;;
24,5833;0;0,491666667;0,016;8;30;8;;;;;;;;
24,5833;0;0,491666667;0,016;8;40;8;;;;;;;;
24,7222;0;0,494444444;0,016;8;60;10;;;;;;;;
24,8611;0;0,497222222;0,016;8;20;4;;;;;;;;
24,8611;0;0,497222222;0,016;8;20;6;;;;;;;;
24,8611;0;0,497222222;0,016;8;50;10;;;;;;;;
25;0;0,5;0,016;8;20;8;;;;;;;;
25;0;0,5;0,016;8;30;10;;;;;;;;
25;0;0,5;0,016;8;40;10;;;;;;;;
25,4167;0;0,508333333;0,016;8;20;10;;;;;;;;
25,6944;0;0,513888889;0,016;10;10;4;;;;;;;;
25,6944;0;0,513888889;0,016;10;10;6;;;;;;;;
25,8333;0;0,516666667;0,016;10;10;8;;;;;;;;
26,1111;0;0,522222222;0,016;10;10;10;;;;;;;;
29,0278;0;0,580555556;0,016;8;10;4;;;;;;;;
29,0278;0;0,580555556;0,016;8;10;6;;;;;;;;
29,0278;0;0,580555556;0,016;6;30;4;;;;;;;;
29,0278;0;0,580555556;0,016;6;30;6;;;;;;;;
29,0278;0;0,580555556;0,016;6;40;4;;;;;;;;
29,0278;0;0,580555556;0,016;6;40;6;;;;;;;;
29,0278;0;0,580555556;0,016;6;50;4;;;;;;;;
29,0278;0;0,580555556;0,016;6;50;6;;;;;;;;
29,0278;0;0,580555556;0,016;6;60;4;;;;;;;;
29,0278;0;0,580555556;0,016;6;60;6;;;;;;;;
29,1667;0;0,583333333;0,016;8;10;8;;;;;;;;
29,1667;0;0,583333333;0,016;6;30;8;;;;;;;;
29,1667;0;0,583333333;0,016;6;40;8;;;;;;;;
29,1667;0;0,583333333;0,016;6;50;8;;;;;;;;
29,1667;0;0,583333333;0,016;6;60;8;;;;;;;;
29,4444;0;0,588888889;0,016;8;10;10;;;;;;;;
29,4444;0;0,588888889;0,016;6;20;4;;;;;;;;
29,4444;0;0,588888889;0,016;6;20;6;;;;;;;;
29,4444;0;0,588888889;0,016;6;30;10;;;;;;;;
29,4444;0;0,588888889;0,016;6;40;10;;;;;;;;
29,4444;0;0,588888889;0,016;6;50;10;;;;;;;;
29,4444;0;0,588888889;0,016;6;60;10;;;;;;;;
29,5833;0;0,591666667;0,016;6;20;8;;;;;;;;
29,8611;0;0,597222222;0,016;6;20;10;;;;;;;;
31,6667;0;0,633333333;0,008;4;30;10;;;;;;;;
31,6667;0;0,633333333;0,008;4;40;10;;;;;;;;
31,6667;0;0,633333333;0,008;4;50;10;;;;;;;;
31,6667;0;0,633333333;0,008;4;60;10;;;;;;;;
31,8056;0;0,636111111;0,008;4;20;10;;;;;;;;
32,6389;0;0,652777778;0,016;6;10;4;;;;;;;;
32,6389;0;0,652777778;0,016;6;10;6;;;;;;;;
32,7778;0;0,655555556;0,016;6;10;8;;;;;;;;
32,9167;0;0,658333333;0,016;6;10;10;;;;;;;;
33,4722;0;0,669444444;0,008;4;10;6;;;;;;;;
33,4722;0;0,669444444;0,008;4;10;8;;;;;;;;
33,75;0;0,675;0,008;4;10;10;;;;;;;;
34,4444;0;0,688888889;0,012;4;40;4;;;;;;;;
34,4444;0;0,688888889;0,012;4;40;6;;;;;;;;
34,4444;0;0,688888889;0,012;4;40;8;;;;;;;;
34,4444;0;0,688888889;0,012;4;50;4;;;;;;;;
34,4444;0;0,688888889;0,012;4;50;6;;;;;;;;
34,4444;0;0,688888889;0,012;4;50;8;;;;;;;;
34,4444;0;0,688888889;0,012;4;60;4;;;;;;;;
34,4444;0;0,688888889;0,012;4;60;6;;;;;;;;
34,4444;0;0,688888889;0,012;4;60;8;;;;;;;;
34,5833;0;0,691666667;0,012;4;30;4;;;;;;;;
34,5833;0;0,691666667;0,012;4;30;6;;;;;;;;
34,5833;0;0,691666667;0,012;4;30;8;;;;;;;;
34,5833;0;0,691666667;0,012;4;40;10;;;;;;;;
34,5833;0;0,691666667;0,012;4;50;10;;;;;;;;
34,5833;0;0,691666667;0,012;4;60;10;;;;;;;;
34,7222;0;0,694444444;0,012;4;20;4;;;;;;;;
34,7222;0;0,694444444;0,012;4;20;6;;;;;;;;
