EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR;;;;;;;;
3,6111;0;0,072222222;0,005;10;20;6;;;;;;;;
3,6111;0;0,072222222;0,005;10;30;2;;EER;FMR;FNMR;THR;GDTHR;GAngTHR;MtiaCTHR
3,6111;0;0,072222222;0,005;10;30;4;;3,6111;0;0,072222222;0,005;10;20;6
3,6111;0;0,072222222;0,005;10;30;6;;;;;;;;
3,6111;0;0,072222222;0,005;10;40;2;;Matches;total;432000;;;;
3,6111;0;0,072222222;0,005;10;40;4;;3147;;;;;;
3,6111;0;0,072222222;0,005;10;40;6;;;;;;;;
3,6111;0;0,072222222;0,005;10;50;2;;0,007284722;;;;;;
3,6111;0;0,072222222;0,005;10;50;4;;;;;;;;
3,6111;0;0,072222222;0,005;10;50;6;;;;;;;;
3,6111;0;0,072222222;0,005;10;60;2;;;;;;;;
3,6111;0;0,072222222;0,005;10;60;4;;;;;;;;
3,6111;0;0,072222222;0,005;10;60;6;;;;;;;;
3,75;0;0,075;0,005;10;20;8;;;;;;;;
3,75;0;0,075;0,005;10;30;8;;;;;;;;
3,75;0;0,075;0,005;10;40;8;;;;;;;;
3,75;0;0,075;0,005;10;50;8;;;;;;;;
3,75;0;0,075;0,005;10;60;8;;;;;;;;
3,8889;0;0,077777778;0,005;10;20;10;;;;;;;;
3,8889;0;0,077777778;0,005;10;30;10;;;;;;;;
3,8889;0;0,077777778;0,005;10;40;10;;;;;;;;
3,8889;0;0,077777778;0,005;10;50;10;;;;;;;;
3,8889;0;0,077777778;0,005;10;60;10;;;;;;;;
4,4444;0;0,088888889;0,005;8;50;2;;;;;;;;
4,4444;0;0,088888889;0,005;8;50;4;;;;;;;;
4,4444;0;0,088888889;0,005;8;50;6;;;;;;;;
4,4444;0;0,088888889;0,005;8;60;2;;;;;;;;
4,4444;0;0,088888889;0,005;8;60;4;;;;;;;;
4,4444;0;0,088888889;0,005;8;60;6;;;;;;;;
4,5833;0;0,091666667;0,005;10;10;6;;;;;;;;
4,5833;0;0,091666667;0,005;8;20;10;;;;;;;;
4,5833;0;0,091666667;0,005;8;30;10;;;;;;;;
4,5833;0;0,091666667;0,005;8;50;8;;;;;;;;
4,5833;0;0,091666667;0,005;8;60;8;;;;;;;;
4,7222;0;0,094444444;0,005;10;10;8;;;;;;;;
4,7222;0;0,094444444;0,005;8;40;10;;;;;;;;
4,7222;0;0,094444444;0,005;8;50;10;;;;;;;;
4,7222;0;0,094444444;0,005;8;60;10;;;;;;;;
4,8611;0;0,097222222;0,005;10;10;10;;;;;;;;
5,6944;0;0,113888889;0,005;8;10;10;;;;;;;;
6,1111;0;0,122222222;0,01;10;40;2;;;;;;;;
6,1111;0;0,122222222;0,01;10;40;4;;;;;;;;
6,1111;0;0,122222222;0,01;10;40;6;;;;;;;;
6,1111;0;0,122222222;0,01;10;50;2;;;;;;;;
6,1111;0;0,122222222;0,01;10;50;4;;;;;;;;
6,1111;0;0,122222222;0,01;10;50;6;;;;;;;;
6,1111;0;0,122222222;0,01;10;60;2;;;;;;;;
6,1111;0;0,122222222;0,01;10;60;4;;;;;;;;
6,1111;0;0,122222222;0,01;10;60;6;;;;;;;;
6,25;0;0,125;0,01;10;20;2;;;;;;;;
6,25;0;0,125;0,01;10;20;4;;;;;;;;
6,25;0;0,125;0,01;10;20;6;;;;;;;;
6,25;0;0,125;0,01;10;30;2;;;;;;;;
6,25;0;0,125;0,01;10;30;4;;;;;;;;
6,25;0;0,125;0,01;10;30;6;;;;;;;;
6,25;0;0,125;0,01;10;40;8;;;;;;;;
6,25;0;0,125;0,01;10;50;8;;;;;;;;
6,25;0;0,125;0,01;10;60;8;;;;;;;;
6,3889;0;0,127777778;0,01;10;20;8;;;;;;;;
6,3889;0;0,127777778;0,01;10;30;8;;;;;;;;
6,3889;0;0,127777778;0,01;10;40;10;;;;;;;;
6,3889;0;0,127777778;0,01;10;50;10;;;;;;;;
6,3889;0;0,127777778;0,01;10;60;10;;;;;;;;
6,5278;0;0,130555556;0,01;10;20;10;;;;;;;;
6,5278;0;0,130555556;0,01;10;30;10;;;;;;;;
6,6667;0;0,133333333;0,005;6;20;8;;;;;;;;
6,6667;0;0,133333333;0,005;6;30;8;;;;;;;;
6,6667;0;0,133333333;0,005;6;40;8;;;;;;;;
6,6667;0;0,133333333;0,005;6;50;8;;;;;;;;
6,6667;0;0,133333333;0,005;6;60;8;;;;;;;;
