EER;FMR;FNMR;THR;GDTHR;GAngTHR;LDTHR;beta;alfa;;;;;;;;;;;
15,9722;0;0,319444444;30;10;10;0,4;30;12;;;;;;;;;;;
16,5278;0;0,330555556;30;10;10;0,2;30;16;;;;;;;;;;;
16,5278;0;0,330555556;30;10;10;0,2;60;16;;;;;;;;;;;
16,8056;0;0,336111111;30;10;10;0,2;30;12;;;;;;;;;;;
16,8056;0;0,336111111;30;10;10;0,2;60;12;;;;;;;;;;;
16,9444;0;0,338888889;10;4;10;0,4;60;8;;;;;;;;;;;
17,2222;0;0,344444444;10;4;10;0,4;30;8;;;;;;;;;;;
18,1944;0;0,363888889;10;4;10;0,2;30;8;;;;;;;;;;;
18,1944;0;0,363888889;10;4;10;0,2;60;8;;;;;;;;;;;
18,6111;0;0,372222222;30;10;10;0,4;60;8;;;;;;;;;;;
18,8889;0;0,377777778;30;10;10;0,4;30;8;;;;;;;;;;;
19,8611;0;0,397222222;30;10;10;0,2;30;8;;;;;;;;;;;
19,8611;0;0,397222222;30;10;10;0,2;60;8;;;;;;;;;;;
21,1111;0;0,422222222;20;4;40;0,4;60;16;;;;;;;;;;;
21,3889;0;0,427777778;20;4;40;0,4;30;16;;;;;;;;;;;
22,0833;0;0,441666667;20;4;40;0,2;60;16;;;;;;;;;;;
22,0833;0;0,441666667;20;4;40;0,4;30;12;;;;;;;;;;;
22,0833;0;0,441666667;20;4;40;0,4;60;12;;;;;;;;;;;
22,2222;0;0,444444444;20;4;40;0,2;30;16;;;;;;;;;;;
22,7778;0;0,455555556;20;4;40;0,2;30;12;;;;;;;;;;;
22,7778;0;0,455555556;20;4;40;0,2;60;12;;;;;;;;;;;
25,2778;0;0,505555556;20;4;40;0,4;60;8;;;;;;;;;;;
25,4167;0;0,508333333;20;4;40;0,4;30;8;;;;;;;;;;;
25,6944;0;0,513888889;20;4;40;0,2;30;8;;;;;;;;;;;
25,8333;0;0,516666667;20;4;10;0,4;60;16;;;;;;;;;;;
25,8333;0;0,516666667;20;4;40;0,2;60;8;;;;;;;;;;;
25,9722;0;0,519444444;20;4;10;0,4;30;16;;;;;;;;;;;
26,3889;0;0,527777778;20;4;10;0,2;30;16;;;;;;;;;;;
26,3889;0;0,527777778;20;4;10;0,2;60;16;;;;;;;;;;;
26,3889;0;0,527777778;20;4;10;0,4;30;12;;;;;;;;;;;
26,3889;0;0,527777778;20;4;10;0,4;60;12;;;;;;;;;;;
26,8056;0;0,536111111;20;4;10;0,2;30;12;;;;;;;;;;;
26,8056;0;0,536111111;20;4;10;0,2;60;12;;;;;;;;;;;
28,75;0;0,575;20;4;10;0,4;60;8;;;;;;;;;;;
28,8889;0;0,577777778;20;4;10;0,2;30;8;;;;;;;;;;;
28,8889;0;0,577777778;20;4;10;0,2;60;8;;;;;;;;;;;
28,8889;0;0,577777778;20;4;10;0,4;30;8;;;;;;;;;;;
29,5833;0;0,591666667;30;4;40;0,4;60;16;;;;;;;;;;;
29,7222;0;0,594444444;30;4;40;0,4;30;16;;;;;;;;;;;
30,1389;0;0,602777778;30;4;40;0,2;30;16;;;;;;;;;;;
30,1389;0;0,602777778;30;4;40;0,2;60;16;;;;;;;;;;;
30,1389;0;0,602777778;30;4;40;0,4;30;12;;;;;;;;;;;
30,1389;0;0,602777778;30;4;40;0,4;60;12;;;;;;;;;;;
30,4167;0;0,608333333;30;4;40;0,2;30;12;;;;;;;;;;;
30,4167;0;0,608333333;30;4;40;0,2;60;12;;;;;;;;;;;
31,6667;0;0,633333333;30;4;40;0,4;60;8;;;;;;;;;;;
31,9444;0;0,638888889;30;4;40;0,4;30;8;;;;;;;;;;;
32,0833;0;0,641666667;30;4;40;0,2;30;8;;;;;;;;;;;
32,0833;0;0,641666667;30;4;40;0,2;60;8;;;;;;;;;;;
33,6111;0;0,672222222;30;4;10;0,4;30;16;;;;;;;;;;;
33,6111;0;0,672222222;30;4;10;0,4;60;16;;;;;;;;;;;
33,75;0;0,675;30;4;10;0,4;30;12;;;;;;;;;;;
33,75;0;0,675;30;4;10;0,4;60;12;;;;;;;;;;;
33,8889;0;0,677777778;30;4;10;0,2;30;16;;;;;;;;;;;
33,8889;0;0,677777778;30;4;10;0,2;60;16;;;;;;;;;;;
34,1667;0;0,683333333;30;4;10;0,2;30;12;;;;;;;;;;;
34,1667;0;0,683333333;30;4;10;0,2;60;12;;;;;;;;;;;
34,7222;0;0,694444444;30;4;10;0,4;60;8;;;;;;;;;;;
34,8611;0;0,697222222;30;4;10;0,4;30;8;;;;;;;;;;;
35;0;0,7;30;4;10;0,2;30;8;;;;;;;;;;;
35;0;0,7;30;4;10;0,2;60;8;;;;;;;;;;;
5,5556;0,002777778;0,108333333;20;10;40;0,2;30;16;;;;;;;;;;;
6,3889;0,002777778;0,125;20;10;40;0,2;30;12;;;;;;;;;;;
6,3889;0,002777778;0,125;20;10;40;0,2;60;12;;;;;;;;;;;
8,1944;0,002777778;0,161111111;30;10;40;0,4;60;16;;;;;;;;;;;
9,0278;0,002777778;0,177777778;30;10;40;0,4;60;12;;;;;;;;;;;
9,7222;0,002777778;0,191666667;20;10;40;0,2;60;8;;;;;;;;;;;
10,2778;0,002777778;0,202777778;20;10;40;0,2;30;8;;;;;;;;;;;
10,4167;0,002777778;0,205555556;10;4;40;0,2;60;16;;;;;;;;;;;
10,5556;0,002777778;0,208333333;10;4;40;0,2;30;16;;;;;;;;;;;
11,5278;0,002777778;0,227777778;10;4;40;0,2;30;12;;;;;;;;;;;
11,5278;0,002777778;0,227777778;10;4;40;0,2;60;12;;;;;;;;;;;
5,6944;0,005555556;0,108333333;20;10;40;0,2;60;16;;;;;;;;;;;
9,3056;0,005555556;0,180555556;10;4;40;0,4;30;16;;;;;;;;;;;
10;0,005555556;0,194444444;10;4;40;0,4;60;12;;;;;;;;;;;
10,2778;0,005555556;0,2;10;4;40;0,4;30;12;;;;;;;;;;;
8,6111;0,008333333;0,163888889;10;4;40;0,4;60;16;;;;;;;;;;;
8,6111;0,011111111;0,161111111;20;10;40;0,4;30;8;;;;;;;;;;;
8,0556;0,013888889;0,147222222;20;10;40;0,4;60;8;;;;;;;;;;;
6,1111;0,016666667;0,105555556;20;10;40;0,4;30;12;;;;;;;;;;;
9,8611;0,016666667;0,180555556;10;10;10;0,2;30;8;;;;;;;;;;;
5,6944;0,019444444;0,094444444;20;10;40;0,4;30;16;;;;;;;;;;;
9,7222;0,022222222;0,172222222;10;10;10;0,2;60;8;;;;;;;;;;;
7,2222;0,025;0,119444444;10;10;10;0,2;30;12;;;;;;;;;;;
6,3889;0,030555556;0,097222222;10;10;10;0,2;30;16;;;;;;;;;;;
6,6667;0,030555556;0,102777778;20;10;40;0,4;60;12;;;;;;;;;;;
7,5;0,030555556;0,119444444;10;10;10;0,2;60;12;;;;;;;;;;;
6,25;0,038888889;0,086111111;20;10;40;0,4;60;16;;;;;;;;;;;
6,9444;0,038888889;0,1;10;10;10;0,2;60;16;;;;;;;;;;;
9,7222;0,063888889;0,130555556;10;10;10;0,4;30;8;;;;;;;;;;;
7,9167;0,080555556;0,077777778;10;10;10;0,4;30;12;;;;;;;;;;;
9,7222;0,080555556;0,113888889;10;10;10;0,4;60;8;;;;;;;;;;;
7,7778;0,083333333;0,072222222;10;10;10;0,4;60;12;;;;;;;;;;;
8,0556;0,094444444;0,066666667;10;10;10;0,4;30;16;;;;;;;;;;;
8,1944;0,102777778;0,061111111;10;10;10;0,4;60;16;;;;;;;;;;;
11,8056;0,108333333;0,127777778;10;10;40;0,2;30;8;;;;;;;;;;;
14,4444;0,180555556;0,108333333;10;10;40;0,2;60;8;;;;;;;;;;;
12,9167;0,194444444;0,063888889;10;10;40;0,2;30;12;;;;;;;;;;;
14,8611;0,247222222;0,05;10;10;40;0,2;30;16;;;;;;;;;;;
17,2222;0,283333333;0,061111111;10;10;40;0,2;60;12;;;;;;;;;;;
19,1667;0,325;0,058333333;10;10;40;0,4;30;8;;;;;;;;;;;
20,9722;0,380555556;0,038888889;10;10;40;0,2;60;16;;;;;;;;;;;
24,0278;0,444444444;0,036111111;10;10;40;0,4;60;8;;;;;;;;;;;
23,6111;0,447222222;0,025;10;10;40;0,4;30;12;;;;;;;;;;;
27,5;0,536111111;0,013888889;10;10;40;0,4;30;16;;;;;;;;;;;
28,8889;0,561111111;0,016666667;10;10;40;0,4;60;12;;;;;;;;;;;
32,7778;0,647222222;0,008333333;10;10;40;0,4;60;16;;;;;;;;;;;
Matches;total;103680;;;;;;;;;;;;;;;;;
6208;;;;;;;;;;;;;;;;;;;
