EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;
19,7222;0;0,394444444;0,4;10;20;;;;;;;
20,5556;0;0,411111111;0,2;4;10;;EER;FMR;FNMR;THR;GDTHR;GAngTHR
20,6944;0;0,413888889;0,4;8;20;;19,7222;0;0,394444444;0,4;10;20
20,8333;0;0,416666667;0,3;10;10;;;;;;;
20,9722;0;0,419444444;0,3;4;20;;;;;;;
21,5278;0;0,430555556;0,3;8;10;;Matches;total;129600;;;
22,6389;0;0,452777778;0,4;6;20;;1089;;;;;
23,8889;0;0,477777778;0,3;6;10;;;;;;;
24,1667;0;0,483333333;0,4;4;60;;0,008402778;;;;;
24,3056;0;0,486111111;0,4;4;50;;;;;;;
24,5833;0;0,491666667;0,5;12;20;;;;;;;
25,2778;0;0,505555556;0,4;4;40;;;;;;;
25,8333;0;0,516666667;0,4;4;30;;;;;;;
25,9722;0;0,519444444;0,5;10;20;;;;;;;
26,1111;0;0,522222222;0,4;12;10;;;;;;;
26,5278;0;0,530555556;0,6;12;60;;;;;;;
27,2222;0;0,544444444;0,4;10;10;;;;;;;
27,6389;0;0,552777778;0,3;4;10;;;;;;;
27,7778;0;0,555555556;0,4;4;20;;;;;;;
27,9167;0;0,558333333;0,6;12;50;;;;;;;
28,1944;0;0,563888889;0,6;10;60;;;;;;;
28,3333;0;0,566666667;0,5;8;20;;;;;;;
28,3333;0;0,566666667;0,6;12;40;;;;;;;
28,4722;0;0,569444444;0,4;8;10;;;;;;;
29,1667;0;0,583333333;0,6;10;50;;;;;;;
29,7222;0;0,594444444;0,6;12;30;;;;;;;
29,8611;0;0,597222222;0,6;10;40;;;;;;;
30,2778;0;0,605555556;0,6;8;60;;;;;;;
30,4167;0;0,608333333;0,5;6;20;;;;;;;
30,5556;0;0,611111111;0,4;6;10;;;;;;;
30,8333;0;0,616666667;0,6;10;30;;;;;;;
30,9722;0;0,619444444;0,6;8;50;;;;;;;
31,5278;0;0,630555556;0,6;8;40;;;;;;;
31,8056;0;0,636111111;0,6;12;20;;;;;;;
31,8056;0;0,636111111;0,6;8;30;;;;;;;
