EER;FMR;FNMR;THR;GDTHR;GAngTHR;LDTHR;beta;alfa;;;;;;;;;;;
34,8611;0;0,697222222;30;4;10;0,2;60;16;;;;;;;;;;;
34,8611;0;0,697222222;30;4;10;0,4;30;12;;;;;;;;;;;
34,8611;0;0,697222222;30;4;10;0,4;60;12;;;;;;;;;;;
35;0;0,7;30;4;10;0,2;30;12;;;;;;;;;;;
35;0;0,7;30;4;10;0,2;60;12;;;;;;;;;;;
35,4167;0;0,708333333;30;4;10;0,4;60;8;;;;;;;;;;;
35,5556;0;0,711111111;30;4;10;0,2;60;8;;;;;;;;;;;
35,5556;0;0,711111111;30;4;10;0,4;30;8;;;;;;;;;;;
35,6944;0;0,713888889;30;4;10;0,2;30;8;;;;;;;;;;;
9,3056;0,002777778;0,183333333;20;10;10;0,4;60;16;;;;;;;;;;;
9,4444;0,002777778;0,186111111;20;10;10;0,4;30;16;;;;;;;;;;;
10,8333;0,002777778;0,213888889;20;10;10;0,4;60;12;;;;;;;;;;;
11,25;0,002777778;0,222222222;20;10;10;0,4;30;12;;;;;;;;;;;
15,9722;0,002777778;0,316666667;20;10;10;0,4;60;8;;;;;;;;;;;
16,3889;0,002777778;0,325;20;10;10;0,4;30;8;;;;;;;;;;;
21,1111;0,002777778;0,419444444;10;4;10;0,4;60;8;;;;;;;;;;;
21,6667;0,002777778;0,430555556;10;4;10;0,4;30;8;;;;;;;;;;;
23,1944;0,002777778;0,461111111;10;4;10;0,2;60;8;;;;;;;;;;;
23,6111;0,002777778;0,469444444;10;4;10;0,2;30;8;;;;;;;;;;;
17,5;0,005555556;0,344444444;10;4;10;0,2;30;16;;;;;;;;;;;
17,5;0,005555556;0,344444444;10;4;10;0,2;60;16;;;;;;;;;;;
18,8889;0,008333333;0,369444444;10;4;10;0,2;60;12;;;;;;;;;;;
19,0278;0,008333333;0,372222222;10;4;10;0,2;30;12;;;;;;;;;;;
19,4444;0,008333333;0,380555556;10;4;40;0,2;60;8;;;;;;;;;;;
20,1389;0,008333333;0,394444444;10;4;40;0,2;30;8;;;;;;;;;;;
15,9722;0,011111111;0,308333333;10;4;10;0,4;60;12;;;;;;;;;;;
16,3889;0,011111111;0,316666667;10;4;10;0,4;30;12;;;;;;;;;;;
14,3056;0,016666667;0,269444444;10;4;40;0,2;60;12;;;;;;;;;;;
14,7222;0,016666667;0,277777778;10;4;40;0,2;30;12;;;;;;;;;;;
15,1389;0,016666667;0,286111111;10;4;10;0,4;30;16;;;;;;;;;;;
15,1389;0,019444444;0,283333333;10;4;10;0,4;60;16;;;;;;;;;;;
17,6389;0,019444444;0,333333333;10;4;40;0,4;60;8;;;;;;;;;;;
18,75;0,019444444;0,355555556;10;4;40;0,4;30;8;;;;;;;;;;;
14,0278;0,022222222;0,258333333;10;4;40;0,2;30;16;;;;;;;;;;;
16,25;0,022222222;0,302777778;20;10;40;0,2;30;8;;;;;;;;;;;
14,1667;0,025;0,258333333;10;4;40;0,2;60;16;;;;;;;;;;;
15,6944;0,025;0,288888889;20;10;40;0,2;60;8;;;;;;;;;;;
10,4167;0,030555556;0,177777778;20;10;40;0,2;30;12;;;;;;;;;;;
8,6111;0,033333333;0,138888889;20;10;40;0,2;30;16;;;;;;;;;;;
9,7222;0,033333333;0,161111111;20;10;40;0,2;60;12;;;;;;;;;;;
8,4722;0,038888889;0,130555556;20;10;40;0,2;60;16;;;;;;;;;;;
14,0278;0,038888889;0,241666667;10;4;40;0,4;30;12;;;;;;;;;;;
14,1667;0,041666667;0,241666667;20;10;40;0,4;30;8;;;;;;;;;;;
17,0833;0,041666667;0,3;10;10;10;0,2;30;8;;;;;;;;;;;
12,6389;0,047222222;0,205555556;20;10;40;0,4;60;8;;;;;;;;;;;
13,75;0,047222222;0,227777778;10;4;40;0,4;60;12;;;;;;;;;;;
9,1667;0,05;0,133333333;20;10;40;0,4;30;12;;;;;;;;;;;
13,1944;0,055555556;0,208333333;10;4;40;0,4;30;16;;;;;;;;;;;
16,9444;0,058333333;0,280555556;10;10;10;0,2;60;8;;;;;;;;;;;
8,75;0,063888889;0,111111111;20;10;40;0,4;60;12;;;;;;;;;;;
8,1944;0,069444444;0,094444444;20;10;40;0,4;30;16;;;;;;;;;;;
11,8056;0,069444444;0,166666667;10;10;10;0,2;30;12;;;;;;;;;;;
13,8889;0,072222222;0,205555556;10;4;40;0,4;60;16;;;;;;;;;;;
10,6944;0,083333333;0,130555556;10;10;10;0,2;30;16;;;;;;;;;;;
16,25;0,086111111;0,238888889;10;10;40;0,2;30;8;;;;;;;;;;;
12,2222;0,091666667;0,152777778;10;10;10;0,2;60;12;;;;;;;;;;;
15,8333;0,094444444;0,222222222;10;10;10;0,4;30;8;;;;;;;;;;;
9,3056;0,102777778;0,083333333;20;10;40;0,4;60;16;;;;;;;;;;;
11,6667;0,111111111;0,122222222;10;10;10;0,2;60;16;;;;;;;;;;;
15,6944;0,130555556;0,183333333;10;10;10;0,4;60;8;;;;;;;;;;;
13,3333;0,147222222;0,119444444;10;10;10;0,4;30;12;;;;;;;;;;;
14,0278;0,163888889;0,116666667;10;10;40;0,2;30;12;;;;;;;;;;;
13,1944;0,175;0,088888889;10;10;10;0,4;30;16;;;;;;;;;;;
19,0278;0,180555556;0,2;10;10;40;0,2;60;8;;;;;;;;;;;
14,7222;0,188888889;0,105555556;10;10;10;0,4;60;12;;;;;;;;;;;
15,5556;0,219444444;0,091666667;10;10;40;0,2;30;16;;;;;;;;;;;
15,6944;0,241666667;0,072222222;10;10;10;0,4;60;16;;;;;;;;;;;
20,8333;0,258333333;0,158333333;10;10;40;0,4;30;8;;;;;;;;;;;
20,1389;0,311111111;0,091666667;10;10;40;0,2;60;12;;;;;;;;;;;
22,5;0,377777778;0,072222222;10;10;40;0,2;60;16;;;;;;;;;;;
24,4444;0,422222222;0,066666667;10;10;40;0,4;30;12;;;;;;;;;;;
28,6111;0,469444444;0,102777778;10;10;40;0,4;60;8;;;;;;;;;;;
29,4444;0,536111111;0,052777778;10;10;40;0,4;30;16;;;;;;;;;;;
34,4444;0,633333333;0,055555556;10;10;40;0,4;60;12;;;;;;;;;;;
39,1667;0,744444444;0,038888889;10;10;40;0,4;60;16;;;;;;;;;;;
Matches;total;103680;;;;;;;;;;;;;;;;;
2606;;;;;;;;;;;;;;;;;;;
