EER;FMR;FNMR;THR;GDTHR;GAngTHR;LDTHR;beta;alfa;;;;;;;;;;;
8,6111;0;0,172222222;30;10;40;0,4;60;16;;;;;;;;;;;
9,0278;0;0,180555556;30;10;40;0,4;30;16;;;;;;;;;;;
10,9722;0;0,219444444;30;10;40;0,4;60;12;;;;;;;;;;;
11,3889;0;0,227777778;20;10;10;0,2;30;16;;;EER;FMR;FNMR;THR;GDTHR;GAngTHR;LDTHR;beta;alfa
11,3889;0;0,227777778;20;10;10;0,2;60;16;;FMR = 0;8,6111;0;0,172222222;30;10;40;0,4;60;16
11,5278;0;0,230555556;30;10;40;0,4;30;12;;FMR > 0;9,3056;0,002777778;0,183333333;20;10;10;0,4;60;16
11,6667;0;0,233333333;30;10;40;0,2;60;16;;;;;;;;;;;
11,9444;0;0,238888889;30;10;40;0,2;30;16;;Matches;total;103680;;;;;;;
12,9167;0;0,258333333;20;10;10;0,2;30;12;;2606;;;;;;;;;
12,9167;0;0,258333333;20;10;10;0,2;60;12;;;;;;;;;;;
13,6111;0;0,272222222;30;10;40;0,2;60;12;;average match;0,025135031;;;;;;;;
13,8889;0;0,277777778;30;10;40;0,2;30;12;;;;;;;;;;;
15,6944;0;0,313888889;30;10;40;0,4;60;8;;;;;;;;;;;
16,5278;0;0,330555556;30;10;40;0,4;30;8;;;;;;;;;;;
17,7778;0;0,355555556;30;10;10;0,4;60;16;;;;;;;;;;;
17,9167;0;0,358333333;30;10;10;0,4;30;16;;;;;;;;;;;
18,0556;0;0,361111111;20;10;10;0,2;60;8;;;;;;;;;;;
18,4722;0;0,369444444;20;10;10;0,2;30;8;;;;;;;;;;;
18,6111;0;0,372222222;30;10;40;0,2;60;8;;;;;;;;;;;
18,8889;0;0,377777778;30;10;10;0,4;60;12;;;;;;;;;;;
19,0278;0;0,380555556;30;10;10;0,4;30;12;;;;;;;;;;;
19,1667;0;0,383333333;30;10;40;0,2;30;8;;;;;;;;;;;
19,4444;0;0,388888889;30;10;10;0,2;60;16;;;;;;;;;;;
19,5833;0;0,391666667;30;10;10;0,2;30;16;;;;;;;;;;;
20,1389;0;0,402777778;30;10;10;0,2;60;12;;;;;;;;;;;
20,2778;0;0,405555556;30;10;10;0,2;30;12;;;;;;;;;;;
22,9167;0;0,458333333;20;4;40;0,4;60;16;;;;;;;;;;;
23,0556;0;0,461111111;20;4;40;0,4;30;16;;;;;;;;;;;
23,3333;0;0,466666667;30;10;10;0,4;60;8;;;;;;;;;;;
23,6111;0;0,472222222;30;10;10;0,4;30;8;;;;;;;;;;;
24,0278;0;0,480555556;20;4;40;0,4;30;12;;;;;;;;;;;
24,0278;0;0,480555556;20;4;40;0,4;60;12;;;;;;;;;;;
24,1667;0;0,483333333;20;4;40;0,2;30;16;;;;;;;;;;;
24,1667;0;0,483333333;20;4;40;0,2;60;16;;;;;;;;;;;
24,3056;0;0,486111111;30;10;10;0,2;60;8;;;;;;;;;;;
24,5833;0;0,491666667;20;4;40;0,2;30;12;;;;;;;;;;;
24,5833;0;0,491666667;20;4;40;0,2;60;12;;;;;;;;;;;
24,5833;0;0,491666667;30;10;10;0,2;30;8;;;;;;;;;;;
27,2222;0;0,544444444;20;4;10;0,4;60;16;;;;;;;;;;;
27,3611;0;0,547222222;20;4;10;0,4;30;16;;;;;;;;;;;
27,7778;0;0,555555556;20;4;10;0,2;60;16;;;;;;;;;;;
27,9167;0;0,558333333;20;4;10;0,2;30;16;;;;;;;;;;;
28,0556;0;0,561111111;20;4;10;0,4;30;12;;;;;;;;;;;
28,0556;0;0,561111111;20;4;10;0,4;60;12;;;;;;;;;;;
28,3333;0;0,566666667;20;4;10;0,2;30;12;;;;;;;;;;;
28,3333;0;0,566666667;20;4;10;0,2;60;12;;;;;;;;;;;
28,3333;0;0,566666667;20;4;40;0,4;60;8;;;;;;;;;;;
28,8889;0;0,577777778;20;4;40;0,4;30;8;;;;;;;;;;;
29,4444;0;0,588888889;20;4;40;0,2;60;8;;;;;;;;;;;
29,7222;0;0,594444444;20;4;40;0,2;30;8;;;;;;;;;;;
31,5278;0;0,630555556;20;4;10;0,4;60;8;;;;;;;;;;;
31,9444;0;0,638888889;20;4;10;0,2;60;8;;;;;;;;;;;
32,0833;0;0,641666667;20;4;10;0,4;30;8;;;;;;;;;;;
32,2222;0;0,644444444;20;4;10;0,2;30;8;;;;;;;;;;;
32,2222;0;0,644444444;30;4;40;0,4;60;16;;;;;;;;;;;
32,3611;0;0,647222222;30;4;40;0,4;30;16;;;;;;;;;;;
32,7778;0;0,655555556;30;4;40;0,4;30;12;;;;;;;;;;;
32,7778;0;0,655555556;30;4;40;0,4;60;12;;;;;;;;;;;
32,9167;0;0,658333333;30;4;40;0,2;60;16;;;;;;;;;;;
33,0556;0;0,661111111;30;4;40;0,2;30;16;;;;;;;;;;;
33,3333;0;0,666666667;30;4;40;0,2;30;12;;;;;;;;;;;
33,3333;0;0,666666667;30;4;40;0,2;60;12;;;;;;;;;;;
34,3056;0;0,686111111;30;4;40;0,4;60;8;;;;;;;;;;;
34,4444;0;0,688888889;30;4;40;0,4;30;8;;;;;;;;;;;
34,5833;0;0,691666667;30;4;40;0,2;60;8;;;;;;;;;;;
34,7222;0;0,694444444;30;4;10;0,4;30;16;;;;;;;;;;;
34,7222;0;0,694444444;30;4;10;0,4;60;16;;;;;;;;;;;
34,7222;0;0,694444444;30;4;40;0,2;30;8;;;;;;;;;;;
34,8611;0;0,697222222;30;4;10;0,2;30;16;;;;;;;;;;;
